"origWdId","origName","frName","wpPage","stintType","timePeriod","teamName","teamWP","matchesPlayed","pointsScored","startYear","endYear"
"Q3237167","Levan Ghvaberidze","Levan Ghvaberidze","Levan_Ghvaberidze","Senior","NA-NA","SO Voiron","Stade_olympique_voironnais","?","?",NA,NA
"Q3237167","Levan Ghvaberidze","Levan Ghvaberidze","Levan_Ghvaberidze","Senior","2003-2008","FC Grenoble","Football_Club_de_Grenoble_rugby","53","5","2003","2008"
"Q3237167","Levan Ghvaberidze","Levan Ghvaberidze","Levan_Ghvaberidze","International","2004-2004","Géorgie","%C3%89quipe_de_G%C3%A9orgie_de_rugby_%C3%A0_XV","1","5","2004","2004"
"Q3237297","Lewis Jones","Lewis Jones","Lewis_Jones_(rugby)","Senior","1948-1948","Neath RFC","Neath_Rugby_Football_Club",NA,NA,"1948","1948"
"Q3237297","Lewis Jones","Lewis Jones","Lewis_Jones_(rugby)","Senior","1949-1952","Llanelli RFC","Llanelli_Rugby_Football_Club","17","92","1949","1952"
"Q3237297","Lewis Jones","Lewis Jones","Lewis_Jones_(rugby)","Senior","1952-1964","Leeds Rhinos","Leeds_Rhinos","385","2920","1952","1964"
"Q3237297","Lewis Jones","Lewis Jones","Lewis_Jones_(rugby)","Senior","1964-1969","Wentworthville Magpies",NA,NA,NA,"1964","1969"
"Q3237297","Lewis Jones","Lewis Jones","Lewis_Jones_(rugby)","International","1950-1952","Pays de Galles","%C3%89quipe_du_pays_de_Galles_de_rugby_%C3%A0_XV","10","36","1950","1952"
"Q3237297","Lewis Jones","Lewis Jones","Lewis_Jones_(rugby)","International","1950-1950","Lions","%C3%89quipe_des_Lions_britanniques_et_irlandais_de_rugby_%C3%A0_XV","3","26","1950","1950"
"Q3237297","Lewis Jones","Lewis Jones","Lewis_Jones_(rugby)","International","1953-1963","Pays de Galles","%C3%89quipe_du_pays_de_Galles_de_rugby_%C3%A0_XIII","2","10","1953","1963"
"Q3237297","Lewis Jones","Lewis Jones","Lewis_Jones_(rugby)","International","1954-1957","Grande-Bretagne","%C3%89quipe_de_Grande-Bretagne_de_rugby_%C3%A0_XIII","17","157","1954","1957"
"Q3237647","Liam Messam","Liam Messam","Liam_Messam","Youth","NA-NA","Rotorua Boys' High School","Rotorua",NA,NA,NA,NA
"Q3237647","Liam Messam","Liam Messam","Liam_Messam","Youth","NA-NA","Hautapu",NA,NA,NA,NA,NA
"Q3237647","Liam Messam","Liam Messam","Liam_Messam","Senior","2003-2015","Waikato","Waikato_Rugby_Union","85","148","2003","2015"
"Q3237647","Liam Messam","Liam Messam","Liam_Messam","Senior","2006-2018","Chiefs","Chiefs_(rugby_%C3%A0_XV)","179","160","2006","2018"
"Q3237647","Liam Messam","Liam Messam","Liam_Messam","Senior","2015-2018","Toshiba Brave Lupus","Toshiba_Brave_Lupus_Tokyo","26","15","2015","2018"
"Q3237647","Liam Messam","Liam Messam","Liam_Messam","Senior","2018-2020","RC Toulon","Rugby_club_toulonnais","38","25","2018","2020"
"Q3237647","Liam Messam","Liam Messam","Liam_Messam","Senior","2020-2022","Waikato","Waikato_Rugby_Union","19","10","2020","2022"
"Q3237647","Liam Messam","Liam Messam","Liam_Messam","Senior","2021-2021","Chiefs","Chiefs_(rugby_%C3%A0_XV)","4","0","2021","2021"
"Q3237647","Liam Messam","Liam Messam","Liam_Messam","International","2004-2016","Nouvelle-Zélande à 7","%C3%89quipe_de_Nouvelle-Z%C3%A9lande_de_rugby_%C3%A0_sept","95","264","2004","2016"
"Q3237647","Liam Messam","Liam Messam","Liam_Messam","International","2006-2017","Māori de NlleZélande","%C3%89quipe_des_M%C4%81ori_de_Nouvelle-Z%C3%A9lande_de_rugby_%C3%A0_XV","13","40","2006","2017"
"Q3237647","Liam Messam","Liam Messam","Liam_Messam","International","2008-2015","Nouvelle-Zélande","%C3%89quipe_de_Nouvelle-Z%C3%A9lande_de_rugby_%C3%A0_XV","43","30","2008","2015"
"Q3238397","Lifeimi Mafi","Lifeimi Mafi","Lifeimi_Mafi","Senior","2002-2003","Manawatu","Manawatu_Rugby_Union","15","30","2002","2003"
"Q3238397","Lifeimi Mafi","Lifeimi Mafi","Lifeimi_Mafi","Senior","2004-2006","Taranaki","Taranaki_Rugby_Football_Union","24","20","2004","2006"
"Q3238397","Lifeimi Mafi","Lifeimi Mafi","Lifeimi_Mafi","Senior","2006-2012","Munster Rugby","Munster_Rugby","141","70","2006","2012"
"Q3238397","Lifeimi Mafi","Lifeimi Mafi","Lifeimi_Mafi","Senior","2012-2018","USA Perpignan","Union_sportive_Arlequins_perpignanais","151","90","2012","2018"
"Q3238397","Lifeimi Mafi","Lifeimi Mafi","Lifeimi_Mafi","Senior","2018-2018","Manawatu",NA,"6","5","2018","2018"
"Q3238397","Lifeimi Mafi","Lifeimi Mafi","Lifeimi_Mafi","International","2005-2006","Nouvelle-Zélande à sept","%C3%89quipe_de_Nouvelle-Z%C3%A9lande_de_rugby_%C3%A0_sept","20","57","2005","2006"
"Q3240802","Lilian Camberabero","Lilian Camberabero","Lilian_Camberabero","Youth","NA-NA","US Tyrosse","Union_sportive_Tyrosse_rugby_C%C3%B4te_sud",NA,NA,NA,NA
"Q3240802","Lilian Camberabero","Lilian Camberabero","Lilian_Camberabero","Senior","NA-NA","La Voulte sportif","La_Voulte_sportif",NA,NA,NA,NA
"Q3240802","Lilian Camberabero","Lilian Camberabero","Lilian_Camberabero","Senior","NA-NA","CA Périgueux","Club_athl%C3%A9tique_P%C3%A9rigueux_Dordogne",NA,NA,NA,NA
"Q3240802","Lilian Camberabero","Lilian Camberabero","Lilian_Camberabero","International","1964-1968","France","%C3%89quipe_de_France_de_rugby_%C3%A0_XV","14","9","1964","1968"
"Q3240805","Lilian Ducos","Lilian Ducos","Lilian_Ducos","Senior","2001-2004","SU Agen","Sporting_Union_Agen_Lot-et-Garonne","8","5","2001","2004"
"Q3240805","Lilian Ducos","Lilian Ducos","Lilian_Ducos","Senior","2004-2005","CA Périgueux","Club_athl%C3%A9tique_P%C3%A9rigueux_Dordogne",NA,NA,"2004","2005"
"Q3240805","Lilian Ducos","Lilian Ducos","Lilian_Ducos","Senior","2005-2009","SC Albi","Sporting_Club_albigeois","82","15","2005","2009"
"Q3240809","Lilian Majesté","Lilian Majesté","Lilian_Majest%C3%A9","Youth","NA-NA","Section paloise","Section_paloise_(rugby_%C3%A0_XV)",NA,NA,NA,NA
"Q3240809","Lilian Majesté","Lilian Majesté","Lilian_Majest%C3%A9","Senior","2003-2005","Rugby club Strasbourg","Rugby_Club_Strasbourg",NA,NA,"2003","2005"
"Q3240809","Lilian Majesté","Lilian Majesté","Lilian_Majest%C3%A9","Senior","2005-2008","Blagnac SCR","Blagnac_Sporting_Club_rugby",NA,NA,"2005","2008"
"Q3240809","Lilian Majesté","Lilian Majesté","Lilian_Majest%C3%A9","Senior","2008-2010","US Colomiers","Colomiers_Rugby","28","54","2008","2010"
"Q3240809","Lilian Majesté","Lilian Majesté","Lilian_Majest%C3%A9","Senior","2010-2011","TOAC TOEC","TOEC_TOAC_FCT_Rugby",NA,NA,"2010","2011"
"Q3240809","Lilian Majesté","Lilian Majesté","Lilian_Majest%C3%A9","Senior","2011-2012","Stade hendayais","Stade_hendayais_rugby",NA,NA,"2011","2012"
"Q3240809","Lilian Majesté","Lilian Majesté","Lilian_Majest%C3%A9","Senior","2012-2013","Anglet ORC","Anglet_olympique_rugby_club",NA,NA,"2012","2013"
"Q3241827","Lionel Campergue","Lionel Campergue","Lionel_Campergue","Youth","NA-NA","SA Monein","Monein",NA,NA,NA,NA
"Q3241827","Lionel Campergue","Lionel Campergue","Lionel_Campergue","Youth","NA-NA","FC Oloron","Football_Club_oloronais",NA,NA,NA,NA
"Q3241827","Lionel Campergue","Lionel Campergue","Lionel_Campergue","Youth","2004-2007","Section paloise","Section_paloise_(rugby_%C3%A0_XV)",NA,NA,"2004","2007"
"Q3241827","Lionel Campergue","Lionel Campergue","Lionel_Campergue","Senior","2007-2011","Section paloise","Section_paloise_(rugby_%C3%A0_XV)","76","0","2007","2011"
"Q3241827","Lionel Campergue","Lionel Campergue","Lionel_Campergue","Senior","2011-2013","Colomiers rugby","Colomiers_Rugby","22","5","2011","2013"
"Q3241827","Lionel Campergue","Lionel Campergue","Lionel_Campergue","Senior","2013-2015","CA Périgueux","Club_athl%C3%A9tique_P%C3%A9rigueux_Dordogne","?","?","2013","2015"
"Q3241827","Lionel Campergue","Lionel Campergue","Lionel_Campergue","Senior","2015-2016","AS Mâcon","Association_sportive_m%C3%A2connaise","?","?","2015","2016"
"Q3241827","Lionel Campergue","Lionel Campergue","Lionel_Campergue","Senior","2016-2017","US Cognac","Union_sportive_cogna%C3%A7aise","?","?","2016","2017"
"Q3241827","Lionel Campergue","Lionel Campergue","Lionel_Campergue","Senior","2017-2021","Union Cognac St-J.-d'Angély","Union_Cognac_Saint-Jean-d%27Ang%C3%A9ly","?","?","2017","2021"
"Q3241827","Lionel Campergue","Lionel Campergue","Lionel_Campergue","Senior","2021-2023","RC bassin d'Arcachon","Rugby_Club_bassin_d%27Arcachon","?","?","2021","2023"
"Q3241827","Lionel Campergue","Lionel Campergue","Lionel_Campergue","Senior","2023-NA","AS Pont-Long",NA,NA,NA,"2023",NA
"Q3241827","Lionel Campergue","Lionel Campergue","Lionel_Campergue","International","2010-NA","Portugal","%C3%89quipe_du_Portugal_de_rugby_%C3%A0_XV","17","5","2010",NA
"Q3241828","Lionel Camisuli","Lionel Camisuli","Lionel_Camisuli","Youth","NA-NA","Pennes Mirabeau Cadeneaux rugby",NA,NA,NA,NA,NA
"Q3241828","Lionel Camisuli","Lionel Camisuli","Lionel_Camisuli","Youth","2000-2002","AS Montferrand","ASM_Clermont_Auvergne",NA,NA,"2000","2002"
"Q3241828","Lionel Camisuli","Lionel Camisuli","Lionel_Camisuli","Senior","2000-2002","RC Nîmes","Rugby_club_n%C3%AEmois",NA,NA,"2000","2002"
"Q3241828","Lionel Camisuli","Lionel Camisuli","Lionel_Camisuli","Senior","2000-2002","AS Montferrand","ASM_Clermont_Auvergne","5","0","2000","2002"
"Q3241828","Lionel Camisuli","Lionel Camisuli","Lionel_Camisuli","Senior","2002-2003","FC Auch","Football_Club_Auch_Gers",NA,NA,"2002","2003"
"Q3241828","Lionel Camisuli","Lionel Camisuli","Lionel_Camisuli","Senior","2003-2005","AS Béziers","Association_sportive_de_B%C3%A9ziers_H%C3%A9rault","39","0","2003","2005"
"Q3241828","Lionel Camisuli","Lionel Camisuli","Lionel_Camisuli","Senior","2005-2006","US Dax","Union_sportive_dacquoise","25","5","2005","2006"
"Q3241828","Lionel Camisuli","Lionel Camisuli","Lionel_Camisuli","Senior","2006-2010","USA Limoges","Union_sportive_athl%C3%A9tique_de_Limoges","63","15","2006","2010"
"Q3241828","Lionel Camisuli","Lionel Camisuli","Lionel_Camisuli","Senior","2010-2013","AS Saint-Junien","Association_sportive_Saint-Junien_rugby","53","20","2010","2013"
"Q3241828","Lionel Camisuli","Lionel Camisuli","Lionel_Camisuli","International","NA-NA","France -19",NA,NA,NA,NA,NA
"Q3241828","Lionel Camisuli","Lionel Camisuli","Lionel_Camisuli","International","NA-NA","France -21",NA,NA,NA,NA,NA
"Q3241851","Lionel Dargier","Lionel Dargier","Lionel_Dargier","Youth","NA-NA","Montpellier HR","Montpellier_H%C3%A9rault_Rugby",NA,NA,NA,NA
"Q3241851","Lionel Dargier","Lionel Dargier","Lionel_Dargier","Senior","2008-2011","Montpellier HR","Montpellier_H%C3%A9rault_Rugby","2","0","2008","2011"
"Q3241851","Lionel Dargier","Lionel Dargier","Lionel_Dargier","Senior","2011-2014","FC Auch","Football_Club_Auch_Gers","70","10","2011","2014"
"Q3241851","Lionel Dargier","Lionel Dargier","Lionel_Dargier","Senior","2014-NA","Stade montois","Stade_montois_rugby","23","5","2014",NA
"Q3241871","Lionel Faure","Lionel Faure","Lionel_Faure","Senior","1999-2001","ASM Clermont","ASM_Clermont_Auvergne","5","0","1999","2001"
"Q3241871","Lionel Faure","Lionel Faure","Lionel_Faure","Senior","2001-2003","Stade rochelais","Stade_rochelais","12","0","2001","2003"
"Q3241871","Lionel Faure","Lionel Faure","Lionel_Faure","Senior","2003-2005","Section paloise","Section_paloise_(rugby_%C3%A0_XV)","26","15","2003","2005"
"Q3241871","Lionel Faure","Lionel Faure","Lionel_Faure","Senior","2005-2009","Sale Sharks","Sale_Sharks","63","10","2005","2009"
"Q3241871","Lionel Faure","Lionel Faure","Lionel_Faure","Senior","2009-2012","ASM Clermont","ASM_Clermont_Auvergne","82","10","2009","2012"
"Q3241871","Lionel Faure","Lionel Faure","Lionel_Faure","International","2008-2009","France","%C3%89quipe_de_France_de_rugby_%C3%A0_XV","8","0","2008","2009"
"Q3241876","Lionel Gautherie","Lionel Gautherie","Lionel_Gautherie","Senior","2004-2007","Pays d'Aix RC","Provence_Rugby","48","100","2004","2007"
"Q3241876","Lionel Gautherie","Lionel Gautherie","Lionel_Gautherie","Senior","2007-2009","Lyon OU","Lyon_olympique_universitaire_rugby","42","50","2007","2009"
"Q3241876","Lionel Gautherie","Lionel Gautherie","Lionel_Gautherie","Senior","2009-2013","Pays d'Aix RC",NA,"82","40","2009","2013"
"Q3241902","Lionel Mallier","Lionel Mallier","Lionel_Mallier","Youth","2009-2013","FC Grenoble","Football_Club_de_Grenoble_rugby",NA,NA,"2009","2013"
"Q3241902","Lionel Mallier","Lionel Mallier","Lionel_Mallier","Senior","1993-1997","FC Grenoble","Football_Club_de_Grenoble_rugby",NA,NA,"1993","1997"
"Q3241902","Lionel Mallier","Lionel Mallier","Lionel_Mallier","Senior","1997-2000","CA Brive","Club_athl%C3%A9tique_Brive_Corr%C3%A8ze_Limousin",NA,NA,"1997","2000"
"Q3241902","Lionel Mallier","Lionel Mallier","Lionel_Mallier","Senior","2000-2001","Section paloise","Section_paloise_(rugby_%C3%A0_XV)",NA,NA,"2000","2001"
"Q3241902","Lionel Mallier","Lionel Mallier","Lionel_Mallier","Senior","2001-2004","USA Perpignan","Union_sportive_Arlequins_perpignanais",NA,NA,"2001","2004"
"Q3241902","Lionel Mallier","Lionel Mallier","Lionel_Mallier","Senior","2004-2006","CA Brive","Club_athl%C3%A9tique_Brive_Corr%C3%A8ze_Limousin",NA,NA,"2004","2006"
"Q3241902","Lionel Mallier","Lionel Mallier","Lionel_Mallier","Senior","2006-2010","Lyon OU","Lyon_olympique_universitaire_rugby",NA,NA,"2006","2010"
"Q3241902","Lionel Mallier","Lionel Mallier","Lionel_Mallier","Senior","2010-2012","CS Annonay","Annonay",NA,NA,"2010","2012"
"Q3241902","Lionel Mallier","Lionel Mallier","Lionel_Mallier","International","1999-2000","France","%C3%89quipe_de_France_de_rugby_%C3%A0_XV","5","5","1999","2000"
"Q3241906","Lionel Mazars","Lionel Mazars","Lionel_Mazars","Senior","2004-2005","Stade toulousain","Stade_toulousain","1","0","2004","2005"
"Q3241906","Lionel Mazars","Lionel Mazars","Lionel_Mazars","Senior","2005-2007","RC Narbonne","Racing_Club_narbonnais","54","25","2005","2007"
"Q3241906","Lionel Mazars","Lionel Mazars","Lionel_Mazars","Senior","2007-2009","Castres olympique","Castres_olympique","48","35","2007","2009"
"Q3241906","Lionel Mazars","Lionel Mazars","Lionel_Mazars","Senior","2009-2013","Aviron bayonnais","Aviron_bayonnais_rugby_pro","84","35","2009","2013"
"Q3241906","Lionel Mazars","Lionel Mazars","Lionel_Mazars","Senior","2013-2017","SU Agen","Sporting_Union_Agen_Lot-et-Garonne","70","43","2013","2017"
"Q3241906","Lionel Mazars","Lionel Mazars","Lionel_Mazars","International","2007-2007","France","%C3%89quipe_de_France_de_rugby_%C3%A0_XV","2","0","2007","2007"
"Q3242461","Lisandro Villagra","Lisandro Villagra","Lisandro_Villagra","Senior","2007-2007","La Tablada RC","Club_La_Tablada",NA,NA,"2007","2007"
"Q3242461","Lisandro Villagra","Lisandro Villagra","Lisandro_Villagra","Senior","1997-2001","Arix Viadana","Rugby_Viadana",NA,NA,"1997","2001"
"Q3242461","Lisandro Villagra","Lisandro Villagra","Lisandro_Villagra","Senior","2001-2007","Gran Parma Rugby","SKG_GRAN_Parma_Rugby",NA,NA,"2001","2007"
"Q3242461","Lisandro Villagra","Lisandro Villagra","Lisandro_Villagra","Senior","2007-2011","Cavalieri Prato","Rugby_Club_I_Cavalieri_Prato",NA,NA,"2007","2011"
"Q3242461","Lisandro Villagra","Lisandro Villagra","Lisandro_Villagra","Senior","2011-2017","Recco Rugby","Pro_Recco_Rugby",NA,NA,"2011","2017"
"Q3242461","Lisandro Villagra","Lisandro Villagra","Lisandro_Villagra","Senior","2017-2018","Amatori Capoterra",NA,NA,NA,"2017","2018"
"Q3242461","Lisandro Villagra","Lisandro Villagra","Lisandro_Villagra","International","2000-2000","Italie","%C3%89quipe_d%27Italie_de_rugby_%C3%A0_XV","2","0","2000","2000"
"Q3242574","Lisiate Fa'aoso","Lisiate Fa'aoso","Lisiate_Fa%27aoso","Senior","2004-2004","South Canterbury","South_Canterbury_Rugby_Football_Union","7","0","2004","2004"
"Q3242574","Lisiate Fa'aoso","Lisiate Fa'aoso","Lisiate_Fa%27aoso","Senior","2005-2005","Counties Manukau","Counties_Manukau_Rugby_Union","1","0","2005","2005"
"Q3242574","Lisiate Fa'aoso","Lisiate Fa'aoso","Lisiate_Fa%27aoso","Senior","2006-2009","Manawatu","Manawatu_Rugby_Union","10","0","2006","2009"
"Q3242574","Lisiate Fa'aoso","Lisiate Fa'aoso","Lisiate_Fa%27aoso","Senior","2009-2013","SU Agen","Sporting_Union_Agen_Lot-et-Garonne","82","30","2009","2013"
"Q3242574","Lisiate Fa'aoso","Lisiate Fa'aoso","Lisiate_Fa%27aoso","Senior","2013-2015","Aviron bayonnais","Aviron_bayonnais_rugby_pro","54","30","2013","2015"
"Q3242574","Lisiate Fa'aoso","Lisiate Fa'aoso","Lisiate_Fa%27aoso","Senior","2016-2017","US Fumel Libos","Union_sportive_Fumel_Libos","7","10","2016","2017"
"Q3242574","Lisiate Fa'aoso","Lisiate Fa'aoso","Lisiate_Fa%27aoso","Senior","2017-2020","Stade saint-livradais",NA,NA,NA,"2017","2020"
"Q3242574","Lisiate Fa'aoso","Lisiate Fa'aoso","Lisiate_Fa%27aoso","International","2004-2014","Tonga","%C3%89quipe_des_Tonga_de_rugby_%C3%A0_XV","16","5","2004","2014"
"Q3257496","Llewellyn Lloyd","Llewellyn Lloyd","Llewellyn_Lloyd","Senior","1895-1904","Newport RFC","Newport_Rugby_Football_Club","187","369","1895","1904"
"Q3257496","Llewellyn Lloyd","Llewellyn Lloyd","Llewellyn_Lloyd","International","1896-1903","Pays de Galles","%C3%89quipe_du_pays_de_Galles_de_rugby_%C3%A0_XV","12","9","1896","1903"
"Q3257547","Lloyd Williams","Lloyd Williams","Lloyd_Williams","Senior","2006-2023","Cardiff RFC","Cardiff_Rugby_Football_Club","?","?","2006","2023"
"Q3257547","Lloyd Williams","Lloyd Williams","Lloyd_Williams","Senior","2010-2023","Cardiff Blues","Cardiff_Rugby","261","210","2010","2023"
"Q3257547","Lloyd Williams","Lloyd Williams","Lloyd_Williams","International","2011-2021","Pays de Galles","%C3%89quipe_du_pays_de_Galles_de_rugby_%C3%A0_XV","32","10","2011","2021"
"Q3257794","Lodie Britz","Lodie Britz","Lodie_Britz","Senior","2005-2006","Blue Bulls","Blue_Bulls","5","0","2005","2006"
"Q3257794","Lodie Britz","Lodie Britz","Lodie_Britz","Senior","2007-2007","Griquas","Griqualand_West_Griquas","19","15","2007","2007"
"Q3257794","Lodie Britz","Lodie Britz","Lodie_Britz","Senior","2007-2009","Rugby Rovigo","Rugby_Rovigo","31","10","2007","2009"
"Q3257794","Lodie Britz","Lodie Britz","Lodie_Britz","Senior","2009-2013","Stade montois","Stade_montois_rugby","65","15","2009","2013"
"Q3257838","Loftie Fourie","Loftie Fourie","Loftie_Fourie","Senior","NA-NA","South West Africa",NA,NA,NA,NA,NA
"Q3257838","Loftie Fourie","Loftie Fourie","Loftie_Fourie","International","1958-1958","Afrique du Sud","%C3%89quipe_d%27Afrique_du_Sud_de_rugby_%C3%A0_XV","2","3","1958","1958"
"Q3258722","Loki Crichton","Loki Crichton","Loki_Crichton","Senior","1997-2001","Counties Manukau","Counties_Manukau_Rugby_Union","46","272","1997","2001"
"Q3258722","Loki Crichton","Loki Crichton","Loki_Crichton","Senior","2002-2006","Waikato","Waikato_Rugby_Union","23","151","2002","2006"
"Q3258722","Loki Crichton","Loki Crichton","Loki_Crichton","Senior","2006-2007","Newcastle Falcons","Newcastle_Falcons","18","43","2006","2007"
"Q3258722","Loki Crichton","Loki Crichton","Loki_Crichton","Senior","2007-2009","Worcester Warriors","Worcester_Warriors","33","102","2007","2009"
"Q3258722","Loki Crichton","Loki Crichton","Loki_Crichton","Senior","2009-2010","Suntory Sungoliath","Tokyo_Sungoliath",NA,NA,"2009","2010"
"Q3258722","Loki Crichton","Loki Crichton","Loki_Crichton","Senior","2010-2012","L'Aquila Rugby","L%27Aquila_Rugby","27","32","2010","2012"
"Q3258722","Loki Crichton","Loki Crichton","Loki_Crichton","Senior","2000-2006","Chiefs","Chiefs_(rugby_%C3%A0_XV)","46","99","2000","2006"
"Q3258722","Loki Crichton","Loki Crichton","Loki_Crichton","International","2006-2007","Samoa","%C3%89quipe_des_Samoa_de_rugby_%C3%A0_XV","10","62","2006","2007"
"Q3258811","Lolo Lui","Lolo Lui","Lolo_Lui","Senior","NA-NA","Apia West",NA,"?","?",NA,NA
"Q3258811","Lolo Lui","Lolo Lui","Lolo_Lui","International","NA-NA","Samoa à sept","%C3%89quipe_des_Samoa_de_rugby_%C3%A0_sept",NA,NA,NA,NA
"Q3258811","Lolo Lui","Lolo Lui","Lolo_Lui","International","2004-2012","Samoa","%C3%89quipe_des_Samoa_de_rugby_%C3%A0_XV","25","36","2004","2012"
"Q3258864","Lome Fa'atau","Lome Fa'atau","Lome_Fa%27atau","Senior","1999-1999","Wellington","Wellington_Rugby_Football_Union","4","20","1999","1999"
"Q3258864","Lome Fa'atau","Lome Fa'atau","Lome_Fa%27atau","Senior","2000-2000","Taranaki","Taranaki_Rugby_Football_Union","11","35","2000","2000"
"Q3258864","Lome Fa'atau","Lome Fa'atau","Lome_Fa%27atau","Senior","2001-2006","Wellington","Wellington_Rugby_Football_Union","60","155","2001","2006"
"Q3258864","Lome Fa'atau","Lome Fa'atau","Lome_Fa%27atau","Senior","2007-2009","Glasgow Warriors","Glasgow_Warriors","28","50","2007","2009"
"Q3258864","Lome Fa'atau","Lome Fa'atau","Lome_Fa%27atau","Senior","2009-2010","Rugby Nice CA","Rugby_Nice_C%C3%B4te_d%27Azur","9","20","2009","2010"
"Q3258864","Lome Fa'atau","Lome Fa'atau","Lome_Fa%27atau","Senior","2010-2011","Crociati RFC","Crociati_Rugby_Football_Club","13","25","2010","2011"
"Q3258864","Lome Fa'atau","Lome Fa'atau","Lome_Fa%27atau","Senior","2012-2014","Westoe RFC",NA,NA,NA,"2012","2014"
"Q3258864","Lome Fa'atau","Lome Fa'atau","Lome_Fa%27atau","Senior","2002-2003","Hurricanes","Hurricanes","15","25","2002","2003"
"Q3258864","Lome Fa'atau","Lome Fa'atau","Lome_Fa%27atau","Senior","2004-2004","Chiefs","Chiefs_(rugby_%C3%A0_XV)","12","25","2004","2004"
"Q3258864","Lome Fa'atau","Lome Fa'atau","Lome_Fa%27atau","Senior","2005-2007","Hurricanes","Hurricanes","29","80","2005","2007"
"Q3258864","Lome Fa'atau","Lome Fa'atau","Lome_Fa%27atau","International","2000-2007","Samoa","%C3%89quipe_des_Samoa_de_rugby_%C3%A0_XV","35","70","2000","2007"
"Q3258864","Lome Fa'atau","Lome Fa'atau","Lome_Fa%27atau","International","2004-2006","Pacific Islanders","%C3%89quipe_des_Pacific_Islanders_de_rugby_%C3%A0_XV","5","5","2004","2006"
"Q3259468","Lorenzo Cittadini","Lorenzo Cittadini","Lorenzo_Cittadini","Senior","2000-2005","Rugby Brescia","Rugby_Brescia","23","35","2000","2005"
"Q3259468","Lorenzo Cittadini","Lorenzo Cittadini","Lorenzo_Cittadini","Senior","2005-2009","Rugby Calvisano","Rugby_Calvisano","50","35","2005","2009"
"Q3259468","Lorenzo Cittadini","Lorenzo Cittadini","Lorenzo_Cittadini","Senior","2009-2014","Benetton Trévise","Benetton_Rugby_Tr%C3%A9vise","91","10","2009","2014"
"Q3259468","Lorenzo Cittadini","Lorenzo Cittadini","Lorenzo_Cittadini","Senior","2014-2016","Wasps","Wasps","48","10","2014","2016"
"Q3259468","Lorenzo Cittadini","Lorenzo Cittadini","Lorenzo_Cittadini","Senior","2016-2017","Aviron bayonnais","Aviron_bayonnais_rugby_pro","18","0","2016","2017"
"Q3259468","Lorenzo Cittadini","Lorenzo Cittadini","Lorenzo_Cittadini","Senior","2017-2018","Stade français","Stade_fran%C3%A7ais_Paris_rugby","14","0","2017","2018"
"Q3259468","Lorenzo Cittadini","Lorenzo Cittadini","Lorenzo_Cittadini","Senior","2018-2019","Vérone Rugby",NA,"20","5","2018","2019"
"Q3259468","Lorenzo Cittadini","Lorenzo Cittadini","Lorenzo_Cittadini","Senior","2019-2020","Rugby Calvisano","Rugby_Calvisano","6","5","2019","2020"
"Q3259468","Lorenzo Cittadini","Lorenzo Cittadini","Lorenzo_Cittadini","International","2008-2017","Italie","%C3%89quipe_d%27Italie_de_rugby_%C3%A0_XV","58","15","2008","2017"
"Q3259622","Lorne Ward","Lorne Ward","Lorne_Ward","Senior","2002-2005","London Welsh","London_Welsh_Rugby_Football_Club",NA,NA,"2002","2005"
"Q3259622","Lorne Ward","Lorne Ward","Lorne_Ward","Senior","2005-2007","Harlequins","Harlequin_Football_Club","7","0","2005","2007"
"Q3259622","Lorne Ward","Lorne Ward","Lorne_Ward","Senior","2007-2008","Bath Rugby","Bath_Rugby","5","5","2007","2008"
"Q3259622","Lorne Ward","Lorne Ward","Lorne_Ward","Senior","2008-2008","RC Toulon","Rugby_club_toulonnais","5","5","2008","2008"
"Q3259622","Lorne Ward","Lorne Ward","Lorne_Ward","Senior","2008-2009","London Scottish","London_Scottish_Football_Club",NA,NA,"2008","2009"
"Q3259622","Lorne Ward","Lorne Ward","Lorne_Ward","Senior","2009-2011","London Welsh","London_Welsh_Rugby_Football_Club","27","5","2009","2011"
"Q3259622","Lorne Ward","Lorne Ward","Lorne_Ward","Senior","2011-2014","Rosslyn Park","Rosslyn_Park_Football_Club",NA,NA,"2011","2014"
"Q3260054","Lotu Taukeiaho","Lotu Taukeiaho","Lotu_Taukeiaho","Senior","2006-2009","Randwick RUFC","Randwick_District_Rugby_Union_Football_Club","?","?","2006","2009"
"Q3260054","Lotu Taukeiaho","Lotu Taukeiaho","Lotu_Taukeiaho","Senior","2010-2010","Sydney University FC","Sydney_University_Football_Club","?","?","2010","2010"
"Q3260054","Lotu Taukeiaho","Lotu Taukeiaho","Lotu_Taukeiaho","Senior","2011-2012","Waratahs","Waratahs","?","?","2011","2012"
"Q3260054","Lotu Taukeiaho","Lotu Taukeiaho","Lotu_Taukeiaho","Senior","2012-2013","FC Grenoble","Football_Club_de_Grenoble_rugby","13","5","2012","2013"
"Q3260054","Lotu Taukeiaho","Lotu Taukeiaho","Lotu_Taukeiaho","Senior","2013-2019","Stade aurillacois","Stade_aurillacois_Cantal_Auvergne","103","20","2013","2019"
"Q3260054","Lotu Taukeiaho","Lotu Taukeiaho","Lotu_Taukeiaho","Senior","2019-2020","RC Arpajon",NA,NA,NA,"2019","2020"
"Q3260054","Lotu Taukeiaho","Lotu Taukeiaho","Lotu_Taukeiaho","Senior","2021-2022","SC Decazeville","Sporting_Club_decazevillois",NA,NA,"2021","2022"
