"name","tier","division","wikidataId","homonyms"
"CO Périgueux-Ouest",10,"Régionale 3 - Ligue Nouvelle-Aquitaine","",""
"CS Bellachon",10,"Régionale 3 - Ligue Nouvelle-Aquitaine","",""
"Entente Sportive Bruges Blanquefort",10,"Régionale 3 - Ligue Nouvelle-Aquitaine","",""
"Étoile Sportive Miramontoise",10,"Régionale 3 - Ligue Nouvelle-Aquitaine","",""
"Gabardan AS",10,"Régionale 3 - Ligue Nouvelle-Aquitaine","",""
"Jurancon XV",10,"Régionale 3 - Ligue Nouvelle-Aquitaine","",""
"Les Marcassins",10,"Régionale 3 - Ligue Nouvelle-Aquitaine","",""
"Nord Béarn XV",10,"Régionale 3 - Ligue Nouvelle-Aquitaine","",""
"Ovalie Grand Chatellerault Pleumartin",10,"Régionale 3 - Ligue Nouvelle-Aquitaine","",""
"Poitiers Étudiants Club",10,"Régionale 3 - Ligue Nouvelle-Aquitaine","",""
"RC Mezinais",10,"Régionale 3 - Ligue Nouvelle-Aquitaine","",""
"RC Palaisien",10,"Régionale 3 - Ligue Nouvelle-Aquitaine","",""
"RC Prigontin",10,"Régionale 3 - Ligue Nouvelle-Aquitaine","",""
"RO Pontois",10,"Régionale 3 - Ligue Nouvelle-Aquitaine","",""
"Ruffec AC",10,"Régionale 3 - Ligue Nouvelle-Aquitaine","",""
"Rugby Club L'Aurence Limoges",10,"Régionale 3 - Ligue Nouvelle-Aquitaine","",""
"Rugby Club Pays de Roquefort",10,"Régionale 3 - Ligue Nouvelle-Aquitaine","Q107642851",""
"Rugby Club Pomarez-amou",10,"Régionale 3 - Ligue Nouvelle-Aquitaine","Q108301056",""
"Rugby Tonnay Charente",10,"Régionale 3 - Ligue Nouvelle-Aquitaine","",""
"SA St Maixentais",10,"Régionale 3 - Ligue Nouvelle-Aquitaine","",""
"Sanguinet AC",10,"Régionale 3 - Ligue Nouvelle-Aquitaine","Q118695714",""
"Sarako Izarra",10,"Régionale 3 - Ligue Nouvelle-Aquitaine","",""
"SC St Pierre du Mont",10,"Régionale 3 - Ligue Nouvelle-Aquitaine","",""
"US Chauvinoise Rugby",10,"Régionale 3 - Ligue Nouvelle-Aquitaine","",""
"US Mourenx",10,"Régionale 3 - Ligue Nouvelle-Aquitaine","",""
"AS Bastidienne",10,"Régionale 3 - Ligue Occitanie","",""
"AS La Barguillere",10,"Régionale 3 - Ligue Occitanie","",""
"AS Marciacaise",10,"Régionale 3 - Ligue Occitanie","",""
"Association Sportive Beaulieuroise XV",10,"Régionale 3 - Ligue Occitanie","",""
"Avenir du Rugby Boulonnais",10,"Régionale 3 - Ligue Occitanie","",""
"Avenir Montbeton Lacourt Rugby",10,"Régionale 3 - Ligue Occitanie","",""
"Avenir Salanquais XV",10,"Régionale 3 - Ligue Occitanie","",""
"Avenir Villefranchois",10,"Régionale 3 - Ligue Occitanie","",""
"Bas Armagnac Rugby Club",10,"Régionale 3 - Ligue Occitanie","",""
"Bassin Sud Minervois XV",10,"Régionale 3 - Ligue Occitanie","",""
"CA Prateen",10,"Régionale 3 - Ligue Occitanie","",""
"Cabestany Olympique XV",10,"Régionale 3 - Ligue Occitanie","",""
"Caunes Rugby Club XV",10,"Régionale 3 - Ligue Occitanie","",""
"Club Olympique Tauch Corbieres",10,"Régionale 3 - Ligue Occitanie","",""
"Corbieres Maritimes XV",10,"Régionale 3 - Ligue Occitanie","",""
"Deux Rives",10,"Régionale 3 - Ligue Occitanie","",""
"Entente Bazet Andrest",10,"Régionale 3 - Ligue Occitanie","",""
"Entente Haut Vallespir",10,"Régionale 3 - Ligue Occitanie","",""
"Étoile Sportive Villenouvelloise",10,"Régionale 3 - Ligue Occitanie","",""
"Étoile Sportive Vinassanaise",10,"Régionale 3 - Ligue Occitanie","",""
"Garonna XV",10,"Régionale 3 - Ligue Occitanie","",""
"La Nicolaite",10,"Régionale 3 - Ligue Occitanie","",""
"Lieuran XV",10,"Régionale 3 - Ligue Occitanie","",""
"Marguerittes RC",10,"Régionale 3 - Ligue Occitanie","",""
"Marseillan Rugby Club",10,"Régionale 3 - Ligue Occitanie","",""
"Meze Rugby Club",10,"Régionale 3 - Ligue Occitanie","",""
"Montestruc Gers Rugby",10,"Régionale 3 - Ligue Occitanie","",""
"Panjas AC",10,"Régionale 3 - Ligue Occitanie","",""
"Rabastens XV",10,"Régionale 3 - Ligue Occitanie","",""
"Racing Club Limoux Rugby XV",10,"Régionale 3 - Ligue Occitanie","",""
"Racing Club Naucellois",10,"Régionale 3 - Ligue Occitanie","",""
"Racing Club Rieupeyroux XV",10,"Régionale 3 - Ligue Occitanie","",""
"Racing Club Septfontois",10,"Régionale 3 - Ligue Occitanie","",""
"Racing Club Villeneuve Les Maguelone",10,"Régionale 3 - Ligue Occitanie","",""
"Racing Club Villeneuvois",10,"Régionale 3 - Ligue Occitanie","",""
"Ras Frontignan / St Jean de Vedas",10,"Régionale 3 - Ligue Occitanie","",""
"Ras Haute Vallée Aveyron Rodez Rugby",10,"Régionale 3 - Ligue Occitanie","",""
"Ras Hers Pyrenees Cathare",10,"Régionale 3 - Ligue Occitanie","",""
"Ras US Haut Salat /co Castillon",10,"Régionale 3 - Ligue Occitanie","",""
"RC St Quentinois",10,"Régionale 3 - Ligue Occitanie","",""
"Rugby Athletic Cerdagne Capcir XV",10,"Régionale 3 - Ligue Occitanie","",""
"Rugby Club du Brulhois 82",10,"Régionale 3 - Ligue Occitanie","",""
"Rugby Club Grand Mottois",10,"Régionale 3 - Ligue Occitanie","",""
"Rugby Club Jacou Montpellier Nord",10,"Régionale 3 - Ligue Occitanie","",""
"Rugby Club Lavernose Lacasse",10,"Régionale 3 - Ligue Occitanie","",""
"Rugby Club Mazeres XV",10,"Régionale 3 - Ligue Occitanie","",""
"Rugby Club Olympique du Salagou Coeur d'Herault",10,"Régionale 3 - Ligue Occitanie","",""
"Rugby Club Roquemaure XV",10,"Régionale 3 - Ligue Occitanie","",""
"Rugby Corneilhan XV",10,"Régionale 3 - Ligue Occitanie","",""
"Rugby Ecole de Vendargues",10,"Régionale 3 - Ligue Occitanie","",""
"SC L'honor de Cos",10,"Régionale 3 - Ligue Occitanie","",""
"SC Montastrucois",10,"Régionale 3 - Ligue Occitanie","",""
"Stade Bessanais",10,"Régionale 3 - Ligue Occitanie","",""
"Stade Montfauconnais Rugby",10,"Régionale 3 - Ligue Occitanie","",""
"Stade Montpellierain 2020",10,"Régionale 3 - Ligue Occitanie","",""
"Stade Uchaudois Associatif Rugby Club",10,"Régionale 3 - Ligue Occitanie","",""
"Thore Rugby Club",10,"Régionale 3 - Ligue Occitanie","",""
"Toulouse Athletic Club / La Fourguette",10,"Régionale 3 - Ligue Occitanie","",""
"Toulouse Rugby Club",10,"Régionale 3 - Ligue Occitanie","",""
"UA Lalouberienne",10,"Régionale 3 - Ligue Occitanie","",""
"Union Catalane Pollestres Bages Villeneuve",10,"Régionale 3 - Ligue Occitanie","",""
"Union Rive Gauche XV",10,"Régionale 3 - Ligue Occitanie","",""
"Union Sportive Castelnau Bastide 117",10,"Régionale 3 - Ligue Occitanie","",""
"US Castelnau En Madiranais",10,"Régionale 3 - Ligue Occitanie","",""
"US Finhanaise",10,"Régionale 3 - Ligue Occitanie","",""
"US Gondrinoise",10,"Régionale 3 - Ligue Occitanie","",""
"US L'Ayguette",10,"Régionale 3 - Ligue Occitanie","",""
"US St Antoninoise",10,"Régionale 3 - Ligue Occitanie","",""
"US Ste Foy de Peyrolieres",10,"Régionale 3 - Ligue Occitanie","",""
"Valence Olympique d'Albi",10,"Régionale 3 - Ligue Occitanie","",""
"Vals et Villages en Astarac L'Isle de Noe XV",10,"Régionale 3 - Ligue Occitanie","",""
"XV de La Save",10,"Régionale 3 - Ligue Occitanie","",""
"Entente Du Nord Sarthe",10,"Régionale 3 - Ligue Pays de la Loire","",""
"Ras Anjou Ovalie",10,"Régionale 3 - Ligue Pays de la Loire","",""
"Ras Oss 72",10,"Régionale 3 - Ligue Pays de la Loire","",""
"RC Castrogonterien",10,"Régionale 3 - Ligue Pays de la Loire","",""
"RC Douessin Rugby",10,"Régionale 3 - Ligue Pays de la Loire","",""
"Rugby Club Saint Hilaire Ocean",10,"Régionale 3 - Ligue Pays de la Loire","",""
"Rugby Olympique Mayennais",10,"Régionale 3 - Ligue Pays de la Loire","",""
"Seiches Rugby",10,"Régionale 3 - Ligue Pays de la Loire","",""
"XV de Grand-lieu",10,"Régionale 3 - Ligue Pays de la Loire","",""
"Association Sportive Apt Vallee du Calavon",10,"Régionale 3 - Ligue Provence-Alpes-Côte-d'Azur","",""
"Bollene RC",10,"Régionale 3 - Ligue Provence-Alpes-Côte-d'Azur","",""
"Brignoles Provence XV",10,"Régionale 3 - Ligue Provence-Alpes-Côte-d'Azur","",""
"Entente St Jean Du Var - Corse 83",10,"Régionale 3 - Ligue Provence-Alpes-Côte-d'Azur","",""
"Eyguieres XV",10,"Régionale 3 - Ligue Provence-Alpes-Côte-d'Azur","",""
"Manosque Rugby Club",10,"Régionale 3 - Ligue Provence-Alpes-Côte-d'Azur","",""
"Racing Club Pradetan",10,"Régionale 3 - Ligue Provence-Alpes-Côte-d'Azur","",""
"Ras Tarascon Beaucaire XV",10,"Régionale 3 - Ligue Provence-Alpes-Côte-d'Azur","",""
"RC Vaisonnais",10,"Régionale 3 - Ligue Provence-Alpes-Côte-d'Azur","",""
"RO Planais",10,"Régionale 3 - Ligue Provence-Alpes-Côte-d'Azur","",""
"Rubgy Club Maubecquois",10,"Régionale 3 - Ligue Provence-Alpes-Côte-d'Azur","",""
"Rugby Ciotat Ceyreste",10,"Régionale 3 - Ligue Provence-Alpes-Côte-d'Azur","",""
"Rugby Club des Plages",10,"Régionale 3 - Ligue Provence-Alpes-Côte-d'Azur","",""
"Rugby Club du Golfe",10,"Régionale 3 - Ligue Provence-Alpes-Côte-d'Azur","",""
"Rugby Club du Rocher",10,"Régionale 3 - Ligue Provence-Alpes-Côte-d'Azur","",""
"Rugby Club Hyeres Carqueiranne La Crau 83",10,"Régionale 3 - Ligue Provence-Alpes-Côte-d'Azur","",""
"Rugby Club Marseillais",10,"Régionale 3 - Ligue Provence-Alpes-Côte-d'Azur","",""
"Rugby Club Port de Bouc",10,"Régionale 3 - Ligue Provence-Alpes-Côte-d'Azur","",""
"Rugby Saint Maximinois XV",10,"Régionale 3 - Ligue Provence-Alpes-Côte-d'Azur","",""
"US St Mandrier",10,"Régionale 3 - Ligue Provence-Alpes-Côte-d'Azur","",""
"ASVEL Rugby",NA,NA,"Q2868101",""
"Bugue Athletic Club",NA,NA,"Q3220658",""
"CA Bordeaux Bègles Gironde",NA,NA,"Q1022908",""
"Caen Rugby Club",NA,NA,"Q2932822",""
"Entente Sportive Avignon Saint-Saturnin",NA,NA,"Q3055025",""
"Étoile Sportive Montilienne",NA,NA,"Q3592524",""
"Football Club de Lyon",NA,NA,"Q11054105",""
"International Athletic Club",NA,NA,"Q48746886",""
"Iris Club lillois",NA,NA,"Q1672729",""
"Istres Sports Rugby",NA,NA,"Q109040615",""
"Jeanne d'Arc Le Béarn",NA,NA,"Q109037538",""
"La Voulte Sportif",NA,NA,"Q3072563",""
"Lille Métropole rugby",NA,NA,"Q3240887",""
"Montluçon Rugby",NA,NA,"Q3322823",""
"Olympique",NA,NA,"Q3351667",""
"Olympique Miélanais Rugby",NA,NA,"Q131669341",""
"Racing Club Chalonnais",NA,NA,"Q3416294",""
"Racing Rugby Club de Nice",NA,NA,"Q108681444",""
"Red Star Olympique Rugby",NA,NA,"Q30739182",""
"Rhône Ovalie Club La Voulte Valence",NA,NA,"Q16672727",""
"Rugby Club Cannes Mandelieu",NA,NA,"Q3452848",""
"Rugby Club de Drancy",NA,NA,"Q65719214","Q131826517"
"Rugby Club Hyérois",NA,NA,"Q112225762",""
"Rugby Club Strasbourg",NA,NA,"Q3452854",""
"Rugby Nice Côte d'Azur",NA,NA,"Q3496202",""
"Sport Athlétique Bordelais Rugby",NA,NA,"Q105328944",""
"Sport Athlétique Verdunois",NA,NA,"Q3459227",""
"Sporting Club d'Angoulême",NA,NA,"Q28869487",""
"Sporting club de Vaugirard",NA,NA,"Q106588324",""
"Sporting Club Universitaire de France",NA,NA,"Q3494127",""
"Sporting Nazairien Rugby",NA,NA,"Q3494132",""
"Stade Domontois Rugby Club",NA,NA,"Q3496061",""
"Stade Lavelanétien",NA,NA,"Q3496127",""
"Stade Montluçonnais",NA,NA,"Q86668392",""
"Stade Olympique Villelonguet",NA,NA,"Q60846943",""
"Toulouse Olympique Employés Club",NA,NA,"Q108179170",""
"Union Athlétique Libournaise",NA,NA,"Q3550034",""
"Union Cognac Saint-Jean-d'Angély",NA,NA,"Q32790180",""
"Union Sportive Baigorri",NA,NA,"Q109046241",""
"Union Sportive Fumel Libos",NA,NA,"Q3550488",""
"Union Sportive Garazi",NA,NA,"Q106963648",""
"Union Sportive Métropolitaine",NA,NA,"Q75375259",""
"Union Sportive Métropolitaine des Transports",NA,NA,"Q75375252",""
"Union Sportive Testerine",NA,NA,"Q3550597",""
"Union Sportive Vizilloise",NA,NA,"Q101161486",""
"Valence Sportif",NA,NA,"Q3553542",""
"US Soustons",NA,NA,"Q110955438",""
"Poissy Athlétique Club",NA,NA,"Q100805570",""
