"name","tier","division","wikidataId","homonyms"
"Cairns Northern Beaches Mudcrabs",5,"Queensland Country Rugby Union - Far North","",""
"Cairns Old Crocs Rugby Union",5,"Queensland Country Rugby Union - Far North","",""
"Cairns Wanderers",5,"Queensland Country Rugby Union - Far North","",""
"Innisfail Chargers Junior Rugby Union",5,"Queensland Country Rugby Union - Far North","",""
"JCU Mariners",5,"Queensland Country Rugby Union - Far North","",""
"Port Douglas Rugby Union",5,"Queensland Country Rugby Union - Far North","",""
"Southside Crusaders Sports & Culture",5,"Queensland Country Rugby Union - Far North","",""
"Beaudesert Rugby Football Club",5,"Queensland Country Rugby Union - Gold Coast","",""
"Bond Pirates Rugby Club",5,"Queensland Country Rugby Union - Gold Coast","Q23640868",""
"Casuarina Beach Rugby Club",5,"Queensland Country Rugby Union - Gold Coast","",""
"Colleges Rugby Club",5,"Queensland Country Rugby Union - Gold Coast","",""
"Coolangatta Tweed Barbarians",5,"Queensland Country Rugby Union - Gold Coast","",""
"Coomera Crushers RU",5,"Queensland Country Rugby Union - Gold Coast","",""
"Gold Coast Eagles",5,"Queensland Country Rugby Union - Gold Coast","Q24185132",""
"Griffith Uni Colleges Knights Rugby Union Club",5,"Queensland Country Rugby Union - Gold Coast","",""
"Helensvale Hogs RUC",5,"Queensland Country Rugby Union - Gold Coast","Q24185131",""
"Hinterland Celtics Rugby Club",5,"Queensland Country Rugby Union - Gold Coast","",""
"Nerang Bulls RUC",5,"Queensland Country Rugby Union - Gold Coast","Q24185130",""
"Palm Beach Currumbin Alleygators RUC",5,"Queensland Country Rugby Union - Gold Coast","Q23020848",""
"Surfers Paradise Dolphins",5,"Queensland Country Rugby Union - Gold Coast","Q22681306",""
"Tamborine Mountain Rugby",5,"Queensland Country Rugby Union - Gold Coast","",""
"Bowen Rugby",5,"Queensland Country Rugby Union - Mackay","",""
"Brothers Mackay",5,"Queensland Country Rugby Union - Mackay","",""
"City Rugby Club",5,"Queensland Country Rugby Union - Mackay","",""
"Kuttabul Rugby",5,"Queensland Country Rugby Union - Mackay","",""
"Proserpine/Whitsunday Rugby Union",5,"Queensland Country Rugby Union - Mackay","",""
"Slade Point Rugby",5,"Queensland Country Rugby Union - Mackay","",""
"Cloncurry Rugby",5,"Queensland Country Rugby Union - Mt Isa","",""
"Euros Rugby Union",5,"Queensland Country Rugby Union - Mt Isa","",""
"Keas Rugby",5,"Queensland Country Rugby Union - Mt Isa","",""
"Warrigals Rugby",5,"Queensland Country Rugby Union - Mt Isa","",""
"Caboolture Rugby Union",5,"Queensland Country Rugby Union - Sunshine Coast","",""
"Caloundra Rugby Union",5,"Queensland Country Rugby Union - Sunshine Coast","",""
"Fraser Coast Rugby Union",5,"Queensland Country Rugby Union - Sunshine Coast","",""
"Gympie Rugby Union",5,"Queensland Country Rugby Union - Sunshine Coast","",""
"Maroochydore Rugby Union",5,"Queensland Country Rugby Union - Sunshine Coast","",""
"Nambour Rugby Union",5,"Queensland Country Rugby Union - Sunshine Coast","",""
"Noosa District Rugby Union",5,"Queensland Country Rugby Union - Sunshine Coast","",""
"University of the Sunshine Coast Rugby Union",5,"Queensland Country Rugby Union - Sunshine Coast","",""
"Burdekin Rugby Union",5,"Queensland Country Rugby Union - Townsville","",""
"Charters Towers Rugby Union",5,"Queensland Country Rugby Union - Townsville","",""
"Ingham Rugby Union",5,"Queensland Country Rugby Union - Townsville","",""
"James Cook University",5,"Queensland Country Rugby Union - Townsville","",""
"North Ward Old Boys Rugby",5,"Queensland Country Rugby Union - Townsville","",""
"Ross River Redskins",5,"Queensland Country Rugby Union - Townsville","",""
"Teachers West Rugby Union",5,"Queensland Country Rugby Union - Townsville","",""
"Townsville Brothers Rugby Union",5,"Queensland Country Rugby Union - Townsville","",""
"Barcaldine Rugby Union",5,"Queensland Country Rugby Union - Western","",""
"Collegians Rugby Union",5,"Queensland Country Rugby Union - Western","",""
"Longreach Rugby Union",5,"Queensland Country Rugby Union - Western","",""
"Ag Vet Rugby Union",5,"Queensland Suburban Rugby Union","",""
"Beenleigh and District Rugby Union",5,"Queensland Suburban Rugby Union","",""
"Brisbane Irish Rugby Football Club",5,"Queensland Suburban Rugby Union","Q4968584",""
"Easts Longhorns Rugby Union",5,"Queensland Suburban Rugby Union","",""
"Everton Park Rugby Union",5,"Queensland Suburban Rugby Union","",""
"Goodna Rugby Union",5,"Queensland Suburban Rugby Union","",""
"Ipswich Rangers Rugby Club",5,"Queensland Suburban Rugby Union","Q24185154",""
"Logan City Rugby Union",5,"Queensland Suburban Rugby Union","",""
"Med XV Rugby Union",5,"Queensland Suburban Rugby Union","",""
"Nerang Rugby Union",5,"Queensland Suburban Rugby Union","",""
"Pine Rivers Boars Rugby Union",5,"Queensland Suburban Rugby Union","",""
"Pine Rivers Pumas Rugby Union",5,"Queensland Suburban Rugby Union","",""
"Redcliffe Rugby Union",5,"Queensland Suburban Rugby Union","",""
"Redlands Rugby Union",5,"Queensland Suburban Rugby Union","",""
"Riverside Rugby Union Club",5,"Queensland Suburban Rugby Union","",""
"Southern Bay Rugby Union",5,"Queensland Suburban Rugby Union","",""
"Springfield Rugby Union",5,"Queensland Suburban Rugby Union","",""
"St Leo's College Old Boys Rugby Union",5,"Queensland Suburban Rugby Union","",""
"TC Beirne School of Law Rugby Union",5,"Queensland Suburban Rugby Union","",""
"UQ - Gatton Rugby Union",5,"Queensland Suburban Rugby Union","",""
"Wynnum Rugby Union Club",5,"Queensland Suburban Rugby Union","Q24089802",""
"Brimbank RC",5,"Victorian Premiership","",""
"Eltham",5,"Victorian Premiership","",""
"Geelong RC",5,"Victorian Premiership","",""
"Kiwi Hawthorn",5,"Victorian Premiership","",""
"Northern Panthers",5,"Victorian Premiership","",""
"Wyndham City Rhinos",5,"Victorian Premiership","",""
"Boulder RUFC",5,"WACRU - Eastern Goldfields","",""
"Bushwackers RUFC",5,"WACRU - Eastern Goldfields","",""
"Esperance RUFC",5,"WACRU - Eastern Goldfields","",""
"Kalgoorlie Stormers Rugby Club",5,"WACRU - Eastern Goldfields","",""
"Kambalda RUFC",5,"WACRU - Eastern Goldfields","",""
"Albany RUFC",5,"WACRU - Great Southern","",""
"Denmark Brothers RC",5,"WACRU - Great Southern","",""
"Dryandra-Narrogin RUFC",5,"WACRU - Great Southern","",""
"Katanning RC",5,"WACRU - Great Southern","",""
"Geraldton Internationals RC",5,"WACRU - Northern","",""
"Paraburdoo RC",5,"WACRU - Northern","",""
"Bridgetown RUFC",5,"WACRU - South West","",""
"Bunbury City RUFC",5,"WACRU - South West","",""
"Collie RC",5,"WACRU - South West","",""
"Dunsborough RUFC",5,"WACRU - South West","",""
"Leeuwin-Margaret River RUFC",5,"WACRU - South West","",""
"Batemans Bay RUFC",6,"ACTRU South Coast Zone","",""
"Bega Valley RUFC",6,"ACTRU South Coast Zone","",""
"Bermagui-Cobargo Sharks RC",6,"ACTRU South Coast Zone","",""
"Bombala Rugby Club",6,"ACTRU South Coast Zone","",""
"Braidwood RUFC",6,"ACTRU South Coast Zone","",""
"Broulee Dolphins RUFC",6,"ACTRU South Coast Zone","",""
"Milton Rugby Club",6,"ACTRU South Coast Zone","",""
"Narooma & Districts Whales RC",6,"ACTRU South Coast Zone","",""
"Albury-Wodonga RUFC",6,"ACTRU Southern Inland Zone","",""
"Cootamundra RUFC",6,"ACTRU Southern Inland Zone","",""
"Denilquin Drovers",6,"ACTRU Southern Inland Zone","",""
"Grenfell Rugby Club",6,"ACTRU Southern Inland Zone","",""
"Griffith RUFC",6,"ACTRU Southern Inland Zone","",""
"Hay Cutters",6,"ACTRU Southern Inland Zone","",""
"Leeton Phantoms RUFC",6,"ACTRU Southern Inland Zone","",""
"Rivcoll Red RUFC",6,"ACTRU Southern Inland Zone","",""
"Temora RUFC",6,"ACTRU Southern Inland Zone","",""
"Tumut RUFC",6,"ACTRU Southern Inland Zone","",""
"Wagga Agricultural College RUFC",6,"ACTRU Southern Inland Zone","",""
"Wagga City RUFC",6,"ACTRU Southern Inland Zone","",""
"Wagga Wagga Crows Junior Rugby Union",6,"ACTRU Southern Inland Zone","",""
"Wagga Waratahs RUFC",6,"ACTRU Southern Inland Zone","",""
"West Wyalong Junior Rugby Union",6,"ACTRU Southern Inland Zone","",""
"Young RUFC",6,"ACTRU Southern Inland Zone","",""
"Bishop-Druit College Coffs Harbour Barracudas",6,"NSWCRU Mid North Coast Rugby Union - Northern Division","",""
"Bowraville Goannas",6,"NSWCRU Mid North Coast Rugby Union - Northern Division","",""
"Coffs Harbour Snappers",6,"NSWCRU Mid North Coast Rugby Union - Northern Division","",""
"Grafton Redmen",6,"NSWCRU Mid North Coast Rugby Union - Northern Division","",""
"Hastings Valley Vikings",6,"NSWCRU Mid North Coast Rugby Union - Northern Division","",""
"Kempsey Cannonballs",6,"NSWCRU Mid North Coast Rugby Union - Northern Division","",""
"Port Macquarie Pirates",6,"NSWCRU Mid North Coast Rugby Union - Northern Division","",""
"Southern Cross University Marlins",6,"NSWCRU Mid North Coast Rugby Union - Northern Division","",""
"Forster-Tuncurry Dolphins",6,"NSWCRU Mid North Coast Rugby Union - Southern Division","",""
"Gloucester Cockatoos",6,"NSWCRU Mid North Coast Rugby Union - Southern Division","",""
"Manning River Ratz",6,"NSWCRU Mid North Coast Rugby Union - Southern Division","",""
"Nambucca River Breakers R.U.F.C",6,"NSWCRU Mid North Coast Rugby Union - Southern Division","",""
"Old Bar Clams",6,"NSWCRU Mid North Coast Rugby Union - Southern Division","",""
"Urunga-Bellinger valley Rugby Club",6,"NSWCRU Mid North Coast Rugby Union - Southern Division","",""
"Wallamba Bulls",6,"NSWCRU Mid North Coast Rugby Union - Southern Division","",""
"Wauchope Thunder",6,"NSWCRU Mid North Coast Rugby Union - Southern Division","",""
"Armidale Blues Rugby Club",6,"NSWCRU New England Rugby Union","",""
"Armidale City",6,"NSWCRU New England Rugby Union","",""
"Armidale Old Boys",6,"NSWCRU New England Rugby Union","",""
"Barbarians R.U.F.C.",6,"NSWCRU New England Rugby Union","",""
"City United",6,"NSWCRU New England Rugby Union","",""
"Earle Page College",6,"NSWCRU New England Rugby Union","",""
"Glen Innes Rugby Club",6,"NSWCRU New England Rugby Union","",""
"Guy Fawkes Ebor",6,"NSWCRU New England Rugby Union","",""
"Guyra Ghosts",6,"NSWCRU New England Rugby Union","",""
"Gwydir River Rats",6,"NSWCRU New England Rugby Union","",""
"Hillgrove",6,"NSWCRU New England Rugby Union","",""
"Page-Wright Barbarians",6,"NSWCRU New England Rugby Union","",""
"Robb Rugby Club",6,"NSWCRU New England Rugby Union","",""
"St Albert's College Rugby Club",6,"NSWCRU New England Rugby Union","",""
"Teachers College",6,"NSWCRU New England Rugby Union","",""
"Tenterfield Bumblebees",6,"NSWCRU New England Rugby Union","",""
"United Colleges",6,"NSWCRU New England Rugby Union","",""
"University College",6,"NSWCRU New England Rugby Union","",""
"Uralla Miners",6,"NSWCRU New England Rugby Union","",""
"Walcha R.U.F.C.",6,"NSWCRU New England Rugby Union","",""
"Wright College Redmen",6,"NSWCRU New England Rugby Union","",""
"Balmain RFC",6,"NSWCRU New South Wales Suburban Rugby Union - First Division","Q19871070",""
"Drummoyne DRFC",6,"NSWCRU New South Wales Suburban Rugby Union - First Division","Q5309256",""
"Knox Old Boys RUFC",6,"NSWCRU New South Wales Suburban Rugby Union - First Division","Q6423574",""
"Lindfield Rugby Club",6,"NSWCRU New South Wales Suburban Rugby Union - First Division","Q22271899",""
"Mosman Rugby Club",6,"NSWCRU New South Wales Suburban Rugby Union - First Division","Q3324822",""
"Petersham RUFC",6,"NSWCRU New South Wales Suburban Rugby Union - First Division","Q7178225",""
"St Patrick's Rugby Club",6,"NSWCRU New South Wales Suburban Rugby Union - First Division","Q7595090",""
"Woollahra Colleagues RFC",6,"NSWCRU New South Wales Suburban Rugby Union - First Division","Q16972752",""
"Griffins",6,"NSWCRU Newcastle and Hunter Rugby Union","",""
