"name","tier","division","country","wikidataId","homonyms"
"Clonmel RFC",6,"All-Ireland League - Division 2C","Ireland","Q74110517",""
"Dolphin RFC",6,"All-Ireland League - Division 2C","Ireland","Q3034317",""
"Enniscorthy RFC",6,"All-Ireland League - Division 2C","Ireland","Q5379200",""
"Midleton RFC",6,"All-Ireland League - Division 2C","Ireland","Q3312695",""
"Monkstown FC",6,"All-Ireland League - Division 2C","Ireland","Q6900983",""
"Omagh Academicals RFC",6,"All-Ireland League - Division 2C","Ireland","Q30115937",""
"Tullamore RFC",6,"All-Ireland League - Division 2C","Ireland","Q17086722",""
"Connemara RFC",7,"Connacht Senior Cup","Ireland","Q377914",""
"Galway Grammar School RFC",7,"Connacht Senior Cup","Ireland","",""
"Galway Town RFC",7,"Connacht Senior Cup","Ireland","",""
"County Carlow Football Club",7,"Leinster Senior Cup","Ireland","Q2998910",""
"De La Salle Palmerston FC",7,"Leinster Senior Cup","Ireland","Q3020176",""
"Kingstown FC",7,"Leinster Senior Cup","Ireland","",""
"Bandon RFC",7,"Munster Senior Cup","Ireland","Q96373062",""
"Rockwell College RFC",7,"Munster Senior Cup","Ireland","",""
"Water Park RFC",7,"Munster Senior Cup","Ireland","",""
"Albion RFC",7,"Ulster Senior Cup","Ireland","",""
"Ards RFC",7,"Ulster Senior Cup","Ireland","Q4788284",""
"Carrickfergus RFC",7,"Ulster Senior Cup","Ireland","",""
"Civil Service Rugby Club",7,"Ulster Senior Cup","Ireland","Q5124571",""
"Fortwilliam RFC",7,"Ulster Senior Cup","Ireland","",""
"Holywood RFC",7,"Ulster Senior Cup","Ireland","",""
"Knock RFC",7,"Ulster Senior Cup","Ireland","",""
"Lisburn RFC",7,"Ulster Senior Cup","Ireland","",""
"Rainey RFC",7,"Ulster Senior Cup","Ireland","",""
"Athlone RFC",8,"Connacht Senior League","Ireland","",""
"Ballina RFC",8,"Connacht Senior League","Ireland","Q55604779",""
"Ballinasloe RFC",8,"Connacht Senior League","Ireland","",""
"Loughrea RFC",8,"Connacht Senior League","Ireland","",""
"University of Galway RFC",8,"Connacht Senior League","Ireland","Q7894623",""
"Bective Rangers",8,"Leinster Senior League","Ireland","Q2893513",""
"Sundays Well RFC",8,"Munster Senior League","Ireland","Q7639627",""
"Thomond RFC",8,"Munster Senior League","Ireland","Q3525745",""
"Bangor RFC",8,"Ulster Senior League","Ireland","Q25171856","Q3634172"
"City of Derry RFC",8,"Ulster Senior League","Ireland","Q5123650",""
"Collegians",8,"Ulster Senior League","Ireland","Q5146941",""
"North of Ireland FC",8,"Ulster Senior League","Ireland","Q7057523",""
"Ardee RFC",NA,"Leinster League Division 3","Ireland","Q4787876",""
"Antrim RFC",NA,"Ulster Minor League East 1","Ireland","Q4777344",""
"An Ghaeltacht RFC",NA,"Unknown Connacht Competition","Ireland","",""
"Ballinrobe RFC",NA,"Unknown Connacht Competition","Ireland","",""
"Ballyhaunis RFC",NA,"Unknown Connacht Competition","Ireland","",""
"Carrick-on-Shannon RFC",NA,"Unknown Connacht Competition","Ireland","",""
"Castlebar RFC",NA,"Unknown Connacht Competition","Ireland","",""
"Claremorris Colts Rugby Club",NA,"Unknown Connacht Competition","Ireland","",""
"Corrib RFC",NA,"Unknown Connacht Competition","Ireland","",""
"Creggs RFC",NA,"Unknown Connacht Competition","Ireland","",""
"Dunmore RFC",NA,"Unknown Connacht Competition","Ireland","",""
"Galway Bay Rugby Club",NA,"Unknown Connacht Competition","Ireland","",""
"Gort RFC",NA,"Unknown Connacht Competition","Ireland","",""
"Monivea RFC",NA,"Unknown Connacht Competition","Ireland","",""
"OLBC RFC",NA,"Unknown Connacht Competition","Ireland","",""
"Oughterard RFC",NA,"Unknown Connacht Competition","Ireland","",""
"Portumna RFC",NA,"Unknown Connacht Competition","Ireland","",""
"Tuam RFC",NA,"Unknown Connacht Competition","Ireland","",""
"Westport RFC",NA,"Unknown Connacht Competition","Ireland","Q25212242","Q7989609"
"Arklow RFC",NA,"Unknown Leinster Competition","Ireland","Q4792025",""
"Ashbourne RFC",NA,"Unknown Leinster Competition","Ireland","Q4804630",""
"Athboy RFC",NA,"Unknown Leinster Competition","Ireland","Q4813290",""
"Athy RFC",NA,"Unknown Leinster Competition","Ireland","Q4815705",""
"Balbriggan RFC",NA,"Unknown Leinster Competition","Ireland","Q4850210",""
"BGF Ravens RFC",NA,"Unknown Leinster Competition","Ireland","",""
"Birr RFC",NA,"Unknown Leinster Competition","Ireland","Q4916942",""
"Blessington RFC",NA,"Unknown Leinster Competition","Ireland","",""
"Boyne RFC",NA,"Unknown Leinster Competition","Ireland","Q4952563",""
"Carlingford Knights RFC",NA,"Unknown Leinster Competition","Ireland","",""
"Cill Dara RFC",NA,"Unknown Leinster Competition","Ireland","Q5120000",""
"Clane RFC",NA,"Unknown Leinster Competition","Ireland","Q5125781",""
"Clondalkin RFC",NA,"Unknown Leinster Competition","Ireland","Q5134982",""
"Coolmine RFC",NA,"Unknown Leinster Competition","Ireland","Q5167516",""
"CYM RFC",NA,"Unknown Leinster Competition","Ireland","Q5014939",""
"Dublin City University RFC",NA,"Unknown Leinster Competition","Ireland","Q5310860",""
"Dublin Dogos RFC",NA,"Unknown Leinster Competition","Ireland","",""
"Dundalk RFC",NA,"Unknown Leinster Competition","Ireland","Q5314734",""
"Edenderry RFC",NA,"Unknown Leinster Competition","Ireland","Q5336990",""
"Emerald Warriors RFC",NA,"Unknown Leinster Competition","Ireland","Q3052155",""
"Garda RFC",NA,"Unknown Leinster Competition","Ireland","Q5522139",""
"Gorey RFC",NA,"Unknown Leinster Competition","Ireland","Q5586198",""
"Guinness RFC",NA,"Unknown Leinster Competition","Ireland","",""
"Kilkenny RFC",NA,"Unknown Leinster Competition","Ireland","Q6407045",""
"Longford RFC",NA,"Unknown Leinster Competition","Ireland","Q6673838",""
"Midland Warriors RFC",NA,"Unknown Leinster Competition","Ireland","",""
"Mullingar RFC",NA,"Unknown Leinster Competition","Ireland","Q16957162",""
"New Ross RFC",NA,"Unknown Leinster Competition","Ireland","Q7011348",""
"Newbridge RFC",NA,"Unknown Leinster Competition","Ireland","Q17104115","Q3875619"
"North Kildare RFC",NA,"Unknown Leinster Competition","Ireland","Q7055788",""
"North Meath RFC",NA,"Unknown Leinster Competition","Ireland","Q7056065",""
"Parkmore RFC",NA,"Unknown Leinster Competition","Ireland","Q7138616",""
"Portarlington RFC",NA,"Unknown Leinster Competition","Ireland","Q7231524",""
"Portlaoise RFC",NA,"Unknown Leinster Competition","Ireland","Q7232098",""
"Railway Union RFC",NA,"Unknown Leinster Competition","Ireland","Q7284217",""
"Rathdrum RFC",NA,"Unknown Leinster Competition","Ireland","Q7295623",""
"Ratoath RFC",NA,"Unknown Leinster Competition","Ireland","",""
"RCSI RFC",NA,"Unknown Leinster Competition","Ireland","",""
"Roscrea RFC",NA,"Unknown Leinster Competition","Ireland","Q7367594",""
"Seapoint RC",NA,"Unknown Leinster Competition","Ireland","Q7441588",""
"SETU Carlow",NA,"Unknown Leinster Competition","Ireland","",""
"St. Brigid's RFC",NA,"Unknown Leinster Competition","Ireland","",""
"Stillorgan-Rathfarnham RFC",NA,"Unknown Leinster Competition","Ireland","Q7617262",""
"Suttonians RFC",NA,"Unknown Leinster Competition","Ireland","Q3505813",""
"Swords RFC",NA,"Unknown Leinster Competition","Ireland","Q7659344",""
"Tallaght RFC",NA,"Unknown Leinster Competition","Ireland","",""
"Tullow RFC",NA,"Unknown Leinster Competition","Ireland","Q7852225",""
"West Offaly Lions RFC",NA,"Unknown Leinster Competition","Ireland","",""
"Wexford Wanderers RFC",NA,"Unknown Leinster Competition","Ireland","Q7990260",""
"Wicklow RFC",NA,"Unknown Leinster Competition","Ireland","Q7998432",""
"Ballincollig RFC",NA,"Unknown Munster Competition","Ireland","Q4851719",""
"Clanwilliam FC",NA,"Unknown Munster Competition","Ireland","Q5125835",""
"Clonakilty RFC",NA,"Unknown Munster Competition","Ireland","Q2979557",""
"Crosshaven RFC",NA,"Unknown Munster Competition","Ireland","Q5188624",""
"Ennis RFC",NA,"Unknown Munster Competition","Ireland","Q5379191",""
"Kilfeacle and District RFC",NA,"Unknown Munster Competition","Ireland","Q6406835",""
"Kinsale RFC",NA,"Unknown Munster Competition","Ireland","Q6414242",""
"Waterpark RFC",NA,"Unknown Munster Competition","Ireland","Q7974380",""
"Academy RFC",NA,"Unknown Ulster Competition","Ireland","",""
"Armoy RFC",NA,"Unknown Ulster Competition","Ireland","",""
"Ballymoney RFC",NA,"Unknown Ulster Competition","Ireland","",""
"Ballyshannon RC",NA,"Unknown Ulster Competition","Ireland","",""
"Belfast HS FP RFC",NA,"Unknown Ulster Competition","Ireland","",""
"Cavan RFC",NA,"Unknown Ulster Competition","Ireland","",""
"Civil Service NIR RFC",NA,"Unknown Ulster Competition","Ireland","",""
"CIYMS RFC",NA,"Unknown Ulster Competition","Ireland","",""
"Coleraine RC",NA,"Unknown Ulster Competition","Ireland","",""
"Cooke RFC",NA,"Unknown Ulster Competition","Ireland","Q5167030",""
"Cookstown RC",NA,"Unknown Ulster Competition","Ireland","",""
"Donaghadee RFC",NA,"Unknown Ulster Competition","Ireland","",""
"Donegal RFC",NA,"Unknown Ulster Competition","Ireland","",""
"Dromore RFC",NA,"Unknown Ulster Competition","Ireland","",""
"Enniskillen RFC",NA,"Unknown Ulster Competition","Ireland","",""
"Finn Valley RFC",NA,"Unknown Ulster Competition","Ireland","",""
"Inishowen RFC",NA,"Unknown Ulster Competition","Ireland","",""
"Letterkenny RC",NA,"Unknown Ulster Competition","Ireland","Q17103706",""
"Limavady RFC",NA,"Unknown Ulster Competition","Ireland","",""
"Lurgan RFC",NA,"Unknown Ulster Competition","Ireland","",""
"Monaghan RFC",NA,"Unknown Ulster Competition","Ireland","",""
"Newry Rugby",NA,"Unknown Ulster Competition","Ireland","Q7019141",""
"Ophir RFC",NA,"Unknown Ulster Competition","Ireland","",""
"Perennials Rugby",NA,"Unknown Ulster Competition","Ireland","",""
"Police Service of Northern Ireland RFC",NA,"Unknown Ulster Competition","Ireland","",""
"Portadown RFC",NA,"Unknown Ulster Competition","Ireland","Q7231392",""
"Randalstown RC",NA,"Unknown Ulster Competition","Ireland","",""
"Strabane RFC",NA,"Unknown Ulster Competition","Ireland","",""
"Tir Chonaill RFC",NA,"Unknown Ulster Competition","Ireland","",""
"Ulster Titans",NA,"Unknown Ulster Competition","Ireland","Q7880033",""
"Ulster University Coleraine Rugby",NA,"Unknown Ulster Competition","Ireland","",""
"Ulster University Jordanstown RFC",NA,"Unknown Ulster Competition","Ireland","",""
"Virginia RFC",NA,"Unknown Ulster Competition","Ireland","",""
