"nation","name","url"
"Ireland","Oliver Piper","https://en.wikipedia.org/wiki/Oliver_Piper"
"Ireland","Richard Magrath",NA
"Ireland","John Blackham",NA
"Ireland","Thomas Halpin","https://en.wikipedia.org/wiki/Thomas_Halpin_(rugby_union)"
"Ireland","Frederick McCormac",NA
"Ireland","John Joseph O'Connor",NA
"Ireland","Joseph Quinn","https://en.wikipedia.org/wiki/Joseph_Quinn_(rugby_union)"
"Ireland","Alexander Foster","https://en.wikipedia.org/wiki/Alexander_Foster_(rugby_union)"
"Ireland","Alfred Taylor","https://en.wikipedia.org/wiki/Alfred_Taylor_(rugby_union)"
"Ireland","Dickie Lloyd","https://en.wikipedia.org/wiki/Dickie_Lloyd"
"Ireland","Harry Read","https://en.wikipedia.org/wiki/Harry_Read_(sportsman)"
"Ireland","William Riordan",NA
"Ireland","Herbert Moore",NA
"Ireland","Cyril O'Callaghan","https://en.wikipedia.org/wiki/Cyril_O%27Callaghan"
"Ireland","Robert Lyle","https://en.wikipedia.org/wiki/Robert_Lyle_(rugby_union)"
"Ireland","Arthur McClinton","https://en.wikipedia.org/wiki/Arthur_McClinton"
"Ireland","William Smyth","https://en.wikipedia.org/wiki/William_Smyth_(rugby_union)"
"Ireland","Charles MacIvor","https://en.wikipedia.org/wiki/Charles_MacIvor"
"Ireland","William Beatty","https://en.wikipedia.org/wiki/William_Beatty_(rugby_union)"
"Ireland","William Tyrrell","https://en.wikipedia.org/wiki/William_Tyrrell_(RAF_officer)"
"Ireland","Alexander Rockfort Jackson",NA
"Ireland","Sam Boyd Campbell","https://en.wikipedia.org/wiki/Sam_Boyd_Campbell"
"Ireland","James Smyth","https://en.wikipedia.org/wiki/James_Smyth_(rugby_union)"
"Ireland","Michael Heffernan","https://en.wikipedia.org/wiki/Michael_Heffernan_(politician)"
"Ireland","Richard Graham",NA
"Ireland","Robert Hemphill","https://en.wikipedia.org/wiki/Robert_Hemphill"
"Ireland","George McConnell","https://en.wikipedia.org/wiki/George_McConnell_(rugby_union)"
"Ireland","Billy Edwards","https://en.wikipedia.org/wiki/Billy_Edwards_(rugby_union)"
"Ireland","D'Arcy Patterson","https://en.wikipedia.org/wiki/D%27Arcy_Patterson"
"Ireland","Myles Abraham","https://en.wikipedia.org/wiki/Myles_Abraham"
"Ireland","George Killeen","https://en.wikipedia.org/wiki/George_Killeen"
"Ireland","Robin Wright","https://en.wikipedia.org/wiki/Robin_Wright_(rugby_union)"
"Ireland","G. S. Brown","https://en.wikipedia.org/wiki/G._S._Brown"
"Ireland","Charles Stuart",NA
"Ireland","Snipe Watson","https://en.wikipedia.org/wiki/Snipe_Watson"
"Ireland","George Holmes",NA
"Ireland","John Minch","https://en.wikipedia.org/wiki/John_Minch"
"Ireland","Robert Burgess","https://en.wikipedia.org/wiki/Robert_Burgess_(rugby_union)"
"Ireland","Geoffrey Schute",NA
"Ireland","John Clune","https://en.wikipedia.org/wiki/John_Clune_(rugby_union)"
"Ireland","Gordon Young",NA
"Ireland","James Finlay","https://en.wikipedia.org/wiki/James_Finlay_(rugby_union,_born_1887)"
"Ireland","Ernest Jeffares",NA
"Ireland","Patrick Stokes",NA
"Ireland","J. W. McConnell",NA
"Ireland","Frank Bennett",NA
"Ireland","Andrew Todd","https://en.wikipedia.org/wiki/Andrew_Todd_(rugby_union)"
"Ireland","George Harold Wood",NA
"Ireland","Albert Stewart","https://en.wikipedia.org/wiki/Albert_Stewart_(rugby_union)"
"Ireland","Stanhope Polden",NA
"Ireland","Patrick O'Connell",NA
"Ireland","John Dowse","https://en.wikipedia.org/wiki/John_Dowse_(British_Army_officer)"
"Ireland","Jack Parr",NA
"Ireland","Bill Collopy","https://en.wikipedia.org/wiki/Bill_Collopy"
"Ireland","Frank Montgomery","https://en.wikipedia.org/wiki/Frank_Montgomery_(rugby_union)"
"Ireland","Vincent McNamara","https://en.wikipedia.org/wiki/Vincent_McNamara"
"Ireland","James Taylor",NA
"Ireland","Henry Jack","https://en.wikipedia.org/wiki/Henry_Walter_Jack"
"Ireland","Jasper Brett","https://en.wikipedia.org/wiki/Jasper_Brett"
"Ireland","Ernie Crawford","https://en.wikipedia.org/wiki/Ernie_Crawford"
"Ireland","James Dickson","https://en.wikipedia.org/wiki/James_Dickson_(rugby_union)"
"Ireland","Thomas Wallace","https://en.wikipedia.org/wiki/Thomas_Wallace_(rugby_union)"
"Ireland","William John Cullen","https://en.wikipedia.org/wiki/William_John_Cullen"
"Ireland","Arthur Horan","https://en.wikipedia.org/wiki/Arthur_Horan"
"Ireland","Charles Henry Bryant",NA
"Ireland","Thomas Noel Butler",NA
"Ireland","Henry Coulter","https://en.wikipedia.org/wiki/Henry_Coulter"
"Ireland","Robert Crichton","https://en.wikipedia.org/wiki/Robert_Crichton_(rugby_union)"
"Ireland","William David Doherty","https://en.wikipedia.org/wiki/William_David_Doherty"
"Ireland","William Roche","https://en.wikipedia.org/wiki/William_Roche_(rugby_union)"
"Ireland","Patrick Joseph Roddy",NA
"Ireland","Basil McFarland","https://en.wikipedia.org/wiki/Basil_McFarland"
"Ireland","William Duggan",NA
"Ireland","James O'Neill","https://en.wikipedia.org/wiki/James_O%27Neill_(rugby_union)"
"Ireland","Alfred Price","https://en.wikipedia.org/wiki/Alfred_Price_(rugby_union)"
"Ireland","Tony Courtney","https://en.wikipedia.org/wiki/Tony_Courtney"
"Ireland","Bill Cunningham","https://en.wikipedia.org/wiki/Bill_Cunningham_(rugby_union,_born_1900)"
"Ireland","Michael J. Bradley","https://en.wikipedia.org/wiki/Michael_Bradley_(rugby_union,_born_1897)"
"Ireland","Norman Potterton","https://en.wikipedia.org/wiki/Norman_Potterton"
"Ireland","George Stephenson","https://en.wikipedia.org/wiki/George_Stephenson_(rugby_union)"
"Ireland","John Trevor Smyth",NA
"Ireland","Decco Browne",NA
"Ireland","Denis Cussen","https://en.wikipedia.org/wiki/Denis_Cussen"
"Ireland","Henry Sneyd Tomey Cormack",NA
"Ireland","Thomas Mayne","https://en.wikipedia.org/wiki/Thomas_Mayne_(rugby_union)"
"Ireland","Tom McClelland","https://en.wikipedia.org/wiki/Tom_McClelland"
"Ireland","John Joseph Bermingham",NA
"Ireland","Charles Hallaran","https://en.wikipedia.org/wiki/Charles_Hallaran"
"Ireland","Noel Purcell","https://en.wikipedia.org/wiki/Noel_Purcell_(sportsman)"
"Ireland","John Thompson","https://en.wikipedia.org/wiki/John_Thompson_(rugby_union,_born_1898)"
"Ireland","Thomas Wallis","https://en.wikipedia.org/wiki/Thomas_Wallis_(rugby_union)"
"Ireland","Cecil T. Davidson",NA
"Ireland","Donal Sullivan",NA
"Ireland","Jim Wheeler","https://en.wikipedia.org/wiki/Jim_Wheeler_(rugby_union)"
"Ireland","Sam McVicker","https://en.wikipedia.org/wiki/Sam_McVicker"
"Ireland","Reuben Owens","https://en.wikipedia.org/wiki/Reuben_Owens"
"Ireland","Henry Stephenson","https://en.wikipedia.org/wiki/Henry_Stephenson_(rugby_union)"
"Ireland","Joseph Clarke",NA
"Ireland","John Egan",NA
"Ireland","Ivor Popham","https://en.wikipedia.org/wiki/Ivor_Popham"
"Ireland","Joseph Gillespie",NA
"Ireland","Joe Stewart","https://en.wikipedia.org/wiki/Joe_Stewart_(rugby_union)"
"Ireland","Robert McClenahan","https://en.wikipedia.org/wiki/Robert_McClenahan"
"Ireland","Finlay Jackson","https://en.wikipedia.org/wiki/Finlay_Jackson"
"Ireland","William Hall","https://en.wikipedia.org/wiki/William_Hall_(rugby_union)"
"Ireland","James Gardiner","https://en.wikipedia.org/wiki/James_Gardiner_(rugby_union)"
"Ireland","Dick Collopy","https://en.wikipedia.org/wiki/Dick_Collopy"
"Ireland","Dunlop Cunningham","https://en.wikipedia.org/wiki/Dunlop_McCosh_Cunningham"
"Ireland","Jack Mahony","https://en.wikipedia.org/wiki/Jack_Mahony_(rugby_union)"
"Ireland","Robert Gray",NA
"Ireland","Peter Dunn",NA
"Ireland","Jammie Clinch","https://en.wikipedia.org/wiki/Jammie_Clinch"
"Ireland","Arthur Douglas","https://en.wikipedia.org/wiki/Arthur_Douglas_(sportsman)"
"Ireland","Alfred Atkins","https://en.wikipedia.org/wiki/Alfred_Atkins"
"Ireland","John McDowell",NA
"Ireland","Jim McVicker","https://en.wikipedia.org/wiki/Jim_McVicker"
"Ireland","Bob Collis","https://en.wikipedia.org/wiki/Robert_Collis"
"Ireland","I. M. B. Stuart","https://en.wikipedia.org/wiki/I._M._B._Stuart"
"Ireland","Tom Hewitt","https://en.wikipedia.org/wiki/Tom_Hewitt_(rugby_union)"
"Ireland","Frank Hewitt","https://en.wikipedia.org/wiki/Frank_Hewitt_(rugby_union)"
"Ireland","Alex Spain","https://en.wikipedia.org/wiki/Alex_Spain"
"Ireland","Norman Brand","https://en.wikipedia.org/wiki/Norman_Brand"
"Ireland","Mark Sugden","https://en.wikipedia.org/wiki/Mark_Sugden"
"Ireland","William F. Browne","https://en.wikipedia.org/wiki/Horsey_Browne"
"Ireland","George Beamish","https://en.wikipedia.org/wiki/George_Beamish"
"Ireland","Terence Millin","https://en.wikipedia.org/wiki/Terence_Millin"
"Ireland","Eugene Davy","https://en.wikipedia.org/wiki/Eugene_Davy"
"Ireland","Standish Cagney","https://en.wikipedia.org/wiki/Standish_Cagney"
"Ireland","Robert Flood",NA
"Ireland","Rex Hamilton",NA
"Ireland","Joseph Neill","https://en.wikipedia.org/wiki/Joseph_Neill"
"Ireland","Jimmy Farrell","https://en.wikipedia.org/wiki/Jimmy_Farrell"
"Ireland","Allan Buchanan","https://en.wikipedia.org/wiki/Allan_Buchanan_(rugby_union)"
"Ireland","Charles Payne","https://en.wikipedia.org/wiki/Charles_Payne_(rugby_union)"
"Ireland","Jack Gage","https://en.wikipedia.org/wiki/Jack_Gage_(rugby_union)"
"Ireland","Charles Hanrahan","https://en.wikipedia.org/wiki/Charles_Hanrahan"
"Ireland","Maurice Atkinson",NA
"Ireland","Jim Ganly","https://en.wikipedia.org/wiki/Jim_Ganly"
"Ireland","Paul Murray","https://en.wikipedia.org/wiki/Paul_Murray_(rugby_union)"
"Ireland","Norman Ross",NA
"Ireland","Hugh McVicker","https://en.wikipedia.org/wiki/Hugh_McVicker"
"Ireland","Theodore Pike","https://en.wikipedia.org/wiki/Theodore_Pike"
"Ireland","Reginald Odbert","https://en.wikipedia.org/wiki/Reginald_Odbert"
"Ireland","Jack Arigho","https://en.wikipedia.org/wiki/Jack_Arigho"
"Ireland","Thomas Bramwell",NA
"Ireland","Rowland Byers","https://en.wikipedia.org/wiki/Rowland_Byers"
"Ireland","Jerry Mullane","https://en.wikipedia.org/wiki/Jerry_Mullane"
"Ireland","Mike Dunne","https://en.wikipedia.org/wiki/Mike_Dunne_(rugby_union)"
"Ireland","Hugh Browne","https://en.wikipedia.org/wiki/Hugh_Browne_(rugby_union)"
"Ireland","John Synge","https://en.wikipedia.org/wiki/John_Synge_(rugby_union)"
"Ireland","Morgan Crowe","https://en.wikipedia.org/wiki/Morgan_Crowe"
"Ireland","Mark Deering","https://en.wikipedia.org/wiki/Mark_Deering"
"Ireland","Edward de Vere Hunt","https://en.wikipedia.org/wiki/Edward_de_Vere_Hunt"
"Ireland","Claude Carroll","https://en.wikipedia.org/wiki/Claude_Carroll"
"Ireland","Frederick Williamson","https://en.wikipedia.org/wiki/Frederick_Williamson_(rugby_union)"
"Ireland","Henry O'Hara O'Neill","https://en.wikipedia.org/wiki/Henry_O%27Hara_O%27Neill"
"Ireland","Noel F. Murphy","https://en.wikipedia.org/wiki/Noel_Murphy_(rugby_union,_born_1904)"
"Ireland","William John McCormick",NA
"Ireland","Ter Casey","https://en.wikipedia.org/wiki/Ter_Casey"
"Ireland","Major Egan","https://en.wikipedia.org/wiki/Major_Egan"
"Ireland","Ned Lightfoot","https://en.wikipedia.org/wiki/Ned_Lightfoot"
"Ireland","Hal Withers","https://en.wikipedia.org/wiki/Hal_Withers"
"Ireland","Jack Siggins","https://en.wikipedia.org/wiki/Jack_Siggins"
"Ireland","Jack Russell","https://en.wikipedia.org/wiki/Jack_Russell_(rugby_union)"
"Ireland","Laurence McMahon","https://en.wikipedia.org/wiki/Laurence_McMahon"
"Ireland","Victor Pike","https://en.wikipedia.org/wiki/Victor_Pike"
"Ireland","John Entrican","https://en.wikipedia.org/wiki/John_Entrican"
"Ireland","Dermot Morris","https://en.wikipedia.org/wiki/Dermot_Morris"
"Ireland","Shaun Waide","https://en.wikipedia.org/wiki/Shaun_Waide"
"Ireland","Danaher Sheehan","https://en.wikipedia.org/wiki/Danaher_Sheehan"
"Ireland","Billy Ross","https://en.wikipedia.org/wiki/Billy_Ross"
"Ireland","Ernest Ridgeway","https://en.wikipedia.org/wiki/Ernest_Ridgeway"
"Ireland","Robin Pratt","https://en.wikipedia.org/wiki/Robin_Pratt"
"Ireland","Robert Barnes","https://en.wikipedia.org/wiki/Robert_Barnes_(sportsman)"
"Ireland","Charles Beamish","https://en.wikipedia.org/wiki/Charles_Beamish"
"Ireland","Paddy Coote","https://en.wikipedia.org/wiki/Patrick_Coote"
"Ireland","Joseph O'Connor",NA
"Ireland","James Rearden",NA
"Ireland","Mebs Bardon",NA
"Ireland","Sam Walker","https://en.wikipedia.org/wiki/Sam_Walker_(rugby_union)"
"Ireland","George J. Morgan","https://en.wikipedia.org/wiki/George_J._Morgan"
"Ireland","Bob Graves","https://en.wikipedia.org/wiki/Bob_Graves_(rugby_union)"
"Ireland","David Lane",NA
"Ireland","Ham Lambert","https://en.wikipedia.org/wiki/Ham_Lambert"
"Ireland","John Reid","https://en.wikipedia.org/wiki/John_Reid_(rugby_union)"
"Ireland","Daniel Langan","https://en.wikipedia.org/wiki/Daniel_Langan"
"Ireland","Aidan Bailey","https://en.wikipedia.org/wiki/Aidan_Bailey"
"Ireland","Noel McGrath","https://en.wikipedia.org/wiki/Noel_McGrath_(rugby_union)"
"Ireland","John Megaw","https://en.wikipedia.org/wiki/John_Megaw"
"Ireland","Phil Crowe","https://en.wikipedia.org/wiki/Phil_Crowe_(rugby_union)"
"Ireland","Seamus Deering","https://en.wikipedia.org/wiki/Seamus_Deering"
"Ireland","Mike Sayers","https://en.wikipedia.org/wiki/Mike_Sayers"
"Ireland","Patrick Lawler",NA
"Ireland","Victor Hewitt","https://en.wikipedia.org/wiki/Victor_Hewitt"
"Ireland","Jack Doyle","https://en.wikipedia.org/wiki/Jack_Doyle_(rugby_union)"
"Ireland","Vesey Boyle","https://en.wikipedia.org/wiki/Vesey_Boyle"
"Ireland","Leslie Malcolmson","https://en.wikipedia.org/wiki/Leslie_Malcolmson"
"Ireland","Thomas Dunn","https://en.wikipedia.org/wiki/Thomas_Dunn_(rugby_union)"
"Ireland","Clive Wallis","https://en.wikipedia.org/wiki/Clive_Wallis"
"Ireland","Freddie Moran","https://en.wikipedia.org/wiki/Freddie_Moran"
"Ireland","Robert Alexander","https://en.wikipedia.org/wiki/Robert_Alexander_(Irish_sportsman)"
"Ireland","George Cromey","https://en.wikipedia.org/wiki/George_Cromey"
"Ireland","Thomas Corken",NA
"Ireland","Ted Ryan","https://en.wikipedia.org/wiki/Ted_Ryan_(rugby_union)"
"Ireland","Charles Reidy","https://en.wikipedia.org/wiki/Charles_Reidy"
"Ireland","Paddy Mayne","https://en.wikipedia.org/wiki/Paddy_Mayne"
"Ireland","Maurice Daly","https://en.wikipedia.org/wiki/Maurice_Daly_(rugby_union)"
"Ireland","Victor Lyttle","https://en.wikipedia.org/wiki/Victor_Lyttle"
"Ireland","David O'Loughlin","https://en.wikipedia.org/wiki/David_O%27Loughlin_(rugby_union)"
"Ireland","Sinclair Irwin","https://en.wikipedia.org/wiki/Sinclair_Irwin"
"Ireland","Ronnie Craig","https://en.wikipedia.org/wiki/Ronnie_Craig"
"Ireland","Hector Kennedy","https://en.wikipedia.org/wiki/Hector_Kennedy"
"Ireland","Donough Tierney",NA
"Ireland","Harry McKibbin","https://en.wikipedia.org/wiki/Harry_McKibbin"
"Ireland","Des Torrens","https://en.wikipedia.org/wiki/Des_Torrens"
"Ireland","Con Murphy","https://en.wikipedia.org/wiki/Con_Murphy_(rugby_union,_born_1914)"
"Ireland","Charles Teehan","https://en.wikipedia.org/wiki/Charles_Teehan"
"Ireland","James G. Ryan","https://en.wikipedia.org/wiki/James_Ryan_(rugby_union,_born_1917)"
"Ireland","Tommy Headon","https://en.wikipedia.org/wiki/Tommy_Headon"
"Ireland","Brendan Quinn",NA
"Ireland","Kevin Quinn","https://en.wikipedia.org/wiki/Kevin_Quinn_(sportsman)"
"Ireland","Johnny Harper",NA
"Ireland","Barney Mullan","https://en.wikipedia.org/wiki/Barney_Mullan"
"Ireland","Jack Kyle","https://en.wikipedia.org/wiki/Jack_Kyle"
"Ireland","Ray Carroll","https://en.wikipedia.org/wiki/Ray_Carroll_(rugby_union)"
"Ireland","Matthew Neely","https://en.wikipedia.org/wiki/Matthew_Neely_(rugby_union)"
"Ireland","Karl Mullen","https://en.wikipedia.org/wiki/Karl_Mullen"
"Ireland","John Daly","https://en.wikipedia.org/wiki/John_Daly_(rugby)"
"Ireland","Colm Callan","https://en.wikipedia.org/wiki/Colm_Callan"
"Ireland","Ernie Keeffe","https://en.wikipedia.org/wiki/Ernie_Keeffe"
"Ireland","Bill McKay","https://en.wikipedia.org/wiki/Bill_McKay_(rugby_union)"
"Ireland","Bob Agar","https://en.wikipedia.org/wiki/Bob_Agar"
"Ireland","Don Hingerty","https://en.wikipedia.org/wiki/Don_Hingerty"
"Ireland","Bertie O'Hanlon","https://en.wikipedia.org/wiki/Bertie_O%27Hanlon"
"Ireland","Deryck Monteith","https://en.wikipedia.org/wiki/Deryck_Monteith"
"Ireland","Ernest Strathdee","https://en.wikipedia.org/wiki/Ernest_Strathdee"
"Ireland","Dudley Higgins","https://en.wikipedia.org/wiki/Dudley_Higgins"
"Ireland","Mick Lane","https://en.wikipedia.org/wiki/Mick_Lane_(rugby_union)"
"Ireland","Des McKee","https://en.wikipedia.org/wiki/Des_McKee"
"Ireland","Paddy Reid","https://en.wikipedia.org/wiki/Paddy_Reid"
"Ireland","Kevin O'Flanagan","https://en.wikipedia.org/wiki/Kevin_O%27Flanagan"
"Ireland","Jimmy Corcoran",NA
"Ireland","Albert McConnell","https://en.wikipedia.org/wiki/Albert_McConnell"
"Ireland","Dick Wilkinson",NA
"Ireland","Jimmy Nelson","https://en.wikipedia.org/wiki/Jimmy_Nelson_(rugby_union)"
"Ireland","Desmond McCourt","https://en.wikipedia.org/wiki/Desmond_McCourt"
"Ireland","Jim McCarthy","https://en.wikipedia.org/wiki/Jim_McCarthy_(rugby_union)"
"Ireland","Jack Mattson",NA
"Ireland","Hugh de Lacy","https://en.wikipedia.org/wiki/Hugh_de_Lacy_(rugby_union)"
"Ireland","Des O'Brien","https://en.wikipedia.org/wiki/Des_O%27Brien"
"Ireland","Mick O'Flanagan","https://en.wikipedia.org/wiki/Mick_O%27Flanagan"
"Ireland","George Norton","https://en.wikipedia.org/wiki/George_Norton_(rugby_union)"
"Ireland","Tom Gavin","https://en.wikipedia.org/wiki/Tom_Gavin"
"Ireland","Tom Cullen","https://en.wikipedia.org/wiki/Tom_Cullen_(rugby_union)"
"Ireland","Tom Clifford","https://en.wikipedia.org/wiki/Tom_Clifford_(rugby_union)"
"Ireland","Noel Henderson","https://en.wikipedia.org/wiki/Noel_Henderson"
"Ireland","Leslie Griffin","https://en.wikipedia.org/wiki/Leslie_Griffin"
"Ireland","John Burgess","https://en.wikipedia.org/wiki/John_Burgess_(rugby_union)"
"Ireland","Des McKibbin","https://en.wikipedia.org/wiki/Des_McKibbin"
"Ireland","Arthur Curtis","https://en.wikipedia.org/wiki/Arthur_Curtis_(rugby_union)"
"Ireland","George Phipps","https://en.wikipedia.org/wiki/George_Phipps_(rugby_union)"
"Ireland","Louis Crowe","https://en.wikipedia.org/wiki/Louis_Crowe"
"Ireland","Hex Uprichard","https://en.wikipedia.org/wiki/Hex_Uprichard"
"Ireland","John Blayney","https://en.wikipedia.org/wiki/John_Blayney"
"Ireland","Jack Molony","https://en.wikipedia.org/wiki/Jack_Molony"
"Ireland","Cornelius Griffin","https://en.wikipedia.org/wiki/Cornelius_Griffin_(rugby_union)"
"Ireland","Richard Chambers","https://en.wikipedia.org/wiki/Richard_Chambers_(rugby_union)"
"Ireland","Johnny O'Meara","https://en.wikipedia.org/wiki/Johnny_O%27Meara"
"Ireland","John Smith","https://en.wikipedia.org/wiki/John_Smith_(rugby_union,_born_1926)"
"Ireland","Harry Millar","https://en.wikipedia.org/wiki/Harry_Millar_(rugby_union)"
"Ireland","Paddy Lawlor","https://en.wikipedia.org/wiki/Paddy_Lawlor"
"Ireland","Jim Brady","https://en.wikipedia.org/wiki/Jim_Brady_(rugby_union)"
"Ireland","Aengus McMorrow","https://en.wikipedia.org/wiki/Aengus_McMorrow"
"Ireland","Gerry Murphy","https://en.wikipedia.org/wiki/Gerry_Murphy_(rugby_union,_born_1926)"
"Ireland","Tony Browne","https://en.wikipedia.org/wiki/Tony_Browne_(rugby_union)"
"Ireland","Robin Thompson","https://en.wikipedia.org/wiki/Robin_Thompson"
"Ireland","Jack Notley","https://en.wikipedia.org/wiki/Jack_Notley"
"Ireland","Archie O'Leary","https://en.wikipedia.org/wiki/Archie_O%27Leary"
"Ireland","Michael Dargan","https://en.wikipedia.org/wiki/Michael_Dargan"
"Ireland","Mick Hillary","https://en.wikipedia.org/wiki/Mick_Hillary"
"Ireland","Niall Bailey","https://en.wikipedia.org/wiki/Niall_Bailey"
"Ireland","William O'Neill","https://en.wikipedia.org/wiki/William_O%27Neill_(rugby_union)"
"Ireland","Robin Roe","https://en.wikipedia.org/wiki/Robin_Roe"
"Ireland","Patrick Kavanagh","https://en.wikipedia.org/wiki/Patrick_Kavanagh_(rugby_union)"
"Ireland","Robin Gregg","https://en.wikipedia.org/wiki/Robin_Gregg"
"Ireland","Maurice Mortell","https://en.wikipedia.org/wiki/Maurice_Mortell"
"Ireland","Fuzzy Anderson","https://en.wikipedia.org/wiki/Fuzzy_Anderson"
"Ireland","Ewart Bell","https://en.wikipedia.org/wiki/Ewart_Bell"
"Ireland","Ronnie Kavanagh","https://en.wikipedia.org/wiki/Ronnie_Kavanagh"
"Ireland","Tom Reid","https://en.wikipedia.org/wiki/Tom_Reid_(rugby_union)"
"Ireland","Seamus Byrne","https://en.wikipedia.org/wiki/Seamus_Byrne"
"Ireland","Alexander Cecil Pedlow","https://en.wikipedia.org/wiki/Cecil_Pedlow"
"Ireland","Gerald Reidy","https://en.wikipedia.org/wiki/Gerald_Reidy"
"Ireland","Joe Gaston","https://en.wikipedia.org/wiki/Joe_Gaston_(rugby_union)"
"Ireland","John Hewitt","https://en.wikipedia.org/wiki/John_Hewitt_(rugby_union,_born_1928)"
"Ireland","Gordon Wood","https://en.wikipedia.org/wiki/Gordon_Wood_(rugby_union)"
"Ireland","Jim Murphy-O'Connor","https://en.wikipedia.org/wiki/Jim_Murphy-O%27Connor"
"Ireland","Robin Godfrey","https://en.wikipedia.org/wiki/Robin_Godfrey"
"Ireland","Seamus Kelly","https://en.wikipedia.org/wiki/Seamus_Kelly_(rugby_union,_born_1931)"
"Ireland","Paddy Berkery","https://en.wikipedia.org/wiki/Paddy_Berkery"
"Ireland","Herbie McCracken","https://en.wikipedia.org/wiki/Herbie_McCracken"
"Ireland","Bill Tector","https://en.wikipedia.org/wiki/Bill_Tector"
"Ireland","Tony O'Reilly","https://en.wikipedia.org/wiki/Tony_O%27Reilly"
"Ireland","Paddy O'Donoghue","https://en.wikipedia.org/wiki/Paddy_O%27Donoghue_(rugby_union)"
"Ireland","Bill O'Connell","https://en.wikipedia.org/wiki/Bill_O%27Connell_(rugby_union)"
"Ireland","Marney Cunningham","https://en.wikipedia.org/wiki/Marney_Cunningham"
"Ireland","Dickie Roche","https://en.wikipedia.org/wiki/Dickie_Roche"
"Ireland","Mick Madden","https://en.wikipedia.org/wiki/Mick_Madden_(rugby_union)"
"Ireland","Sean McDermott","https://en.wikipedia.org/wiki/Sean_McDermott_(rugby_union)"
"Ireland","Dave MacSweeney","https://en.wikipedia.org/wiki/Dave_MacSweeney"
"Ireland","George Ross","https://en.wikipedia.org/wiki/George_Ross_(rugby_union)"
"Ireland","James McKelvey","https://en.wikipedia.org/wiki/James_McKelvey"
"Ireland","Sean Quinlan","https://en.wikipedia.org/wiki/Sean_Quinlan_(rugby_union)"
"Ireland","Andy Mulligan","https://en.wikipedia.org/wiki/Andy_Mulligan_(rugby_union)"
"Ireland","Cecil Fagan","https://en.wikipedia.org/wiki/Cecil_Fagan_(rugby_union)"
"Ireland","Adrian Kennedy","https://en.wikipedia.org/wiki/Adrian_Kennedy_(rugby_union)"
"Ireland","Jim Ritchie","https://en.wikipedia.org/wiki/Jim_Ritchie_(rugby_union)"
"Ireland","Noel Feddis","https://en.wikipedia.org/wiki/Noel_Feddis"
"Ireland","Brendan Guerin","https://en.wikipedia.org/wiki/Brendan_Guerin"
"Ireland","Leo Lynch","https://en.wikipedia.org/wiki/Leo_Lynch"
"Ireland","Charlie Lydon","https://en.wikipedia.org/wiki/Charlie_Lydon"
"Ireland","Timothy McGrath","https://en.wikipedia.org/wiki/Timothy_McGrath"
"Ireland","Niall Brophy","https://en.wikipedia.org/wiki/Niall_Brophy"
"Ireland","Hubert O'Connor","https://en.wikipedia.org/wiki/Hubie_O%27Connor"
"Ireland","Tony O'Sullivan","https://en.wikipedia.org/wiki/Tony_O%27Sullivan_(rugby_union)"
"Ireland","Jim Brennan","https://en.wikipedia.org/wiki/Jim_Brennan_(rugby_union)"
"Ireland","David Hewitt","https://en.wikipedia.org/wiki/David_Hewitt_(rugby_union,_born_1939)"
"Ireland","Ronnie Dawson","https://en.wikipedia.org/wiki/Ronnie_Dawson_(rugby_union)"
"Ireland","James B. Stevenson","https://en.wikipedia.org/wiki/James_Stevenson_(rugby_union)"
"Ireland","Bill Mulcahy","https://en.wikipedia.org/wiki/Bill_Mulcahy"
"Ireland","Jim Donaldson","https://en.wikipedia.org/wiki/Jim_Donaldson_(rugby_union)"
"Ireland","Noel A. A. Murphy","https://en.wikipedia.org/wiki/Noel_Murphy_(rugby_union,_born_1937)"
"Ireland","Mick English","https://en.wikipedia.org/wiki/Mick_English_(rugby_union)"
"Ireland","Dion Glass","https://en.wikipedia.org/wiki/Dion_Glass"
"Ireland","Syd Millar","https://en.wikipedia.org/wiki/Syd_Millar"
"Ireland","Eric Brown","https://en.wikipedia.org/wiki/Eric_Brown_(rugby_union)"
"Ireland","Johnny Dooley","https://en.wikipedia.org/wiki/Johnny_Dooley_(rugby_union)"
"Ireland","Gerry Culliton","https://en.wikipedia.org/wiki/Gerry_Culliton"
"Ireland","Kevin Flynn","https://en.wikipedia.org/wiki/Kevin_Flynn_(rugby_union)"
"Ireland","Tom Kiernan","https://en.wikipedia.org/wiki/Tom_Kiernan"
"Ireland","Wally Bornemann","https://en.wikipedia.org/wiki/Wally_Bornemann"
"Ireland","Barton McCallan","https://en.wikipedia.org/wiki/Barton_McCallan"
"Ireland","Jerry Walsh","https://en.wikipedia.org/wiki/Jerry_Walsh"
"Ireland","Locky Butler","https://en.wikipedia.org/wiki/Locky_Butler"
"Ireland","Paddy Costello","https://en.wikipedia.org/wiki/Paddy_Costello"
"Ireland","Ken Armstrong","https://en.wikipedia.org/wiki/Ken_Armstrong_(rugby_union)"
"Ireland","Ron McCarten","https://en.wikipedia.org/wiki/Ron_McCarten"
"Ireland","Jonathan Moffett","https://en.wikipedia.org/wiki/Jonathan_Moffett_(rugby_union)"
"Ireland","Ian Dick","https://en.wikipedia.org/wiki/Ian_Dick_(rugby_union)"
"Ireland","Tom Nesdale","https://en.wikipedia.org/wiki/Tom_Nesdale"
