"nation","name","url"
"Canada","Brock Staller","https://en.wikipedia.org/wiki/Brock_Staller"
"Canada","Rob Brouwer","https://en.wikipedia.org/wiki/Rob_Brouwer"
"Canada","Joe Dolesau","https://en.wikipedia.org/wiki/Joe_Dolesau"
"Canada","Michael Hamson",NA
"Canada","Eric Howard","https://en.wikipedia.org/wiki/Eric_Howard"
"Canada","Brett Johnson","https://en.wikipedia.org/wiki/Brett_Johnson_(rugby_union)"
"Canada","Jake Robinson","https://en.wikipedia.org/wiki/Jake_Robinson_(rugby_union)"
"Canada","Ryan Kotlewski","https://en.wikipedia.org/wiki/Ryan_Kotlewski"
"Canada","Matt Heaton","https://en.wikipedia.org/wiki/Matt_Heaton"
"Canada","Matt Tierney","https://en.wikipedia.org/wiki/Matt_Tierney_(rugby_union)"
"Canada","Admir Cejvanovic","https://en.wikipedia.org/wiki/Admir_Cejvanovic"
"Canada","Ben LeSage","https://en.wikipedia.org/wiki/Ben_LeSage"
"Canada","Giuseppe du Toit","https://en.wikipedia.org/wiki/Giuseppe_du_Toit"
"Canada","Conor Keys","https://en.wikipedia.org/wiki/Conor_Keys"
"Canada","Ollie Nott","https://en.wikipedia.org/wiki/Ollie_Nott"
"Canada","George Barton","https://en.wikipedia.org/wiki/George_Barton_(rugby_union,_born_1997)"
"Canada","Matt Beukeboom","https://en.wikipedia.org/wiki/Matt_Beukeboom"
"Canada","Cole Keith","https://en.wikipedia.org/wiki/Cole_Keith"
"Canada","Reegan O'Gorman","https://en.wikipedia.org/wiki/Reegan_O%27Gorman"
"Canada","Robbie Povey","https://en.wikipedia.org/wiki/Robbie_Povey"
"Canada","Lucas Albornoz","https://en.wikipedia.org/wiki/Lucas_Albornoz"
"Canada","Kainoa Lloyd","https://en.wikipedia.org/wiki/Kainoa_Lloyd"
"Canada","Rory McDonell",NA
"Canada","Andrew Coe","https://en.wikipedia.org/wiki/Andrew_Coe"
"Canada","Shane O'Leary","https://en.wikipedia.org/wiki/Shane_O%27Leary"
"Canada","Anthony Luca",NA
"Canada","Ryan Ackerman","https://en.wikipedia.org/wiki/Ryan_Ackerman"
"Canada","Josh Larsen","https://en.wikipedia.org/wiki/Josh_Larsen_(rugby_union)"
"Canada","Luke Campbell","https://en.wikipedia.org/wiki/Luke_Campbell_(rugby_union,_born_1992)"
"Canada","Cole Davis","https://en.wikipedia.org/wiki/Cole_Davis"
"Canada","Dustin Dobravsky","https://en.wikipedia.org/wiki/Dustin_Dobravsky"
"Canada","Doug Fraser","https://en.wikipedia.org/wiki/Doug_Fraser_(rugby_union)"
"Canada","Martial Lagain","https://en.wikipedia.org/wiki/Martial_Lagain"
"Canada","Cam Polson","https://en.wikipedia.org/wiki/Cam_Polson"
"Canada","Josh Thiel","https://en.wikipedia.org/wiki/Josh_Thiel"
"Canada","Noah Barker","https://en.wikipedia.org/wiki/Noah_Barker"
"Canada","Theo Sauder","https://en.wikipedia.org/wiki/Theo_Sauder"
"Canada","Jorden Sandover-Best","https://en.wikipedia.org/wiki/Jorden_Sandover-Best"
"Canada","Mike Sheppard","https://en.wikipedia.org/wiki/Mike_Sheppard_(rugby_union)"
"Canada","Nakai Penny","https://en.wikipedia.org/wiki/Nakai_Penny"
"Canada","Justin Blanchet","https://en.wikipedia.org/wiki/Justin_Blanchet"
"Canada","Will Kelly","https://en.wikipedia.org/wiki/Will_Kelly_(rugby_union)"
"Canada","William Percillier","https://en.wikipedia.org/wiki/William_Percillier"
"Canada","Peter Nelson","https://en.wikipedia.org/wiki/Peter_Nelson_(rugby_union)"
"Canada","Andrew Quattrin","https://en.wikipedia.org/wiki/Andrew_Quattrin"
"Canada","Ross Braude","https://en.wikipedia.org/wiki/Ross_Braude"
"Canada","Cooper Coats","https://en.wikipedia.org/wiki/Cooper_Coats"
"Canada","Quinn Ngawati","https://en.wikipedia.org/wiki/Quinn_Ngawati"
"Canada","Siaki Vikilani","https://en.wikipedia.org/wiki/Siaki_Vikilani"
"Canada","Don Carson","https://en.wikipedia.org/wiki/Don_Carson_(rugby_union)"
"Canada","Tyler Rowland","https://en.wikipedia.org/wiki/Tyler_Rowland"
"Canada","Michael Smith","https://en.wikipedia.org/wiki/Michael_Smith_(rugby_union)"
"Canada","Lockie Kratz","https://en.wikipedia.org/wiki/Lockie_Kratz"
"Canada","Corey Thomas","https://en.wikipedia.org/wiki/Corey_Thomas_(rugby_union)"
"Canada","Liam Murray","https://en.wikipedia.org/wiki/Liam_Murray"
"Canada","Spencer Jones","https://en.wikipedia.org/wiki/Spencer_Jones_(rugby_union)"
"Canada","Brock Webster","https://en.wikipedia.org/wiki/Brock_Webster"
"Canada","Mason Flesch","https://en.wikipedia.org/wiki/Mason_Flesch"
"Canada","Jason Higgins","https://en.wikipedia.org/wiki/Jason_Higgins"
"Canada","Foster DeWitt","https://en.wikipedia.org/wiki/Foster_DeWitt"
"Canada","Isaac Olson","https://en.wikipedia.org/wiki/Isaac_Olson"
"Canada","David Richard","https://en.wikipedia.org/wiki/David_Richard"
"Canada","Callum Botchar","https://en.wikipedia.org/wiki/Callum_Botchar"
"Canada","Dawson Fatoric","https://en.wikipedia.org/wiki/Dawson_Fatoric"
"Canada","Lindsey Stevens","https://en.wikipedia.org/wiki/Lindsey_Stevens"
"Canada","Jack McRogers","https://en.wikipedia.org/wiki/Jack_McRogers"
"Canada","Piers von Dadelszen","https://en.wikipedia.org/wiki/Piers_von_Dadelszen"
"Canada","Matt Klimchuk","https://en.wikipedia.org/wiki/Matt_Klimchuk"
"Canada","Josiah Morra","https://en.wikipedia.org/wiki/Josiah_Morra"
"Canada","Conor Young","https://en.wikipedia.org/wiki/Conor_Young"
"Canada","Kyle Steeves","https://en.wikipedia.org/wiki/Kyle_Steeves"
"Canada","Owain Ruttan","https://en.wikipedia.org/wiki/Owain_Ruttan"
"Canada","Izzak Kelly","https://en.wikipedia.org/wiki/Izzak_Kelly"
"Canada","Mitch Richardson","https://en.wikipedia.org/wiki/Mitch_Richardson"
"Canada","Travis Larsen","https://en.wikipedia.org/wiki/Travis_Larsen"
"Canada","Sion Parry","https://en.wikipedia.org/wiki/Si%C3%B4n_Parry"
"Canada","Gabe Casey","https://en.wikipedia.org/wiki/Gabe_Casey"
"Canada","Nic Benn",NA
"Canada","Takoda McMullan",NA
"Canada","Talon McMullan",NA
"Canada","Jesse Mackail",NA
"Canada","Brock Gallagher",NA
"Canada","James Stockwood",NA
"England","John Bentley","https://en.wikipedia.org/wiki/John_Edmund_Bentley"
"England","Reg Birkett","https://en.wikipedia.org/wiki/Reg_Birkett"
"England","Benjamin Burns","https://en.wikipedia.org/wiki/Benjamin_Burns"
"England","John Clayton","https://en.wikipedia.org/wiki/John_Clayton_(rugby_union)"
"England","Charles Arthur Crompton","https://en.wikipedia.org/wiki/Charles_Arthur_Crompton"
"England","Alfred Davenport","https://en.wikipedia.org/wiki/Alfred_Davenport"
"England","John Dugdale","https://en.wikipedia.org/wiki/John_Marshall_Dugdale"
"England","Arthur Gibson","https://en.wikipedia.org/wiki/Arthur_Gibson_(rugby)"
"England","Joseph Green","https://en.wikipedia.org/wiki/Joseph_Green_(sportsman)"
"England","Arthur Guillemard","https://en.wikipedia.org/wiki/A._G._Guillemard"
"England","Alfred Hamersley","https://en.wikipedia.org/wiki/Alfred_Hamersley"
"England","John Luscombe","https://en.wikipedia.org/wiki/John_Luscombe"
"England","Arthur Lyon","https://en.wikipedia.org/wiki/Arthur_Lyon_(rugby_union)"
"England","William MacLaren","https://en.wikipedia.org/wiki/William_MacLaren"
"England","Richard Osborne","https://en.wikipedia.org/wiki/Richard_Osborne_(rugby_union)"
"England","Charles Sherrard","https://en.wikipedia.org/wiki/Charles_Sherrard"
"England","Frederick Stokes","https://en.wikipedia.org/wiki/Frederick_Stokes_(rugby_union)"
"England","Frank Tobin","https://en.wikipedia.org/wiki/Frank_Tobin"
"England","Dawson Turner","https://en.wikipedia.org/wiki/Dawson_Turner_(rugby_union)"
"England","H.J.C. Turner","https://en.wikipedia.org/wiki/H._J._C._Turner"
"England","Thomas Batson","https://en.wikipedia.org/wiki/Thomas_Batson"
"England","James Body","https://en.wikipedia.org/wiki/James_Body"
"England","James Bush","https://en.wikipedia.org/wiki/James_Bush_(sportsman)"
"England","Frederick Currey","https://en.wikipedia.org/wiki/Frederick_Currey"
"England","Francis d'Aguilar","https://en.wikipedia.org/wiki/Francis_d%27Aguilar"
"England","Stephen Finney","https://en.wikipedia.org/wiki/Stephen_Finney"
"England","Harold Freeman","https://en.wikipedia.org/wiki/Harold_Freeman"
"England","Francis Isherwood","https://en.wikipedia.org/wiki/Francis_Isherwood"
"England","Francis Luscombe","https://en.wikipedia.org/wiki/Francis_Luscombe"
"England","James Mackinlay","https://en.wikipedia.org/wiki/James_Mackinlay"
"England","Frederick Mills","https://en.wikipedia.org/wiki/Frederick_Mills_(rugby_union)"
"England","William Moberly","https://en.wikipedia.org/wiki/William_Moberly"
"England","Nipper Pinching","https://en.wikipedia.org/wiki/William_Wyatt_Pinching"
"England","Percival Wilkinson","https://en.wikipedia.org/wiki/Percival_Wilkinson"
"England","Cecil Boyle","https://en.wikipedia.org/wiki/Cecil_Boyle"
"England","Ernest Cheston","https://en.wikipedia.org/wiki/Ernest_Cheston"
"England","William Fletcher","https://en.wikipedia.org/wiki/William_Fletcher_(rugby_union)"
"England","Henry Lawrence","https://en.wikipedia.org/wiki/Henry_Lawrence_(rugby_union)"
"England","Henry Marsh","https://en.wikipedia.org/wiki/Henry_Marsh_(rugby_union)"
"England","Murray Marshall","https://en.wikipedia.org/wiki/Murray_Marshall"
"England","Sydney Morse","https://en.wikipedia.org/wiki/Sydney_Morse"
"England","Cyril Rickards","https://en.wikipedia.org/wiki/Cyril_Rickards"
"England","Ernest Still","https://en.wikipedia.org/wiki/Ernest_Still"
"England","Charles Vanderspar","https://en.wikipedia.org/wiki/Charles_Vanderspar"
"England","John Batten","https://en.wikipedia.org/wiki/John_Batten_(rugby_union)"
"England","Marshall Brooks","https://en.wikipedia.org/wiki/Marshall_Brooks"
"England","Henry Bryden","https://en.wikipedia.org/wiki/Henry_Anderson_Bryden"
"England","William Collins","https://en.wikipedia.org/wiki/William_Collins_(New_Zealand_surgeon)"
"England","Charles Crosse","https://en.wikipedia.org/wiki/Charles_Crosse"
"England","Foster Cunliffe","https://en.wikipedia.org/wiki/Foster_Cunliffe_(rugby_union)"
"England","James Genth","https://en.wikipedia.org/wiki/James_Genth"
"England","Edward Kewley","https://en.wikipedia.org/wiki/Edward_Kewley"
"England","William Milton","https://en.wikipedia.org/wiki/William_Henry_Milton"
"England","Sidney Parker","https://en.wikipedia.org/wiki/Sidney_Parker_(rugby_union)"
"England","William Stafford","https://en.wikipedia.org/wiki/William_Stafford_(British_Army_officer)"
"England","Roger Walker","https://en.wikipedia.org/wiki/Roger_Walker_(rugby_union)"
"England","Frank Adams","https://en.wikipedia.org/wiki/Frank_Reginald_Adams"
"England","Edward Fraser","https://en.wikipedia.org/wiki/Edward_Fraser_(rugby_union)"
"England","Harry Graham",NA
"England","William H. H. Hutchinson","https://en.wikipedia.org/wiki/William_Hutchinson_(rugby,_born_1849)"
"England","Arthur Michell",NA
"England","Edward Nash","https://en.wikipedia.org/wiki/Edward_Nash_(rugby_union)"
"England","Alec Pearson","https://en.wikipedia.org/wiki/Alexander_William_Pearson"
"England","Edward Perrott","https://en.wikipedia.org/wiki/Edward_Perrott"
"England","Lennard Stokes","https://en.wikipedia.org/wiki/Lennard_Stokes"
"England","Louis Birkett","https://en.wikipedia.org/wiki/Louis_Birkett"
"England","Wyndham Evanson","https://en.wikipedia.org/wiki/Wyndham_Evanson"
"England","Josiah Edward Paul","https://en.wikipedia.org/wiki/Josiah_Edward_Paul"
"England","Jeaffreson Vennor Brewer","https://en.wikipedia.org/wiki/Jeaffreson_Vennor_Brewer"
"England","Charles Bryden","https://en.wikipedia.org/wiki/Charles_Bryden"
"England","Andrew Bulteel","https://en.wikipedia.org/wiki/Andrew_Bulteel"
"England","Charles Clark","https://en.wikipedia.org/wiki/Charles_Clark_(rugby_union)"
"England","John Graham",NA
"England","Walter Greg",NA
"England","Charles Gunner","https://en.wikipedia.org/wiki/Charles_Gunner"
"England","Spencer Login","https://en.wikipedia.org/wiki/Spencer_Login"
"England","Ernest Marriott","https://en.wikipedia.org/wiki/Ernest_Marriott"
"England","Edward Beadon Turner","https://en.wikipedia.org/wiki/Edward_Beadon_Turner"
"England","Courteney Verelst",NA
"England","Arthur Heath","https://en.wikipedia.org/wiki/Arthur_Heath"
"England","William Hunt",NA
"England","William C. Hutchinson","https://en.wikipedia.org/wiki/William_Hutchinson_(rugby,_born_1856)"
"England","Frederic Lee",NA
"England","William Rawlinson","https://en.wikipedia.org/wiki/William_Rawlinson_(cricketer)"
"England","Thomas Tetley","https://en.wikipedia.org/wiki/Thomas_Tetley"
"England","George Robertson Turner",NA
"England","Henry Fowler","https://en.wikipedia.org/wiki/Henry_Fowler_(rugby)"
"England","Gilbert 'Gillie' Harrison","https://en.wikipedia.org/wiki/Gilbert_Harrison_(rugby)"
"England","Monkey Hornby","https://en.wikipedia.org/wiki/A._N._Hornby"
"England","P.L.A. Price","https://en.wikipedia.org/wiki/Petley_Price"
"England","Charles Touzel","https://en.wikipedia.org/wiki/Charles_Touzel"
"England","Harry Garnett","https://en.wikipedia.org/wiki/Harry_Garnett"
"England","Archibald Law","https://en.wikipedia.org/wiki/Archibald_Fitzgerald_Law"
"England","Robert Todd",NA
"England","John Biggs",NA
"England","Frank Fowler",NA
"England","Howard Fowler","https://en.wikipedia.org/wiki/Howard_Fowler"
"England","Temple Gurdon","https://en.wikipedia.org/wiki/Edward_Temple_Gurdon"
"England","Henry Kayll",NA
"England","George Thomson","https://en.wikipedia.org/wiki/George_Thomson_(rugby_union,_born_1856)"
"England","George Vernon","https://en.wikipedia.org/wiki/George_Vernon_(cricketer)"
"England","John Bell",NA
"England","Thomas Blatherwick","https://en.wikipedia.org/wiki/Thomas_Blatherwick"
"England","Jimmy Budd",NA
"England","Ernest Dawson",NA
"England","Henry Enthoven","https://en.wikipedia.org/wiki/Henry_Enthoven"
"England","Herbert Gardner",NA
"England","Allan Jackson",NA
"England","William Penny",NA
"England","George Burton","https://en.wikipedia.org/wiki/George_Burton_(rugby_union)"
"England","Henry 'Harry' Huth","https://en.wikipedia.org/wiki/Henry_Huth_(rugby_union)"
"England","Norman McLeod",NA
"England","Stuart Neame","https://en.wikipedia.org/wiki/Stuart_Neame"
"England","Hugh Rowley","https://en.wikipedia.org/wiki/Hugh_Rowley"
"England","Henry Springmann","https://en.wikipedia.org/wiki/Henry_Springmann"
"England","Henry Taylor","https://en.wikipedia.org/wiki/Henry_Taylor_(rugby_union,_born_1858)"
"England","Harold Bateson","https://en.wikipedia.org/wiki/Harold_Dingwall_Bateson"
"England","William Openshaw","https://en.wikipedia.org/wiki/William_Openshaw"
"England","Henry Twynam","https://en.wikipedia.org/wiki/Henry_Twynam"
"England","Sidney Ellis","https://en.wikipedia.org/wiki/Sidney_Ellis"
"England","Thomas Fry",NA
"England","Charles Gurdon","https://en.wikipedia.org/wiki/Charles_Gurdon"
"England","Robert Hunt",NA
"England","Barron Kilner","https://en.wikipedia.org/wiki/Barron_Kilner"
"England","Ellis Markendale",NA
"England","John Schofield",NA
"England","Ernest 'Ernie' Woodhead","https://en.wikipedia.org/wiki/Ernest_Woodhead"
"England","Charles Coates","https://en.wikipedia.org/wiki/Charles_Coates_(sportsman)"
"England","Richard Finch",NA
"England","Charles Phillips",NA
"England","Charles Sawyer","https://en.wikipedia.org/wiki/Charles_Sawyer_(sportsman)"
"England","Charles Fernandes","https://en.wikipedia.org/wiki/Charles_Fernandes"
"England","Walter Hewitt",NA
"England","John Ravenscroft",NA
"England","Ryder Richardson",NA
"England","James Ward",NA
"England","Harry Vassall","https://en.wikipedia.org/wiki/Harry_Vassall"
"England","Charles Plumpton Wilson","https://en.wikipedia.org/wiki/Charles_Plumpton_Wilson"
"England","Frank Wright",NA
"England","Edmund 'Ted'/'Teddy' Beswick","https://en.wikipedia.org/wiki/Edmund_Beswick"
"England","Wilfred Bolton","https://en.wikipedia.org/wiki/Wilfred_Bolton"
"England","Herbert Fuller","https://en.wikipedia.org/wiki/Herbert_Fuller"
"England","James Hunt",NA
"England","Bernard Middleton",NA
"England","Aubrey Spurling",NA
"England","Philip Newton",NA
"England","John Payne","https://en.wikipedia.org/wiki/John_Payne_(rugby_union,_born_1858)"
"England","William Tatham","https://en.wikipedia.org/wiki/William_Tatham"
"England","Arthur Evanson","https://en.wikipedia.org/wiki/Arthur_Evanson"
"England","Robert Henderson","https://en.wikipedia.org/wiki/Robert_Henderson_(physician)"
"England","Richard Kindersley","https://en.wikipedia.org/wiki/Richard_Kindersley_(rugby_union)"
"England","Alan Rotherham","https://en.wikipedia.org/wiki/Alan_Rotherham"
"England","Graham Standing","https://en.wikipedia.org/wiki/Graham_Standing"
"England","Arthur Taylor",NA
"England","Charles Wade","https://en.wikipedia.org/wiki/Charles_Wade"
"England","Charles Wooldridge",NA
"England","Edward Moore",NA
"England","Richard Pattisson",NA
"England","Henry Tristram","https://en.wikipedia.org/wiki/Henry_Tristram"
"England","Charles Chapman","https://en.wikipedia.org/wiki/Charles_Chapman_(rugby_union)"
"England","Charles Marriott","https://en.wikipedia.org/wiki/Charles_Marriott_(rugby_union)"
"England","Edward Strong",NA
"England","Henry Bell",NA
"England","Herbert Fallas","https://en.wikipedia.org/wiki/Herbert_Fallas"
"England","Charles Sample",NA
"England","Alfred Teggin","https://en.wikipedia.org/wiki/Alfred_Teggin"
"England","Henry Wigglesworth","https://en.wikipedia.org/wiki/Henry_Wigglesworth"
"England","Albert Wood","https://en.wikipedia.org/wiki/Albert_Wood_(rugby_union)"
"England","Edward Court",NA
"England","Joseph Hawcridge","https://en.wikipedia.org/wiki/Joseph_Hawcridge"
"England","Arthur Kemble","https://en.wikipedia.org/wiki/Arthur_Kemble"
"England","Frank Moss","https://en.wikipedia.org/wiki/Frank_Moss_(rugby_union)"
"England","Henry Ryalls",NA
"England","Andrew Stoddart","https://en.wikipedia.org/wiki/Andrew_Stoddart"
"England","Charles Horley","https://en.wikipedia.org/wiki/Charles_Horley"
"England","Fred Bonsor","https://en.wikipedia.org/wiki/Fred_Bonsor"
"England","William Clibbon",NA
"England","Charles Elliot",NA
"England","Froude Hancock","https://en.wikipedia.org/wiki/Froude_Hancock"
"England","Rupert Inglis","https://en.wikipedia.org/wiki/Rupert_Inglis"
"England","George Jeffery",NA
"England","Rawson Robertshaw","https://en.wikipedia.org/wiki/Rawson_Robertshaw"
"England","Edgar Wilkinson","https://en.wikipedia.org/wiki/Edgar_Wilkinson"
"England","Norman Spurling",NA
"England","Ernest Brutton","https://en.wikipedia.org/wiki/Ernest_Brutton"
"England","Hiatt Baker",NA
"England","Charles Cleveland","https://en.wikipedia.org/wiki/Charles_Cleveland_(rugby_union)"
"England","John Dewhurst",NA
"England","John Hickson","https://en.wikipedia.org/wiki/John_Lawrence_Hickson"
"England","John Le Fleming","https://en.wikipedia.org/wiki/John_Le_Fleming"
"England","Richard 'Dicky' Lockwood","https://en.wikipedia.org/wiki/Richard_Lockwood_(rugby)"
"England","Sam Roberts","https://en.wikipedia.org/wiki/Samuel_Roberts_(rugby_union)"
"England","Robert Seddon","https://en.wikipedia.org/wiki/Robert_Seddon"
"England","Arthur Fagan",NA
"England","Frank Pease",NA
"England","Mason Scott","https://en.wikipedia.org/wiki/Mason_Scott"
"England","Charles Anderton","https://en.wikipedia.org/wiki/Charles_Anderton_(rugby_union)"
"England","Harry Bedford","https://en.wikipedia.org/wiki/Harry_Bedford_(rugby)"
"England","John Cave",NA
"England","Frank Evershed","https://en.wikipedia.org/wiki/Frank_Evershed"
"England","Donald Jowett","https://en.wikipedia.org/wiki/Donald_Jowett"
"England","Frederick Lowrie","https://en.wikipedia.org/wiki/Frederick_Lowrie"
"England","Arthur Robinson",NA
"England","Arthur 'Artie' Royle","https://en.wikipedia.org/wiki/Arthur_Royle"
"England","William Martin Scott","https://en.wikipedia.org/wiki/William_Martin_Scott"
"England","John Sutcliffe","https://en.wikipedia.org/wiki/John_Willie_Sutcliffe"
"England","Harry J. Wilkinson","https://en.wikipedia.org/wiki/Harry_Wilkinson_(rugby)"
"England","William Yiend","https://en.wikipedia.org/wiki/William_Yiend"
"England","Richard Budworth","https://en.wikipedia.org/wiki/Richard_Budworth"
"England","Francis Hugh Fox","https://en.wikipedia.org/wiki/Francis_Hugh_Fox"
"England","William Grant Mitchell","https://en.wikipedia.org/wiki/William_Grant_Mitchell"
"England","Piercy Morrison","https://en.wikipedia.org/wiki/Piercy_Morrison"
"England","John Rogers","https://en.wikipedia.org/wiki/John_Rogers_(rugby_union)"
"England","Jim Valentine","https://en.wikipedia.org/wiki/Jim_Valentine"
"England","Sammy Woods","https://en.wikipedia.org/wiki/Sammy_Woods"
"England","James Wright","https://en.wikipedia.org/wiki/James_Wright_(rugby)"
"England","Randolph Aston","https://en.wikipedia.org/wiki/Randolph_Aston"
"England","John 'Jack' Dyson","https://en.wikipedia.org/wiki/John_Dyson_(rugby)"
"England","Edgar Holmes","https://en.wikipedia.org/wiki/Edgar_Holmes"
"England","John Toothill","https://en.wikipedia.org/wiki/John_Toothill"
"England","William Spence",NA
"England","Frederic Alderson","https://en.wikipedia.org/wiki/Frederic_Alderson"
"England","John Berry","https://en.wikipedia.org/wiki/John_Berry_(rugby)"
"England","William Bromet","https://en.wikipedia.org/wiki/William_Bromet"
"England","Percy Christopherson","https://en.wikipedia.org/wiki/Percy_Christopherson"
"England","Tom Kent","https://en.wikipedia.org/wiki/Tom_Kent_(rugby)"
