"rugbyscopeId","wikidataId","fullName","type","inceptionDate","terminationDate","altNames","affiliations","countries","competitions","tier","homeVenueNames","homeVenueCapacities","locations","allRugbyIds","googleKnowlIds","wikipediaEn","wikipediaFr","wikipediaIt","wikipediaEs","wikipediaJa","dbpediaId","comments"
321,"Q1964830","Lithuania national rugby union team","National senior team",NA,NA,"Equipe de Lituanie de rugby a XV; Lithuanaia; Lituanie; Nazionale di rugby XV della Lituania; リトアニアラグビー代表チーム",NA,"Lithuania",NA,1,NA,NA,NA,NA,NA,"Lithuania_national_rugby_union_team","%C3%89quipe_de_Lituanie_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_della_Lituania","Selecci%C3%B3n_de_rugby_de_Lituania",NA,NA,""
322,"Q1988223","Netherlands national rugby union team","National senior team","1930-07-01",NA,"Nazionale di rugby a 15 dell'Olanda; Nazionale di rugby XV dei Paesi Bassi; Nazionale di rugby XV dell'Olanda; Nederland nasionale rugbyspan; Nederland se nasionale rugbyspan; Nederlands rugbyteam; Netherlands; Paesi Bassi; Países Bajos; Pays-Bas; Reprezentacja Holandii w rugby mężczyzn; ru hol; ru ned; ru nld; Seleccion de rugby de los Paises Bajos; オランダ",NA,"Netherlands",NA,1,NA,NA,NA,NA,NA,"Netherlands_national_rugby_union_team","%C3%89quipe_des_Pays-Bas_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_dei_Paesi_Bassi","Selecci%C3%B3n_de_rugby_de_los_Pa%C3%ADses_Bajos","%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E3%82%AA%E3%83%A9%E3%83%B3%E3%83%80%E4%BB%A3%E8%A1%A8",NA,""
323,"Q1994933","São José Rugby Clube","Club","1987-01-01",NA,"São José; São José RC; São José Rugby; São José Rugby Club; Sao Jose Rugby Clube; サン・ジョゼ",NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"S%C3%A3o_Jos%C3%A9_Rugby_Clube","S%C3%A3o_Jos%C3%A9_Rugby_Clube","S%C3%A3o_Jos%C3%A9_Rugby_Clube",NA,NA,"http://dbpedia.org/resource/São_José_Rugby_Clube",""
324,"Q2002695","US Montauban","Club","1903-01-01",NA,"Montauban; Montauban TG XV; Montauban TGXV; MTG XV; RC Montauban; Union sportive montalbanaise; Union Sportive Montalbanaise; Union Sportive Montauban; US Montalbanaise; USM; USモントーバン; モントーバン",NA,"France","Pro D2",2,"Stade Sapiac",NA,"Montauban",NA,NA,"US_Montauban","Union_sportive_montalbanaise","Union_sportive_montalbanaise","Union_Sportive_Montauban","US%E3%83%A2%E3%83%B3%E3%83%88%E3%83%BC%E3%83%90%E3%83%B3","http://dbpedia.org/resource/US_Montauban",""
325,"Q2003634","Poland national rugby union team","National senior team","1958-04-24",NA,"Nazionale di rugby XV della Polonia; nazionale polacca di rugby a 15; Poland; Pologne; Reprezentacja Polski w rugby; Reprezentacja Polski w rugby mężczyzn; ru pol",NA,"Poland",NA,1,NA,NA,NA,NA,NA,"Poland_national_rugby_union_team","%C3%89quipe_de_Pologne_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_della_Polonia","Selecci%C3%B3n_de_rugby_de_Polonia",NA,NA,""
326,"Q2004853","Barbarian Rugby Club","Invitational team","1979-08-01",NA,"Barbarian RC; Barbarians français; Barbarians francesos; Barbarians RC; French Barbarians; Les Babas",NA,"France",NA,1,NA,NA,NA,NA,NA,"French_Barbarians","Barbarians_fran%C3%A7ais","Barbarian_Rugby_Club","Barbarians_franceses",NA,"http://dbpedia.org/resource/Barbarian_Rugby_Club",""
327,"Q2007245","Desterro Rugby Clube","Club",NA,NA,"Desterro; Desterro R.C",NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"Desterro_Rugby_Clube","Desterro_Rugby_Clube","Desterro_Rugby_Clube",NA,NA,"http://dbpedia.org/resource/Desterro_Rugby_Clube",""
328,"Q2011550","Club Atlético Porteño","Club","1895-01-01",NA,"Club Porteño; Club Atletico Porteno; CA Porteno; CA Porteño; Porteño; Teño",NA,"Argentina","URBA Top 12; Unión de Rugby de Buenos Aires",4,NA,NA,NA,NA,NA,"Club_Atl%C3%A9tico_Porte%C3%B1o",NA,"Club_Atl%C3%A9tico_Porte%C3%B1o","Club_Atl%C3%A9tico_Porte%C3%B1o",NA,"http://dbpedia.org/resource/Club_Atlético_Porteño",""
329,"Q2035617","Rugby Viadana","Club","1970-01-01","2010-06-01","Arix Viadana; Aryx Viadana; Casa Montepaschi Viadana; GS Rugby Viadana; I Gialloneri; Rugby Viadana 1970; Rugby Viadana 1970 S.r.l.; Viadana; Viadana Rugby; ヴィアダーナ; ヴィアダナ; ラグビー・ヴィアダーナ","Italian Rugby Federation","Italy","Serie A Élite",2,"Luigi Zaffanella Stadium","6000","Viadana",NA,NA,"Rugby_Viadana","Rugby_Viadana","Rugby_Viadana","Rugby_Viadana",NA,"http://dbpedia.org/resource/Rugby_Viadana","Merged into Gran Ducato Parma with Gran Parma and Rugby Colorno"
330,"Q2046470","Curaçao national rugby union team","National senior team",NA,NA,"Curacaos rugbyteam; Curacaos rugbyteam",NA,"Curaçao",NA,1,NA,NA,NA,NA,NA,"Cura%C3%A7ao_national_rugby_union_team","%C3%89quipe_de_Cura%C3%A7ao_de_rugby_%C3%A0_XV",NA,"Selecci%C3%B3n_de_rugby_de_Curazao",NA,"http://dbpedia.org/resource/Curaçao_national_rugby_union_team",""
331,"Q2060356","Pampas XV","Club","2010-01-01","2015-01-01","Pampas; パンパスXV","Argentine Rugby Union","Argentina","Super Rugby Americas",1,NA,NA,NA,NA,NA,"Pampas_XV","Pampas_(rugby_%C3%A0_XV)","Pampas_XV","Pampas_XV","%E3%83%91%E3%83%B3%E3%83%91%E3%82%B9_(%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC)","http://dbpedia.org/resource/Pampas_XV",""
332,"Q2094512","Worcester Warriors","Club","1871-01-01",NA,"Worcester; Worcester RFC; Worcester Rugby; Worcester Warriors Academy; Worcester Warriors RFC; Worcester Warriors Rugby; Worcester Warriors Rugby Club; Worcester Warriors Rugby Football Club; Worcester Warriors Rugby Team; Вустер Уорриорз; ウスター; ウスター・ウォリアーズ","Rugby Football Union","England","Premiership Rugby",1,"Sixways Stadium","12024",NA,"worcester",NA,"Worcester_Warriors","Worcester_Warriors","Worcester_Rugby","Worcester_Warriors","%E3%82%A6%E3%82%B9%E3%82%BF%E3%83%BC%E3%83%BB%E3%82%A6%E3%82%A9%E3%83%AA%E3%82%A2%E3%83%BC%E3%82%BA","http://dbpedia.org/resource/Worcester_Warriors",""
333,"Q2095197","Leidsch Studenten Rugby Gezelschap","Club",NA,NA,NA,NA,"Netherlands",NA,NA,NA,NA,NA,NA,"122rd7pn",NA,NA,NA,NA,NA,NA,""
334,"Q2105092","ESRC The Elephants","Club",NA,NA,NA,NA,"Netherlands",NA,NA,NA,NA,"Eindhoven",NA,"1hc0gv3bp",NA,NA,NA,NA,NA,NA,""
335,"Q2149726","Rsca-rugby","Club","1931-01-01",NA,"Anderlecht; l'old club; Les mauve et blanc; les Mauves; Paars en wit; Purple and white; R.S.C. Anderlecht Rugby; R.S.C. Anderlecht rugby section; Royal Sporting Club Anderlecht rugby section; RSC Anderlecht; RSCA-Rugby; The sporting","Belgian Rugby Federation","Belgium","Belgian Elite League",NA,NA,NA,NA,NA,NA,"R.S.C._Anderlecht_Rugby","RSCA-Rugby","Royal_Sporting_Club_Anderlecht_Rugby",NA,NA,"http://dbpedia.org/resource/R.S.C._Anderlecht_Rugby",""
336,"Q2191086","Unione Sportiva Milanese","Club","1902-01-01",NA,"US Milanese",NA,"Italy",NA,NA,NA,NA,"Milan",NA,"121xjwvy","US_Milanese","Unione_Sportiva_Milanese","Unione_Sportiva_Milanese","Unione_Sportiva_Milanese",NA,NA,""
337,"Q2200602","Instonians","Club","1919-01-01",NA,"Instonians RFC",NA,"Ireland","All-Ireland League - Division 2A",4,NA,NA,NA,NA,NA,"Instonians","Instonians_Rugby_Football_Club",NA,NA,NA,NA,""
338,"Q2208598","SV Odin Hannover","Club","1905-01-01",NA,"Odin Hannover; SV Odin von 1905 e.V.",NA,"Germany",NA,NA,NA,NA,"Hanover",NA,NA,"SV_Odin_Hannover",NA,NA,NA,NA,"http://dbpedia.org/resource/SV_Odin_Hannover",""
339,"Q2269393","Mogliano Rugby","Club","1956-01-01",NA,"Associazione Sportiva Rugby Mogliano; Mogliano; Mogliano Rugby 1969; Mogliano Rugby 1969 S.S.D.; Mogliano Rugby SSD; Mogliano SSD; Mogliano Veneto; Mogliano Veneto Rugby; Rugby Mogliano; Rugby Silea; San Marco; San Marco RC; San Marco Rugby; San Marco Rugby Club; Silea; Silea Rugby; モリアーノ; モリアーノ・ラグビー; モリアーノ1956","Italian Rugby Federation","Italy","Serie A Élite",2,"Stadio Maurizio Quaggia","786","Mogliano Veneto",NA,NA,"Mogliano_Rugby","Mogliano_Rugby_SSD","Mogliano_Rugby_1969","Mogliano_Rugby",NA,"http://dbpedia.org/resource/Mogliano_Rugby",""
340,"Q2274476","Venezia Mestre Rugby FC","Club","1986-01-01","2011-01-01","Venezia; Venezia Mestre; Venezia Mestre Rugby; Venezia Rugby Football Club; Veneziamestre; Veneziamestre Rugby; Venise; Venise Mestre; Venise Mestre Rugby","Italian Rugby Federation","Italy","Serie B",4,NA,NA,"Venezia",NA,NA,"Venezia_Mestre_Rugby_FC","Venise_Mestre_Rugby","Veneziamestre_Rugby_1986","Veneziamestre_Rugby",NA,"http://dbpedia.org/resource/Venezia_Mestre_Rugby_FC",""
341,"Q2278510","L’Aquila Rugby Club","Club","1936-01-01","2018-01-01","L'aquila; L'Aquila; L'aquila Rugby; L'Aquila Rugby; L'Aquila Rugby 1936; L’Aquila; L’Aquila Rugby 1936 S.S.D. A.R.L.; Neroverdi; Polisportiva L'Aquila Rugby; Società Amatoriale L'Aquila Rugby; ラクイラ","Italian Rugby Federation","Italy","Serie B",4,"Stadio Tommaso Fattori","10000",NA,NA,NA,"L%27Aquila_Rugby","L%27Aquila_Rugby","L%27Aquila_Rugby_Club","L%27Aquila_Rugby","%E3%83%A9%E3%82%AF%E3%82%A4%E3%83%A9%E3%83%BB%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC","http://dbpedia.org/resource/L'Aquila_Rugby",""
342,"Q2289089","București Wolves","Club","2004-01-01",NA,"Bucarest; Bucarest Rugby; Bucarest Wolfes; Bucarest Wolves; Bucharest Wolves; Bucuarest Oaks; Bucuarest Rugby; Bucureşti Oaks; București Oaks; Bucureşti Rugby; Bukareszt Rugby; Lupii; Lupii București; Romanian Wolves; ブカレスト・ウルブズ; ルーマニアン・ウルブズ; 부쿠레슈티 럭비",NA,"Romania",NA,NA,NA,NA,NA,NA,NA,"Romanian_Wolves","Romanian_Wolves","Bucure%C8%99ti_Rugby","Romanian_Wolves","%E3%83%AB%E3%83%BC%E3%83%9E%E3%83%8B%E3%82%A2%E3%83%B3%E3%83%BB%E3%82%A6%E3%83%AB%E3%83%96%E3%82%BA","http://dbpedia.org/resource/Romanian_Wolves",""
343,"Q2289327","CSA Steaua București","Club","1948-01-01",NA,"Clubul Sportiv al Armatei Steaua București; CNOT Steaua; Csa Steaua; CSA Steaua Bucarest; Csa Steaua București; CSA Steaua București Rugby Union; CSAステアウア・ブクレシュティ; CSM Bucuresti; Militarii; RC Steaua Bucarest; Roș-albaștrii; Rugby Club Steaua Bucarest; Rugby Club Steaua Bucureşti; Rugby Club Steaua București; Steaua; Steaua Bucarest; Steaua Bucharest; Steaua Bucuresti; Steaua București; Steaua București Rugby; Steliștii; ステアウア・ブクレシュティ",NA,"Romania",NA,NA,"Stadionul Steaua",NA,NA,NA,NA,"CSA_Steaua_Bucure%C8%99ti_(rugby_union)","Rugby_club_Steaua_Bucarest","Rugby_Club_Steaua_Bucure%C8%99ti",NA,"CSA%E3%82%B9%E3%83%86%E3%82%A2%E3%82%A6%E3%82%A2%E3%83%BB%E3%83%96%E3%82%AF%E3%83%AC%E3%82%B7%E3%83%A5%E3%83%86%E3%82%A3","http://dbpedia.org/resource/CSA_Steaua_București_(rugby_union)",""
345,"Q2332289","Slovenia national rugby union team","National senior team",NA,NA,"Encijani; Gentians; Nazionale di rugby XV della Slovenia; Reprezentacja Słowenii w rugby mężczyzn",NA,"Slovenia",NA,1,NA,NA,NA,NA,NA,"Slovenia_national_rugby_union_team","%C3%89quipe_de_Slov%C3%A9nie_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_della_Slovenia","Selecci%C3%B3n_de_rugby_de_Eslovenia",NA,NA,""
346,"Q2332838","Azerbaijan national rugby union team","National senior team",NA,NA,"Equipe d'Azerbaidjan de rugby a XV; Équipe d'azerbaïdjan de rugby à xv; Nazionale di rugby XV dell'Azerbaigian; Azerbaycan Milli Ragbi Birliği Takımı",NA,"Azerbaijan",NA,1,NA,NA,NA,NA,NA,"Azerbaijan_national_rugby_union_team","%C3%89quipe_d%27Azerba%C3%AFdjan_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_dell%27Azerbaigian",NA,NA,"http://dbpedia.org/resource/Azerbaijan_national_rugby_union_team",""
347,"Q2333263","China national rugby union team","National senior team","1997-11-01",NA,"China; Equipe de Chine de rugby a XV; nazionale cinese di rugby; Nazionale di rugby XV della Cina; Reprezentacja Chin w rugby mężczyzn; ラグビー中国代表; 中国",NA,"China",NA,1,NA,NA,NA,NA,NA,"China_national_rugby_union_team","%C3%89quipe_de_Chine_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_della_Cina","Selecci%C3%B3n_de_rugby_de_China",NA,NA,""
348,"Q2334727","Delftsche Studenten Rugby-Club","Club",NA,NA,NA,NA,"Netherlands",NA,NA,NA,NA,NA,NA,"122z_sfk",NA,NA,NA,NA,NA,NA,""
349,"Q2335211","Israel national rugby union team","National senior team",NA,NA,"Equipe d'Israel de rugby a XV; Israel; Nazionale di rugby XV d'Israele; イスラエル代表ラグビーチーム",NA,"Israel",NA,1,NA,NA,NA,NA,NA,"Israel_national_rugby_union_team","%C3%89quipe_d%27Isra%C3%ABl_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_d%27Israele","Selecci%C3%B3n_de_rugby_de_Israel",NA,NA,""
350,"Q2335804","Latvia national rugby union team","National senior team",NA,NA,"Equipe de Lettonie de rugby a XV; Latvia; Lettonie; Nazionale di rugby XV della Lettonia; Reprezentacja Łotwy w rugby mężczyzn",NA,"Latvia",NA,1,NA,NA,NA,NA,NA,"Latvia_national_rugby_union_team","%C3%89quipe_de_Lettonie_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_della_Lettonia",NA,NA,NA,""
351,"Q2335859","Serbia national rugby union team","National senior team","2006-10-07",NA,"Equipe de Serbie de rugby a XV; Équipe de Serbie et Monténégro de rugby à XV; Équipe de Serbie-et-Monténégro de rugby à XV; Nazionale di rugby XV della Serbia",NA,"Serbia",NA,1,NA,NA,NA,NA,NA,"Serbia_national_rugby_union_team","%C3%89quipe_de_Serbie_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_della_Serbia",NA,NA,NA,""
352,"Q2345914","Peru national rugby union team","National senior team",NA,NA,"Seleccion de rugby de Peru; Seleccion de rugby de Perú; Selección de rugby de Peru; Selección de rugby de Perú; Seleccion de rugby del Peru; Seleccion de rugby del Perú; Selección de rugby del Peru; Equipe du Perou de rugby a XV; Los Tumis; Nazionale di rugby XV del Perù; ru per; Seleção Peruana de Râguebi",NA,"Peru",NA,1,NA,NA,NA,NA,NA,"Peru_national_rugby_union_team","%C3%89quipe_du_P%C3%A9rou_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_del_Per%C3%B9","Selecci%C3%B3n_de_rugby_de_Per%C3%BA",NA,NA,""
353,"Q2352445","Malaysia national rugby union team","National senior team",NA,NA,"Equipe de Malaisie de rugby a XV; Équipe de Malaysie de rugby à XV; Malaisie; マレーシア",NA,"Malaysia",NA,1,NA,NA,NA,NA,NA,"Malaysia_national_rugby_union_team","%C3%89quipe_de_Malaisie_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_della_Malaysia","Selecci%C3%B3n_de_rugby_de_Malasia","%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E3%83%9E%E3%83%AC%E3%83%BC%E3%82%B7%E3%82%A2%E4%BB%A3%E8%A1%A8",NA,""
354,"Q2352670","ASRV Ascrum","Club","1962-11-01",NA,"A.S.R.V. Ascrum; Amsterdam Student Rugby Association Ascrum; Amsterdamse Studenten Rugby Vereniging Ascrum; Ascrum; Asrv Ascrum",NA,"Netherlands",NA,NA,NA,NA,NA,NA,"121jnmhl",NA,NA,NA,NA,NA,NA,""
355,"Q2358997","Madagascar national rugby union team","National senior team","1970-05-24",NA,"Seleccion de rugby de Madagascar; Equipe de Madagascar de rugby a XV; nazionale malgasci di rugby; Malagassisch rugbyteam",NA,"Madagascar",NA,1,"Mahamasina Municipal Stadium","22000",NA,NA,NA,"Madagascar_national_rugby_union_team","%C3%89quipe_de_Madagascar_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_del_Madagascar","Selecci%C3%B3n_de_rugby_de_Madagascar",NA,NA,""
356,"Q2359583","Stuttgarter RC","Club","1934-01-01",NA,"Stuttgarter Rugby Club e.V.",NA,"Germany",NA,NA,NA,NA,"Stuttgart",NA,NA,"Stuttgarter_RC",NA,NA,NA,NA,"http://dbpedia.org/resource/Stuttgarter_RC",""
357,"Q2366481","Jed-Forest RFC","Club","1885-01-01",NA,"Jed-Forest; Jed-Forest Rugby Football Club; Jedburgh RFC",NA,"Scotland","Scottish Premiership Division Two; Scottish Premiership",2,NA,NA,NA,NA,NA,"Jed-Forest_RFC","Jed-Forest_Rugby_Football_Club",NA,NA,NA,"http://dbpedia.org/resource/Jed-Forest_RFC",""
358,"Q2391440","Wanderers F.C.","Club","1870-01-01",NA,"Dublin Wanderers; The Chaps; Wanderers; Wanderers F.c; Wanderers F.C. Dublin; Wanderers F.C. Rugby Union; Wanderers FC; Wanderers Football Club; Wanderers RFC",NA,"Ireland","All-Ireland League - Division 2B",5,NA,NA,NA,NA,NA,"Wanderers_F.C._(rugby_union)","Wanderers_Football_Club_(rugby_%C3%A0_XV)",NA,NA,NA,"http://dbpedia.org/resource/Wanderers_F.C._(rugby_union)",""
359,"Q2400465","Club Atlético del Rosario","Club","1867-03-27",NA,"Atletico del Rosario; Atletico Del Rosario; Atlético del Rosario; Atlético Del Rosario; CA Rosario; CAロサリオ; Club Atletico del Rosario; Club Atlético Del Rosario; Plaza; Rosario; Rosario Athletic; Rosario Athletic Club; クルブ・アトレティコ・デル・ロサリオ","Argentine Rugby Union","Argentina","Top 12 de la URBA",2,NA,NA,"Rosario",NA,NA,"Club_Atl%C3%A9tico_del_Rosario","Atl%C3%A9tico_del_Rosario","Club_Atl%C3%A9tico_del_Rosario","Club_Atl%C3%A9tico_del_Rosario","CA%E3%83%AD%E3%82%B5%E3%83%AA%E3%82%AA","http://dbpedia.org/resource/Club_Atlético_del_Rosario",""
360,"Q2400665","Belgrano Athletic Club","Club","1896-08-17",NA,"Belgrano; Belgrano A.c.; Belgrano A.C.; Belgrano AC; Belgrano Athletic; Belgrano B Buenos Aires; Belgrano Extra Buenos Aires; Marrón; ベルグラーノAC; ベルグラーノアスレチックスクラブ","Argentine Rugby Union","Argentina","Top 12 de la URBA",2,NA,NA,"Belgrano",NA,NA,"Belgrano_Athletic_Club","Belgrano_Athletic_Club","Belgrano_Athletic_Club","Belgrano_Athletic_Club","%E3%83%99%E3%83%AB%E3%82%B0%E3%83%A9%E3%83%BC%E3%83%8EAC","http://dbpedia.org/resource/Belgrano_Athletic_Club",""
361,"Q2414175","Marlborough Rugby Union","Club","1888-01-01",NA,"Malborough; Marborough; Marlborough; Marlborough RU; マールボロ",NA,"New Zealand","Heartland Championship",3,NA,NA,NA,NA,NA,"Marlborough_Rugby_Union","Marlborough_Rugby_Union",NA,"Marlborough_Rugby",NA,NA,""
362,"Q2420720","Avenir sportif de Jemmal","Club","1977-01-01",NA,NA,NA,"Tunisia",NA,NA,NA,NA,"Jemmal",NA,"1hc0qw6d8",NA,"Avenir_sportif_de_Jemmal",NA,NA,NA,NA,""
363,"Q2451090","Leidse Rugbyclub DIOK","Club",NA,NA,"RC DIOK; RCディオク; Rugby Club Diok",NA,"Netherlands",NA,NA,NA,NA,"Leiden",NA,"121912w1",NA,"Leidse_Rugbyclub_DIOK",NA,NA,NA,NA,""
364,"Q2479165","Real Sociedad Gimnástica Española","Club","1887-01-01","1928-01-01","Sociedad Gimnastica Española; Real Sociedad Gimnastica Espanola","Spanish Rugby Federation","Spain",NA,NA,NA,NA,"Madrid",NA,NA,"Real_Sociedad_Gimn%C3%A1stica_Espa%C3%B1ola",NA,"Real_Sociedad_Gimn%C3%A1stica_Espa%C3%B1ola","Real_Sociedad_Gimn%C3%A1stica_Espa%C3%B1ola",NA,NA,""
365,"Q2481690","Blackheath F.C.","Club","1858-01-01",NA,"Blackheath; Blackheath FC; Blackheath Football Club; Blackheath R.C.; Blackheath RC; Blackheath Rugby; Blackheath Rugby Club; Club; ブラックヒースFC",NA,"England","National League 1",3,NA,NA,"Well Hall",NA,NA,"Blackheath_F.C.","Blackheath_Football_Club","Blackheath_Football_Club",NA,"%E3%83%96%E3%83%A9%E3%83%83%E3%82%AF%E3%83%92%E3%83%BC%E3%82%B9FC","http://dbpedia.org/resource/Blackheath_F.C.",""
366,"Q2491789","Rugbyclub Wageningen","Club","1970-01-01",NA,"Rugby Club Wageningen",NA,"Netherlands",NA,NA,NA,NA,NA,NA,"121wcbky","Rugbyclub_Wageningen",NA,NA,NA,NA,"http://dbpedia.org/resource/Rugbyclub_Wageningen",""
367,"Q2528762","RC 't Gooi","Club","1933-01-01",NA,"RC 'T Gooi; Rugby Club 't Gooi",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RC_%27t_Gooi","Rugby_Club_%27t_Gooi",NA,NA,NA,"http://dbpedia.org/resource/RC_'t_Gooi",""
368,"Q2530925","Rugby Parma FC","Club","1931-01-01",NA,"Amatori Rugby Parma; Crociati Parma; Overmach Parme; Overmach Rugby Parme; Overmarch Parme; Parma; Parma Rugby; Parma Rugby S.r.l.; Parme; Rugby Parma; Rugby Parma F.C. 1931; Rugby Parma FC 1931; Rugby Parma Football Club; Парма; クロシアティ; クロティアティ","Italian Rugby Federation","Italy","Serie B; Serie A",3,NA,NA,NA,NA,NA,NA,"Rugby_Parma_Football_Club_1931","Rugby_Parma_F.C._1931","Rugby_Parma",NA,NA,"Merged into Crociati Rugby Football Club with Rugby Noceto Football Club"
369,"Q2549837","Warrington Wolves","Club","1879-01-01",NA,"Warrington; Warrington Wolves Rugby League Football Club; Warrington Zingari",NA,"United Kingdom",NA,NA,"Wilderspool Stadium; Halliwell Jones Stadium",NA,"Warrington",NA,NA,"Warrington_Wolves","Warrington_Wolves_Rugby_League_Football_Club",NA,"Warrington_Wolves","%E3%82%A6%E3%82%A9%E3%83%AA%E3%83%B3%E3%83%88%E3%83%B3%E3%83%BB%E3%82%A6%E3%83%AB%E3%83%96%E3%82%BA",NA,""
370,"Q2567307","Finland national rugby union team","National senior team",NA,NA,"Equipe de Finlande de rugby a XV; Nazionale di rugby XV della Finlandia",NA,"Finland",NA,1,NA,NA,NA,NA,NA,"Finland_national_rugby_union_team","%C3%89quipe_de_Finlande_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_della_Finlandia",NA,NA,NA,""
371,"Q2567970","Croatia national rugby union team","National senior team","1992-01-01",NA,"Croatia; Croatie; Croazia; Equipe de Croatie de rugby a XV; Nazionale di rugby XV della Croazia; ru hrv",NA,"Croatia",NA,1,NA,NA,NA,NA,NA,"Croatia_national_rugby_union_team","%C3%89quipe_de_Croatie_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_della_Croazia","Selecci%C3%B3n_de_rugby_de_Croacia",NA,NA,""
372,"Q2569139","Slovakia national rugby union team","National senior team",NA,NA,"Equipe de Slovaquie de rugby a XV; Nazionale di rugby XV della Slovacchia",NA,"Slovakia",NA,1,NA,NA,NA,NA,NA,"Slovakia_national_rugby_union_team","%C3%89quipe_de_Slovaquie_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_della_Slovacchia",NA,NA,"http://dbpedia.org/resource/Slovakia_national_rugby_union_team",""
