"playerId","playerName","type","teamWdId","teamRsId","teamName","startYear","endYear","matchesPlayed","pointsScored","dataSource"
"Q90321","Erwin Thiesies","Junior","Q2897277",432,"Berliner SV 92 Rugby",NA,NA,NA,NA,"enWP"
"Q90321","Erwin Thiesies","Senior","Q533295",7029,"BSV 92 Berlin",NA,NA,NA,NA,"frWP"
"Q90321","Erwin Thiesies","Senior","Q639560",7338,"Tennis Borussia Berlin",NA,NA,NA,NA,"frWP"
"Q90321","Erwin Thiesies","International","Q695374",116,"Germany national rugby union team",1936,1940,14,3,"WD; frWP; enWP"
"Q94144","Massimo Ravazzolo","Senior","Q388269",40,"Rugby Calvisano",1990,2006,NA,NA,"itWP"
"Q94144","Massimo Ravazzolo","International","Q113135",9,"Italy national rugby union team",1993,1997,23,15,"WD; itWP"
"Q94144","Massimo Ravazzolo","Senior","Q1132148",218,"GranDucato Parma",2006,2007,18,20,"itWP"
"Q94144","Massimo Ravazzolo","Senior","Q10749444",2036,"Rugby Brescia",2007,2009,NA,NA,"itWP"
"Q94144","Massimo Ravazzolo","Senior","Q388269",40,"Rugby Calvisano",2009,2011,NA,NA,"itWP"
"Q127618","Chris Ashton","Senior","Q1201283",239,"Northampton Saints",2007,2012,110,467,"WD; itWP; esWP; enWP"
"Q127618","Chris Ashton","International","Q378628",39,"England national rugby union team",2010,2019,44,100,"WD; itWP; enWP"
"Q127618","Chris Ashton","Senior","Q9641",2,"Saracens F.C.",2012,2017,105,254,"itWP; esWP; enWP"
"Q127618","Chris Ashton","Senior","Q1857064",315,"RC Toulonnais",2017,2018,30,130,"itWP; esWP; enWP"
"Q127618","Chris Ashton","Senior","Q928517",164,"Sale Sharks",2018,2020,32,85,"itWP; enWP"
"Q127618","Chris Ashton","Senior","Q1149835",230,"Harlequin F.C.",2020,2021,7,10,"itWP; enWP"
"Q127618","Chris Ashton","Senior","Q2094512",332,"Worcester Warriors",2021,2021,4,5,"itWP; enWP"
"Q127618","Chris Ashton","Senior","Q1071691",204,"Leicester Tigers",2022,2023,27,65,"itWP; enWP"
"Q128407","Martín Bustos Moyano","Junior","Q5202720",1162,"Córdoba Athletic Club",1999,2009,NA,NA,"frWP; esWP"
"Q128407","Martín Bustos Moyano","International","Q646070",101,"Argentina national rugby union team",2008,2013,4,43,"WD; frWP; enWP"
"Q128407","Martín Bustos Moyano","Senior","Q2060356",331,"Pampas XV",2009,2010,5,31,"enWP; WD; frWP; esWP"
"Q128407","Martín Bustos Moyano","Senior","Q596985",76,"Montpellier Hérault Rugby",2010,2013,71,713,"WD; frWP; esWP; enWP"
"Q128407","Martín Bustos Moyano","Senior","Q630112",88,"Aviron Bayonnais",2013,2019,125,1011,"WD; frWP; esWP; enWP"
"Q131895","Ross Filipo","Senior","Q2414175",361,"Marlborough Rugby Union",2001,2001,7,0,"enWP; WD; frWP"
"Q131895","Ross Filipo","Senior","Q1476647",270,"Wellington Rugby Football Union Team",2002,2008,47,50,"WD; frWP; enWP"
"Q131895","Ross Filipo","Senior","Q959847",188,"Crusaders",2004,2009,45,40,"WD; frWP; enWP"
"Q131895","Ross Filipo","International","Q1490464",271,"Maori All Blacks team",2005,2008,7,0,"frWP; enWP"
"Q131895","Ross Filipo","International","Q55801",6,"New Zealand national rugby union team",2007,2008,5,0,"WD; frWP; enWP"
"Q131895","Ross Filipo","International","Q749756",124,"New Zealand A national rugby union team",2007,2007,3,10,"WD; enWP"
"Q131895","Ross Filipo","Senior","Q630112",88,"Aviron Bayonnais",2009,2011,43,25,"WD; frWP; enWP"
"Q131895","Ross Filipo","Senior","Q1150127",231,"Wasps RFC",2011,2012,17,15,"WD; frWP; enWP"
"Q131895","Ross Filipo","Senior","Q1476647",270,"Wellington Rugby Football Union Team",2012,2014,17,49,"WD; frWP; enWP"
"Q131895","Ross Filipo","Senior","Q586617",72,"Chiefs",2013,2015,7,0,"WD; frWP; enWP"
"Q131895","Ross Filipo","Senior","Q118498",10,"Racing 92",2015,2016,8,0,"frWP; enWP"
"Q131895","Ross Filipo","Senior","Q104856096",2908,"Hawke's Bay Rugby Union Team",2016,2017,6,0,"frWP; enWP"
"Q131895","Ross Filipo","Senior","Q2981203",478,"Coca Cola West Red Sparks",2017,2018,2,0,"frWP; enWP"
"Q147338","Morris Kirksey","Senior",NA,7286,"San Francisco's Olympic Club",NA,NA,NA,NA,"itWP"
"Q147338","Morris Kirksey","International","Q1143805",228,"United States national rugby union team",1920,1920,1,0,"itWP"
"Q163452","Tom James","Senior","Q169941",14,"Cardiff Rugby",2006,2013,114,195,"WD; frWP; enWP"
"Q163452","Tom James","Senior","Q842510",151,"Cardiff RFC",2006,2009,15,70,"WD; enWP"
"Q163452","Tom James","Junior","Q6820679",1509,"Merthyr RFC",2006,2006,NA,NA,"enWP"
"Q163452","Tom James","International","Q822877",143,"Wales national rugby union team",2007,2016,12,10,"WD; frWP; enWP"
"Q163452","Tom James","Senior","Q675305",111,"Exeter Chiefs",2013,2015,39,40,"WD; frWP; enWP"
"Q163452","Tom James","Senior","Q169941",14,"Cardiff Rugby",2015,2019,49,105,"frWP; enWP"
"Q163452","Tom James","Senior","Q538747",64,"Scarlets",2019,2020,2,0,"frWP; enWP"
"Q174294","Ian James Clarke","Senior","Q104901906",2915,"Waikato Rugby Union Team",NA,1964,NA,NA,"enWP"
"Q174294","Ian James Clarke","Senior",NA,7797,"Kereone Rugby and Sports Club",1947,NA,NA,NA,"enWP"
"Q174294","Ian James Clarke","International","Q55801",6,"New Zealand national rugby union team",1953,1964,NA,16,"WD"
"Q174294","Ian James Clarke","International","Q55801",6,"New Zealand national rugby union team",1953,1953,NA,NA,"enWP"
"Q174294","Ian James Clarke","International","Q55801",6,"New Zealand national rugby union team",1955,1955,NA,NA,"enWP"
"Q200837","Anthony Tuitavake","Senior","Q104855944",2904,"North Harbour Rugby Union Team",2001,2009,82,140,"frWP; enWP"
"Q200837","Anthony Tuitavake","Senior","Q1210077",240,"Highlanders",2005,2005,10,0,"WD; frWP; enWP"
"Q200837","Anthony Tuitavake","Senior","Q1156303",232,"Blues",2006,2010,45,80,"WD; frWP; enWP"
"Q200837","Anthony Tuitavake","International","Q55801",6,"New Zealand national rugby union team",2008,2008,7,5,"WD; frWP; enWP"
"Q200837","Anthony Tuitavake","Senior","Q3334335",562,"NEC Green Rockets Tokatsu",2010,2013,37,30,"WD; frWP; enWP"
"Q200837","Anthony Tuitavake","Senior","Q596985",76,"Montpellier Hérault Rugby",2013,2016,72,10,"WD; frWP; enWP"
"Q200837","Anthony Tuitavake","Senior","Q118498",10,"Racing 92",2016,2018,34,5,"frWP; enWP"
"Q209358","André Silva","Senior","Q118498",10,"Racing 92",1992,1997,NA,NA,"WD; frWP"
"Q209358","André Silva","Senior","Q1638171",302,"USA Limoges",1997,1998,NA,NA,"frWP"
"Q209358","André Silva","Senior","Q636019",92,"Oyonnax Rugby",1998,1999,NA,NA,"frWP"
"Q209358","André Silva","Senior","Q3452853",625,"RC Orléans",1999,2000,NA,NA,"frWP"
"Q209358","André Silva","International","Q250778",18,"Portugal national rugby union team",2000,2007,15,0,"frWP"
"Q209358","André Silva","Senior","Q952709",182,"CA Périgueux",2000,2001,NA,NA,"enWP; frWP"
"Q209358","André Silva","Senior","Q1024459",199,"CS Bourgoin-Jallieu",2001,2002,13,0,"WD; frWP"
"Q209358","André Silva","Senior","Q1857064",315,"RC Toulonnais",2002,2005,NA,NA,"frWP"
"Q209358","André Silva","Senior","Q2868101",410,"Association sportive de Villeurbanne et de l'Éveil lyonnais rugby",2005,2006,NA,NA,"frWP"
"Q209358","André Silva","Senior","Q3452852",624,"RC Nîmes",2006,2007,13,0,"frWP; enWP"
"Q209358","André Silva","Senior","Q1782908",310,"Stade Montois",2007,2008,2,0,"WD; frWP; enWP"
"Q209358","André Silva","International","Q250778",18,"Portugal national rugby union team",2007,2007,5,0,"WD; enWP"
"Q209358","André Silva","Senior","Q3452847",621,"RC Hyères Carqueiranne La Crau",2008,2010,15,0,"frWP; enWP"
"Q209365","Richie Gray","Senior","Q374981",37,"Glasgow Warriors",2008,2012,55,20,"WD; jaWP; frWP; itWP; esWP; enWP"
"Q209365","Richie Gray","International","Q7435701",1789,"Scotland national under-20 rugby union team",2008,2009,12,0,"jaWP; frWP; enWP"
"Q209365","Richie Gray","International","Q945016",176,"Scotland national rugby union team",2010,NA,88,15,"WD; jaWP; frWP; itWP; enWP"
"Q209365","Richie Gray","Senior","Q928517",164,"Sale Sharks",2012,2013,16,5,"WD; jaWP; frWP; itWP; esWP; enWP"
"Q209365","Richie Gray","Senior","Q964957",189,"Castres Olympique",2013,2016,65,10,"esWP; WD; jaWP; frWP; itWP; enWP"
"Q209365","Richie Gray","International","Q733600",118,"British & Irish Lions",2013,2013,1,0,"WD; jaWP; frWP; itWP; enWP"
"Q209365","Richie Gray","Senior","Q431412",44,"Stade Toulousain",2016,2020,66,10,"WD; jaWP; frWP; itWP; esWP; enWP"
"Q209365","Richie Gray","Senior","Q374981",37,"Glasgow Warriors",2020,2024,68,5,"jaWP; frWP; itWP; enWP"
"Q209365","Richie Gray","Senior","Q6374828",1398,"Toyota Verblitz",2024,NA,13,0,"jaWP; frWP; enWP"
"Q250144","Irakli Giorgadze","Junior","Q1857064",315,"RC Toulonnais",NA,NA,NA,NA,"frWP"
"Q250144","Irakli Giorgadze","International","Q609885",82,"Georgia national rugby union team",2001,2011,41,16,"WD; frWP"
"Q250144","Irakli Giorgadze","Senior","Q1024459",199,"CS Bourgoin-Jallieu",2004,2007,27,0,"WD; frWP"
"Q250144","Irakli Giorgadze","Senior","Q1319827",249,"US Dax",2007,2009,14,0,"WD; frWP"
"Q250144","Irakli Giorgadze","Senior","Q3496206",675,"Stade Olympique Chambérien Rugby",2009,2010,14,0,"WD; frWP"
"Q261176","Geoff Evans","Senior","Q1138074",223,"Coventry R.F.C.",NA,NA,NA,NA,"WD"
"Q261176","Geoff Evans","Senior","Q807749",136,"Barbarian FC",1972,1974,7,26,"WD; frWP"
"Q261176","Geoff Evans","International","Q378628",39,"England national rugby union team",1972,1974,9,7,"WD; frWP"
"Q261477","Gareth Llewellyn","Senior","Q16996774",2299,"Llanharan RFC",NA,NA,NA,NA,"itWP"
"Q261477","Gareth Llewellyn","Senior","Q1521270",276,"Neath RFC",1988,1996,116,24,"frWP; enWP"
"Q261477","Gareth Llewellyn","International","Q822877",143,"Wales national rugby union team",1989,2004,92,24,"WD; frWP; itWP; enWP"
"Q261477","Gareth Llewellyn","Senior","Q1149835",230,"Harlequin F.C.",1996,2000,100,20,"WD; frWP; enWP"
"Q261477","Gareth Llewellyn","Senior","Q1521270",276,"Neath RFC",2000,2003,66,10,"WD; frWP; enWP"
"Q261477","Gareth Llewellyn","Senior","Q1518257",273,"Ospreys",2003,2004,6,0,"WD; frWP; itWP; enWP"
"Q261477","Gareth Llewellyn","Senior","Q1115439",208,"RC Narbonne",2004,2005,22,0,"WD; frWP; itWP; enWP"
"Q261477","Gareth Llewellyn","Senior","Q841966",150,"Swansea RFC",2004,2004,2,5,"frWP; enWP"
"Q261477","Gareth Llewellyn","Senior","Q917973",162,"Bristol Bears",2005,2008,56,15,"WD; frWP; itWP; enWP"
"Q261477","Gareth Llewellyn","Senior","Q7821561",1889,"Tonmawr RFC",2008,2009,NA,NA,"enWP"
"Q261702","Sunia Koto","International","Q1134669",222,"Fiji national rugby union team",2005,2017,59,15,"WD; jaWP; frWP; enWP"
"Q261702","Sunia Koto","Senior","Q1048688",201,"London Welsh RFC",2007,2009,NA,NA,"WD; frWP; enWP"
"Q261702","Sunia Koto","Senior","Q3071728",506,"Fiji Warriors",2007,2007,NA,NA,"jaWP; frWP; enWP"
"Q261702","Sunia Koto","Senior","Q7650470",1856,"Suva Highlanders",2007,2007,NA,NA,"jaWP; frWP; enWP"
"Q261702","Sunia Koto","International","Q247246",17,"Pacific Islanders rugby union team",2008,2008,2,0,"WD; frWP; enWP"
"Q261702","Sunia Koto","Senior","Q1115439",208,"RC Narbonne",2009,2016,175,30,"WD; frWP; enWP"
"Q261702","Sunia Koto","Senior","Q2868153",412,"Association sportive mâconnaise",2016,2018,33,30,"jaWP; frWP; enWP"
"Q261702","Sunia Koto","Senior","Q2980223",471,"Club Olympique Creusot Bourgogne",2019,2021,NA,NA,"frWP"
"Q261702","Sunia Koto","Senior","Q2868153",412,"Association sportive mâconnaise",2021,NA,8,5,"frWP"
"Q266062","Gareth John Williams","Senior","Q654755",104,"Pontypridd RFC",1999,2000,NA,NA,"WD; frWP"
"Q266062","Gareth John Williams","Senior","Q2925165",440,"Bridgend Ravens",2001,2003,37,15,"WD; frWP; enWP"
"Q266062","Gareth John Williams","Senior","Q169941",14,"Cardiff Rugby",2003,2011,149,40,"WD; frWP; enWP"
"Q266062","Gareth John Williams","International","Q822877",143,"Wales national rugby union team",2003,2010,9,0,"WD; frWP; enWP"
"Q281187","George Chuter","Junior","Q124749935",3175,"Old Whitgiftians Rugby Football Club",NA,NA,NA,NA,"enWP"
"Q281187","George Chuter","Senior","Q9641",2,"Saracens F.C.",1996,2000,92,45,"itWP; WD; frWP; enWP"
"Q281187","George Chuter","Senior","Q1071691",204,"Leicester Tigers",2000,2014,292,85,"WD; frWP; itWP; enWP"
"Q281187","George Chuter","International","Q378628",39,"England national rugby union team",2006,2010,24,5,"WD; frWP; itWP; enWP"
"Q281715","Wessel Roux","Senior","Q885646",156,"Bulls",1996,1998,NA,NA,"frWP"
"Q281715","Wessel Roux","Senior","Q1170726",236,"Falcons",1999,2000,NA,NA,"frWP"
"Q281715","Wessel Roux","Senior","Q885646",156,"Bulls",2001,2007,NA,NA,"frWP; enWP"
"Q281715","Wessel Roux","International","Q498478",52,"South Africa national rugby union team",2002,2002,3,0,"WD; frWP"
"Q281715","Wessel Roux","Senior","Q1857064",315,"RC Toulonnais",2007,2008,12,0,"enWP; WD; frWP"
"Q281715","Wessel Roux","Senior","Q1024459",199,"CS Bourgoin-Jallieu",2008,2009,26,0,"enWP; frWP"
"Q281871","Tom Kiernan","Senior","Q2997389",480,"Cork Constitution",1957,1973,NA,NA,"enWP; esWP"
"Q281871","Tom Kiernan","Senior","Q1140373",225,"Munster Rugby",1958,1973,NA,NA,"frWP; esWP; enWP"
"Q281871","Tom Kiernan","International","Q599903",77,"Ireland national rugby union team",1960,1973,59,158,"WD; frWP; esWP; enWP"
"Q281871","Tom Kiernan","Senior","Q3551336",724,"University College Cork RFC",1960,1963,NA,NA,"enWP"
"Q281871","Tom Kiernan","International","Q733600",118,"British & Irish Lions",1962,1962,5,35,"frWP; enWP"
"Q281871","Tom Kiernan","International","Q733600",118,"British & Irish Lions",1968,1968,NA,NA,"WD"
"Q282754","Josh Taumalolo","International","Q1134659",221,"Tonga national rugby union team",1996,2007,26,118,"WD; frWP; enWP"
"Q282754","Josh Taumalolo","Senior","Q1127985",216,"Ebbw Vale RFC",1996,2000,NA,NA,"frWP; enWP"
"Q282754","Josh Taumalolo","Senior","Q2925165",440,"Bridgend Ravens",2000,2003,31,48,"frWP; enWP"
"Q282754","Josh Taumalolo","Senior","Q1149835",230,"Harlequin F.C.",2003,2004,14,8,"WD; frWP; enWP"
"Q282754","Josh Taumalolo","Senior","Q928517",164,"Sale Sharks",2004,2005,4,0,"WD; frWP; enWP"
"Q282754","Josh Taumalolo","Senior","Q1521270",276,"Neath RFC",2005,2006,6,15,"frWP; enWP"
"Q282754","Josh Taumalolo","Senior","Q917973",162,"Bristol Bears",2006,2008,31,12,"WD; frWP; enWP"
"Q282754","Josh Taumalolo","Senior","Q1387142",255,"Football Club Grenoble Rugby",2008,2009,11,0,"WD; frWP; enWP"
"Q283441","Alexander Widiker","Senior",NA,6714,"Heidelberg",NA,NA,NA,NA,"frWP"
"Q283441","Alexander Widiker","Junior","Q834120",149,"SC Neuenheim",NA,NA,NA,NA,"enWP"
"Q283441","Alexander Widiker","Junior",NA,7639,"TB Rohrbach",NA,NA,NA,NA,"enWP"
"Q283441","Alexander Widiker","International","Q695374",116,"Germany national rugby union team",2000,2016,59,35,"WD; frWP; enWP"
"Q283441","Alexander Widiker","Senior","Q3452853",625,"RC Orléans",2006,2010,65,35,"WD; frWP; enWP"
"Q283441","Alexander Widiker","Senior","Q325466",31,"Heidelberger RK",2010,2017,33,45,"WD; frWP; enWP"
