"","player","playerLabel","firstnameLabels","lastnameLabels","sexLabel","dobFormat","pobLabels","dodFormat","podLabels","citizenshipLabels","sportCountryLabels","positionLabels","careerStart","careerEnd","mass","height","ESPNscrumID","AllRugbyID","GoogleKnowlID","ItsRugbyID","RugbyDatabaseID"
"432","Q7441215","Sean McCahill","Sean","McCahill","male","1968-1-1",NA,NA,NA,"New Zealand",NA,"centre",NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","Q16234044","Martin Moore","Marty, Martin","Moore","male","1991-3-1","Dublin",NA,NA,"Ireland",NA,"prop",NA,NA,NA,NA,"136573","martin-moore",NA,"19798","9973"
"434","Q7143404","Pat Duignan","Pat",NA,"male","1972-5-1",NA,NA,NA,"Canada",NA,"centre",NA,NA,NA,NA,"13032",NA,NA,NA,NA
"435","Q7613961","Steve Smith","Steve","Smith","male","1959-7-18",NA,NA,NA,"United Kingdom",NA,"hooker",NA,NA,NA,NA,"10266",NA,NA,NA,NA
"436","Q5536821","George Beamish","George","Beamish","male","1905-4-29","Dunmanway","1967-11-13","Castlerock","United Kingdom",NA,"number 8",NA,NA,NA,NA,"3227",NA,NA,NA,NA
"437","Q5235886","David Kearney","David","Kearney","male","1989-7-19","Dublin",NA,NA,"Ireland",NA,"winger","2009-01-01",NA,"91","180","96691","dave-kearney",NA,"13695","9938"
"438","Q5512446","G. S. Brown","G.","Brown","male",NA,NA,NA,NA,NA,NA,"prop",NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","Q544142","Eoin Reddan","Eoin","Reddan","male","1980-11-20","Limerick",NA,NA,"Ireland",NA,"centre","2001-01-01","2016-01-01","95","180","15107","eoin-reddan",NA,NA,"9961"
"440","Q7352890","Robin Wright","Robin","Wright","male","1900-1-1",NA,"1955-12-7",NA,NA,NA,"fullback","1912-01-01","1912-01-01",NA,NA,"2278",NA,NA,NA,NA
"441","Q16221683","Nathan White","Nathan","White","male","1981-9-18","Hāwera",NA,NA,"New Zealand","Ireland","prop",NA,"2016-01-01","118","188","110375","nathan-white",NA,"3976","716"
"442","Q16145626","Patrick Parfrey","Patrick","Parfrey","male","1950-8-12","Cork",NA,NA,"Canada, Ireland","Ireland","winger",NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","Q18097233","Niyi Adeolokun",NA,NA,"male","1990-11-3","Ibadan",NA,NA,"Ireland, Nigeria",NA,"winger",NA,NA,NA,NA,"239723","niyi-adeolokun",NA,"32663","9968"
"444","Q2903293","Bill McKay","Bill","McKay","male","1921-7-12","Waterford","1997-10-15","Gisborne","Ireland",NA,"flanker",NA,NA,NA,NA,"4927",NA,"123609cd",NA,NA
"445","Q506434","Luke Fitzgerald","Luke","Fitzgerald","male","1987-9-13","Dublin",NA,NA,"Ireland",NA,"winger","2006-01-01","2016-01-01","91","185","15436","luke-fitzgerald",NA,"5732","9975"
"446","Q5242225","Davy Tweed","Davy","Tweed","male","1959-11-13","Ballymoney","2021-10-28","Dunseverick","United Kingdom","Ireland","lock",NA,"1996-01-01","114","199","11694",NA,NA,NA,"12780"
"447","Q3022741","Denis Hurley","Denis","Hurley","male","1984-7-15","Cork",NA,NA,"Ireland",NA,"centre",NA,NA,NA,NA,"15973","denis-hurley",NA,"5279","13732"
"448","Q7123530","Paddy Lane","Patrick","Lane","male","1934-9-7","County Clare","2012-7-23","Limerick","Ireland",NA,"hooker",NA,NA,NA,NA,"6891",NA,NA,NA,NA
"449","Q6106268","J. L. Davis","J.","Davis","male","1874-3-18","Borris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","Q2899351","Bertie O'Hanlon","Bertie","O'Hanlon","male","1924-10-23","Cork","2016-9-25","Cork","Ireland",NA,"winger",NA,NA,NA,NA,"4941",NA,"121p638_",NA,NA
"451","Q7926241","Victor Pike","Victor","Pike","male","1907-7-1","Thurles","1986-2-25","Salisbury","United Kingdom, United Kingdom of Great Britain and Ireland",NA,"hooker",NA,NA,NA,NA,"3859",NA,NA,NA,NA
"452","Q1406223","Fergus Slattery","Fergus","Slattery","male","1949-2-12","Dún Laoghaire",NA,NA,"Ireland",NA,"flanker","1967-01-01",NA,NA,NA,"7596",NA,NA,NA,NA
"453","Q47390306","Mack Hansen","Mack","Hansen","male","1998-3-27","Canberra",NA,NA,"Australia",NA,"winger, fullback",NA,NA,"89","188","296795","mackenzie-hansen","11gfht672s","41847","5584"
"454","Q4756664","Andrew Conway","Andrew","Conway","male","1991-7-11","Dublin",NA,NA,"Ireland",NA,"winger",NA,NA,"90","180","111706","andrew-conway",NA,"18835","9895"
"455","Q7321837","Rhys Ruddock","Rhys","Ruddock","male","1990-11-13","Dublin",NA,NA,"Ireland, United Kingdom",NA,"flanker",NA,NA,"113","191","106762","rhys-ruddock",NA,"16219","9915"
"456","Q5498745","Frederick Smithwick","Frederick","Smithwick","male","1879-3-18","Kildare","1962-10-4",NA,"Ireland",NA,"centre",NA,NA,NA,NA,"1286",NA,NA,NA,NA
"457","Q3059558","Eugene Davy","Eugene","Davy","male","1904-7-26","Dublin","1996-11-11","Ireland","Ireland",NA,"fly-half",NA,NA,NA,NA,"3237",NA,NA,NA,NA
"458","Q6831726","Michael Joseph Bulger","Michael","Bulger","male","1867-5-15","Kilrush","1938-7-20",NA,"Ireland",NA,NA,NA,NA,NA,NA,"832",NA,NA,NA,NA
"459","Q47545723","George Norton","George","Norton","male","1920-4-1","Dublin","1999-10-7","Dublin",NA,NA,NA,NA,NA,NA,NA,"5152",NA,"11gfm3tfhh",NA,NA
"460","Q5079596","Charles Jordan","Charles","Jordan","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","Q7143863","Pat O'Hara","Pat","O'Hara","male","1961-1-1",NA,NA,NA,"Ireland",NA,"flanker","1980-01-01",NA,NA,NA,NA,NA,NA,NA,NA
"462","Q26923916","Joey Carbery","Joey","Carbery","male","1995-11-1","Auckland",NA,NA,"Ireland, New Zealand","Ireland","fly-half",NA,NA,"88","183","255103","joey-carbery","11c1q989zw","33966","9894"
"463","Q912889","Brian O'Driscoll","Brian","O'Driscoll","male","1979-1-21","Dublin",NA,NA,"Ireland",NA,"centre","1998-01-01","2014-01-01","95","178","13120","brian-o-driscoll",NA,"613","12709"
"464","Q3294245","Mark Sugden","Mark","Sugden","male","1902-2-11","Leek","1990-1-21","Dartmouth","Ireland",NA,"scrum-half",NA,NA,NA,NA,"3197",NA,NA,NA,NA
"465","Q3382698","Pierce O'Brien-Butler","Pierce",NA,"male","1877-1-12","Ireland","1902-1-15","Wynberg","Ireland",NA,"fullback",NA,NA,NA,NA,"1264",NA,NA,NA,NA
"466","Q3434291","Robbie McGrath","Robbie","McGrath","male","1951-7-18","Dublin",NA,NA,"Ireland",NA,"scrum-half",NA,NA,NA,NA,"8529",NA,"121qm8z6",NA,NA
"467","Q7176180","Peter O'Mahony","Peter","O'Mahony","male","1989-9-17","Cork",NA,NA,"Ireland",NA,"flanker","2010-01-01",NA,"108","191","107693","peter-o-mahony",NA,"18733","8509"
"468","Q3530701","Thomas Crean","Thomas","Crean","male","1873-4-19","Dublin","1923-3-25","Mayfair","Ireland",NA,NA,NA,NA,NA,NA,"1103",NA,NA,NA,NA
"469","Q6397141","Kevin O'Flanagan","Kevin","O'Flanagan","male","1919-6-10","Dublin","2006-5-26","Dublin","Ireland","Ireland","winger",NA,NA,NA,NA,"4812",NA,NA,NA,NA
"470","Q2984060","Colm Callan","Colm","Callan","male","1923-1-6","County Louth","2010-5-30",NA,"Ireland",NA,"lock",NA,NA,NA,NA,"4922",NA,NA,NA,NA
"471","Q747292","Gavin Duffy","Gavin","Duffy","male","1981-9-18","Ballina",NA,NA,"Ireland",NA,"fullback",NA,NA,"92","185","14556","gavin-duffy",NA,"976","12730"
"472","Q3351501","Ollie Campbell","Ollie","Campbell","male","1954-3-5","Dublin",NA,NA,"Ireland",NA,"fly-half",NA,NA,NA,NA,"8468",NA,NA,NA,"19118"
"473","Q7411782","Samuel Irwin","Samuel","Irwin","male","1877-7-3",NA,"1961-6-21",NA,"United Kingdom, United Kingdom of Great Britain and Ireland",NA,NA,NA,NA,NA,NA,"1423",NA,NA,NA,NA
