"wikidataId","fullName","itName","height","weight","positions","positionsWP","birthCountry","sportCountry","currentTeamWP"
"Q3351370","Olivier Sarramea","Olivier Sarraméa",193,104,"Utility Back",NA,"France",NA,NA
"Q3351505","Ollie Phillips","Ollie Phillips",180,92,"Winger",NA,"Great Britain","England",NA
"Q3351507","Ollie le Roux","Ollie le Roux",183,122,"Prop",NA,"South Africa",NA,NA
"Q3351519","Olly Barkley","Olly Barkley",178,92,"Fly-Half",NA,"Great Britain","England",NA
"Q3355146","Orazio Arancio","Orazio Arancio",191,104,"3rd Row",NA,"Italy",NA,NA
"Q3358996","Owen Finegan","Owen Finegan",198,120,"2nd Row",NA,"Australia",NA,NA
"Q3359963","Pablo Bouza","Pablo Bouza",193,108,"2nd Row",NA,"Argentina",NA,NA
"Q3359982","Pablo Lemoine","Pablo Lemoine",NA,NA,"Prop",NA,"Uruguay",NA,NA
"Q3360340","Paddy Johns","Paddy Johns",198,106,"2nd Row",NA,"Great Britain","Ireland",NA
"Q3360349","Paddy Wallace","Paddy Wallace",181,83,"Utility Back",NA,"Great Britain","Ireland",NA
"Q3360612","Paino Hehea","Paino Hehea",199,118,"2nd Row",NA,"Tonga",NA,NA
"Q3362658","Paolo Rosi","Paolo Rosi",NA,NA,"Utility Back",NA,"Italy",NA,NA
"Q3367547","Pascal Ondarts","Pascal Ondarts",178,102,"Prop",NA,"France",NA,NA
"Q3368550","Pat Lam","Pat Lam",NA,NA,"Number 8",NA,"New Zealand","Samoa",NA
"Q3369432","Patrick Estève","Patrick Estève",183,77,"Winger",NA,"France",NA,NA
"Q3369881","Patrick Tabacco","Patrick Tabacco",198,97,"3rd Row",NA,"France",NA,NA
"Q3370427","Paul Ackford","Paul Ackford",198,112,"2nd Row",NA,"Germany","England",NA
"Q3370769","Paul Burke","Paul Burke",173,87,"Fly-Half",NA,"Great Britain","England; Ireland",NA
"Q3371048","Paul Derbyshire","Paul Derbyshire",192,105,"Flanker",NA,"Italy",NA,"/wiki/Mogliano_Rugby_1969"
"Q3371165","Paul Emerick","Paul Emerick",183,95,"Centre",NA,"U.S.A.",NA,NA
"Q3371365","Paul Grayson","Paul Grayson",177,88,"Fly-Half",NA,"Great Britain","England",NA
"Q3371372","Paul Griffen","Paul Griffen",178,83,"Scrum-Half",NA,"New Zealand","Italy",NA
"Q3371409","Paul Gustard","Paul Gustard",193,108,"Flanker",NA,"Great Britain","England",NA
"Q3371471","Paul Hodgson","Paul Hodgson",173,79,"Scrum-Half",NA,"Great Britain","England",NA
"Q3372090","Paul Rendall","Paul Rendall",180,107,"Prop",NA,"Great Britain","England",NA
"Q3372289","Paul Thorburn","Paul Thorburn",183,90,"Fullback",NA,"Germany","Wales",NA
"Q3372399","Paul Wallace","Paul Wallace",185,110,"Prop",NA,"Ireland","Ireland",NA
"Q3374000","Pedrie Wannenburg","Pedrie Wannenburg",196,112,"Flanker",NA,"South Africa",NA,NA
"Q3374073","Pedro Leal","Pedro Leal",160,76,"Scrum-Half",NA,"Portugal",NA,NA
"Q3374132","Pedro Sporleder","Pedro Sporleder",198,118,"2nd Row",NA,"Argentina",NA,NA
"Q3376505","Peter Clohessy","Peter Clohessy",180,106,"Prop",NA,"Ireland","Ireland",NA
"Q3376849","Peter Richards","Peter Richards",175,94,"Scrum-Half",NA,"Great Britain","England",NA
"Q3376886","Peter Slattery","Peter Slattery",NA,NA,"Scrum-Half",NA,"Australia",NA,NA
"Q3376963","Peter Wheeler","Peter Wheeler",180,90,"Hooker",NA,"Great Britain","England",NA
"Q3376966","Peter Williams","Peter Wilson",NA,NA,"Fullback; Centre",NA,"Great Britain","England",NA
"Q3378756","Phil Davies","Philip Davies",NA,NA,"2nd Row",NA,"Great Britain","Wales",NA
"Q3378783","Phil Greening","Phil Greening",180,108,"Hooker",NA,"Great Britain","England",NA
"Q3378800","Phil Kearns","Phil Kearns",183,109,"Hooker",NA,"Australia",NA,NA
"Q3378818","Phil Murphy","Phil Murphy",193,116,"Flanker",NA,"Canada",NA,NA
"Q3378838","Phil Waugh","Phil Waugh",175,100,"Flanker",NA,"Australia",NA,NA
"Q3378839","Phil de Glanville","Phil de Glanville",180,85,"Centre",NA,"Great Britain","England",NA
"Q3379329","Philippe Benetton","Philippe Benetton",190,98,"3rd Row",NA,"France",NA,NA
"Q3379342","Philippe Bernat-Salles","Philippe Bernat-Salles",181,76,"Winger",NA,"France",NA,NA
"Q3379484","Philippe Bérot","Philippe Bérot",175,78,"Utility Back",NA,"France",NA,NA
"Q3379743","Philippe Dintrans","Philippe Dintrans",180,92,"Hooker",NA,"France",NA,NA
"Q3379878","Philippe Gallart","Philippe Gallart",185,100,"Prop",NA,"France",NA,NA
"Q3379921","Philippe Gimbert","Philippe Gimbert",185,107,"Prop",NA,"France",NA,NA
"Q3380327","Philippe Marocco","Philippe Marocco",180,103,"Prop",NA,"France",NA,NA
"Q3380687","Philippe Saint-André","Philippe Saint-André",180,92,"Winger",NA,"France",NA,NA
"Q3383935","Pierre Berbizier","Pierre Berbizier",170,70,"Scrum-Half",NA,"France",NA,NA
"Q3384066","Pierre Bondouy","Pierre Bondouy",180,75,"Utility Back",NA,"France",NA,NA
"Q3387305","Pierre Villepreux","Pierre Villepreux",180,82,"Fly-Half",NA,"France",NA,NA
"Q3388004","Pieter Hendriks","Pieter Hendriks",183,86,"Winger",NA,"South Africa",NA,NA
"Q3388021","Pieter Muller","Pieter Muller",188,101,"Centre",NA,"South Africa",NA,NA
"Q3388026","Pieter Rossouw","Pieter Rossouw",193,80,"Winger",NA,"South Africa",NA,NA
"Q3388200","Pietro Travagli","Pietro Travagli",182,94,"Scrum-Half",NA,"Italy",NA,NA
"Q3389323","Pita Alatini","Pita Alatini",179,90,"Centre",NA,"Tonga","Tonga; New Zealand",NA
"Q3399819","Scott Williams","Scott Williams",183,97,"Centre",NA,"Great Britain","Wales",NA
"Q3401755","Toby Faletau","Toby Faletau",188,109,"Number 8",NA,"Tonga","Wales","/wiki/Bath_Rugby"
"Q3403741","Rhys Priestland","Rhys Priestland",183,95,"Fullback",NA,"Great Britain","Wales",NA
"Q3411871","Pépito Elhorga","Pépito Elhorga",178,80,"Fullback",NA,"Ivory Coast","France","/wiki/Aviron_Bayonnais_Rugby_Pro"
"Q3417243","Rafael Madero","Rafael Madero",NA,NA,"Utility Back",NA,"Argentina",NA,NA
"Q3417306","Rafael Carballo","Rafaël Carballo",179,88,"Centre",NA,"Argentina",NA,NA
"Q3418271","Ralph Keyes","Ralph Keyes",173,80,"Fly-Half",NA,"Ireland","Ireland",NA
"Q3419466","Raphaël Jéchoux","Raphaël Jéchoux",190,103,"3rd Row",NA,"France",NA,NA
"Q3423032","Rees Stephens","Rees Stephens",NA,NA,"2nd Row",NA,"Wales",NA,NA
"Q3423419","Reggie Corrigan","Reggie Corrigan",188,112,"Prop",NA,"Ireland","Ireland",NA
"Q3428323","Reuben Thorne","Reuben Thorne",193,108,"2nd Row",NA,"New Zealand",NA,NA
"Q3429868","Rhys Duggan","Rhys Duggan",175,75,"Scrum-Half",NA,"New Zealand",NA,NA
"Q3430273","Ricardo Loubscher","Ricardo Loubscher",170,84,"Fullback",NA,"South Africa",NA,NA
"Q3430360","Riccardo Bocchino","Riccardo Bocchino",181,83,"Fly-Half",NA,"Italy",NA,NA
"Q3430379","Riccardo Pavan","Riccardo Pavan",187,100,"Winger",NA,"Italy",NA,NA
"Q3430498","Richard Bands","Richard Bands",183,114,"Prop",NA,"South Africa",NA,NA
"Q3430647","Richard Cockerill","Richard Cockerill",178,107,"Hooker",NA,"Great Britain","England",NA
"Q3430728","Richard Dourthe","Richard Dourthe",186,95,"Centre",NA,"France",NA,NA
"Q3430841","Richard Harding","Richard Harding",NA,NA,"Scrum-Half",NA,"Great Britain","England",NA
"Q3430846","Richard Harry","Richard Harry",184,117,"Prop",NA,"Australia",NA,NA
"Q3430866","Richard Hill","Richard Hill",188,108,"3rd Row",NA,"Great Britain","England",NA
"Q3430868","Richard Hill","Richard Hill",170,77,"Scrum-Half",NA,"Great Britain","England",NA
"Q3430989","Richard Loe","Richard Loe",188,116,"Prop",NA,"New Zealand",NA,NA
"Q3431260","Richard Tardits","Richard Tardits",NA,NA,NA,NA,"France",NA,NA
"Q3431310","Richard Wallace","Richard Wallace",180,88,"Winger",NA,"Ireland","Ireland",NA
"Q3431321","Richard Webster","Richard Webster",188,108,"3rd Row",NA,"Wales",NA,NA
"Q3431328","Richard Wigglesworth","Richard Wigglesworth",175,84,"Scrum-Half",NA,"Great Britain","England",NA
"Q3431650","Ricky Nebbett","Ricky Nebbett",180,113,"Prop",NA,"Great Britain","England",NA
"Q3432261","Rino Francescato","Rino Francescato",172,72,"Centre",NA,"Italy",NA,NA
"Q3434244","Rob Wainwright","Rob Wainwright",196,101,"Flanker",NA,"Great Britain","Scotland",NA
"Q3434246","Rob Webber","Rob Webber",183,114,"Hooker",NA,"Great Britain","England",NA
"Q3434282","Robbie Fleck","Robbie Fleck",183,95,"Centre",NA,"South Africa",NA,NA
"Q3436303","Robert Sidoli","Robert Sidoli",198,116,"2nd Row",NA,"Wales",NA,NA
"Q3436323","Robert Soro","Robert Soro",185,110,"2nd Row",NA,"France",NA,NA
"Q3436908","Roberto Diego Grau","Roberto Grau",182,108,"Prop",NA,"Argentina",NA,NA
"Q3436929","Roberto Mandelli","Roberto Mandelli",193,103,"2nd Row",NA,"Italy",NA,NA
"Q3437048","Robin Brooke","Robin Brooke",197,109,"2nd Row",NA,"New Zealand",NA,NA
"Q3438087","Rod Macqueen","Rod Macqueen",NA,NA,NA,NA,"Australia",NA,NA
"Q3438094","Rod McCall","Rod McCall",198,110,"2nd Row",NA,"Australia",NA,NA
"Q3438240","Rodney So'oialo","Rodney So'oialo",190,107,"3rd Row",NA,"Samoa","New Zealand",NA
"Q3438352","Rodolphe Modin","Rodolphe Modin",178,78,"Scrum-Half",NA,"France",NA,NA
"Q3438451","Rodrigo Capó Ortega","Rodrigo Capó Ortega",NA,NA,"Number 8",NA,"Uruguay",NA,NA
"Q3439040","Roger Gould","Roger Gould",NA,NA,"Fullback",NA,"Australia",NA,NA
"Q3439575","Roger Wilson","Roger Wilson",191,106,"Number 8",NA,"Great Britain","Ireland",NA
"Q3440722","Romain Millo-Chluski","Romain Millo-Chluski",196,120,"2nd Row",NA,NA,NA,NA
"Q3440777","Romain Taofifénua","Romain Taofifénua",201,139,"2nd Row",NA,"France",NA,"/wiki/Rugby_Club_Toulonnais"
"Q3441074","Romano Bettarello","Romano Bettarello",NA,NA,"Utility Back",NA,"Italy",NA,NA
"Q3442046","Rory Kockott","Rory Kockott",180,92,"Scrum-Half",NA,"South Africa","France","/wiki/Castres_Olympique"
"Q3442064","Rory Underwood","Rory Underwood",175,86,"Winger",NA,"Great Britain","England",NA
"Q3442783","Ross Reynolds","Ross Reynolds",NA,NA,"Number 8",NA,"Australia",NA,NA
"Q3445745","Roy Bish","Roy Bish",NA,NA,"Centre",NA,"Great Britain","Wales",NA
"Q3446312","Royce Willis","Royce Willis",197,120,"2nd Row",NA,"New Zealand",NA,NA
"Q3446467","Ruben Kruger","Ruben Kruger",188,102,"Flanker",NA,"South Africa",NA,NA
"Q3453815","Ryan Lamb","Ryan Lamb",175,88,"Fly-Half",NA,"Great Britain","England",NA
"Q3455795","Régis Sonnes","Régis Sonnes",193,102,"Number 8",NA,"France",NA,NA
"Q3461646","Saimone Taumoepeau","Saimone Taumoepeau",186,105,"Prop",NA,"Tonga","New Zealand","/wiki/Castres_Olympique"
"Q3470378","Salvatore Costanzo","Salvatore Costanzo",187,132,"Prop",NA,"Italy",NA,NA
"Q3470454","Sam Burgess","Sam Burgess",NA,NA,"2nd Row",NA,"Great Britain","England",NA
"Q3470458","Sam Cane","Sam Cane",189,106,"Flanker",NA,"New Zealand",NA,NA
"Q3470471","Sam Cordingley","Sam Cordingley",176,84,"Scrum-Half",NA,"Australia",NA,NA
"Q3470496","Sam Harding","Sam Harding",183,104,"Flanker",NA,"Australia","New Zealand",NA
"Q3471284","Samuele Pace","Samuele Pace",185,93,"Utility Back",NA,"Italy",NA,NA
"Q3472041","Sandro Vigliano","Sandro Vigliano",NA,NA,"Flanker",NA,"Italy",NA,NA
"Q3475287","Schalk Brits","Schalk Brits",183,98,"Hooker",NA,"South Africa",NA,NA
"Q3476188","Scott Bowen","Scott Bowen",178,86,"Fly-Half",NA,"Australia",NA,NA
"Q3476218","Scott Gibbs","Scott Gibbs",178,95,"Centre",NA,"Great Britain","Wales",NA
"Q3476251","Scott Lawson","Scott Lawson",173,102,"Hooker",NA,"Great Britain","Scotland",NA
"Q3476261","Scott MacLeod","Scott MacLeod",198,110,"2nd Row",NA,"Great Britain","Scotland",NA
"Q3476297","Scott Robertson","Scott Robertson",190,109,"Number 8",NA,"New Zealand",NA,NA
"Q3476309","Scott Spedding","Scott Spedding",187,97,"Fullback",NA,"South Africa","France",NA
"Q3476318","Scott Staniforth","Scott Staniforth",188,103,"Utility Back",NA,"Australia",NA,NA
"Q3476709","Sean Cronin","Seán Cronin",180,101,"Hooker",NA,"Ireland","Ireland",NA
"Q3476732","Sean Hardman","Sean Hardman",183,102,"Hooker",NA,"Australia",NA,NA
"Q3476744","Sean Maitland","Sean Maitland",188,97,"Winger",NA,"New Zealand","Scotland","/wiki/Saracens_Football_Club"
"Q3478056","Selborne Boome","Selborne Boome",191,108,"2nd Row",NA,"South Africa",NA,NA
"Q3479111","Serafino Ghizzoni","Serafino Ghizzoni",NA,NA,"Utility Back",NA,"Italy",NA,NA
"Q3479112","Serafín Dengra","Serafín Dengra",NA,NA,"Prop",NA,"Argentina",NA,NA
"Q3479668","Sergio Lanfranchi","Sergio Lanfranchi",180,92,"Flanker",NA,"Italy",NA,NA
"Q3479767","Sergej Sergeev","Sergej Sergeev",197,115,"2nd Row",NA,"Soviet Union","Soviet Union; Russia",NA
"Q3481354","Shane Byrne","Shane Byrne",178,98,"Hooker",NA,"Ireland","Ireland",NA
"Q3481368","Shane Jennings","Shane Jennings",185,105,"Flanker",NA,"Ireland","Ireland","/wiki/St._Mary%27s_College_RFC"
"Q3481564","Shaun Berne","Shaun Berne",178,85,"Fullback",NA,"Australia",NA,NA
"Q3482463","Shontayne Hape","Shontayne Hape",186,102,"Winger; Centre",NA,"New Zealand","England",NA
"Q3482545","Shota Horie","Shōta Horie",180,104,"Hooker",NA,"Japon",NA,"/wiki/Saitama_Wild_Knights"
"Q3482905","Siaosi Vaili","Siaosi Vaili",196,NA,"2nd Row",NA,"Samoa",NA,NA
"Q3483791","Silao Leaega","Silao Leaega",179,94,"Winger",NA,"Samoa",NA,NA
"Q3483970","Silvano Tartaglini","Silvano Tartaglini",NA,NA,"Fullback",NA,"Italy",NA,NA
"Q3484067","Silvio Orlando","Silvio Orlando",187,99,"Flanker",NA,"Italy",NA,NA
"Q3484246","Simon Culhane","Simon Culhane",175,76,"Fly-Half",NA,"New Zealand",NA,NA
"Q3484250","Simon Danielli","Simon Danielli",188,102,"Winger",NA,"Great Britain","Scotland",NA
"Q3484266","Simon Easterby","Simon Easterby",190,100,"Flanker",NA,"Great Britain","Ireland",NA
"Q3484297","Simon Halliday","Simon Halliday",183,87,"Centre",NA,"Great Britain","England",NA
"Q3484300","Simon Hodgkinson","Simon Hodgkinson",NA,NA,"Fullback",NA,"Great Britain","England",NA
"Q3484417","Simon Picone","Simon Picone",180,88,"Scrum-Half",NA,"Italy",NA,NA
"Q3484422","Simon Poidevin","Simon Poidevin",NA,NA,"Flanker",NA,"Australia",NA,NA
"Q3485047","Sinoti Sinoti","Sinoti Sinoti",173,100,"Winger",NA,"New Zealand","Samoa",NA
"Q3488842","Sofiane Guitoune","Sofiane Guitoune",184,97,"Winger",NA,"Algeria","France",NA
"Q3488863","Sofiene Chaari",NA,NA,NA,NA,NA,NA,NA,NA
"Q3490651","Sonny Parker","Sonny Parker",183,103,"Centre",NA,"New Zealand","Wales",NA
"Q3497946","Stefano Bordon","Stefano Bordon",183,95,"Centre",NA,"Italy",NA,NA
"Q3497992","Stefano Saviozzi","Stefano Saviozzi",185,98,"Hooker",NA,"Italy",NA,NA
"Q3498501","Stephen Bachop","Stephen Bachop",178,92,"Fly-Half",NA,"New Zealand","Samoa; New Zealand",NA
"Q3498621","Stephen Myler","Stephen Myler",180,95,"Fly-Half",NA,"Great Britain","England",NA
"Q3498896","Steve Cutler","Steve Cutler",201,92,"2nd Row",NA,"Australia",NA,NA
"Q3498905","Steve Devine","Steve Devine",176,85,"Scrum-Half",NA,"Australia","Australia; New Zealand",NA
"Q3498924","Steve Fenwick","Steve Fenwick",178,84,"Centre",NA,"Great Britain","Wales",NA
"Q3498946","Steve Hanley","Steve Hanley",193,101,"Winger",NA,"Great Britain","England",NA
"Q3499015","Steve McDowall","Steve McDowall",182,102,"Prop",NA,"New Zealand",NA,NA
"Q3499042","Steve Ojomoh","Stephen Ojomoh",191,106,"3rd Row",NA,"Nigeria","England",NA
"Q3499139","Steve Thompson","Steve Thompson",188,115,"Hooker",NA,"Great Britain","England","/wiki/Wasps_Rugby_Football_Club"
"Q3499146","Steve Tuynman","Steve Tuynman",NA,NA,"Number 8",NA,"Australia",NA,NA
"Q3499275","Steven So'oialo","Steven So'oialo",178,83,"Scrum-Half",NA,"Samoa",NA,"/wiki/Harlequin_Football_Club"
"Q3500777","Stuart Abbott","Stuart Abbott",182,89,"Centre",NA,"South Africa","England",NA
"Q3500801","Stuart Grimes","Stuart Grimes",196,109,"2nd Row",NA,"Great Britain","Scotland",NA
"Q3500807","Stuart Hogg","Stuart Hogg",180,93,"Fullback",NA,"Great Britain","Scotland","/wiki/Exeter_Chiefs"
"Q3500816","Stuart Lane","Stuart Lane",183,92,"Flanker",NA,"Great Britain","Wales",NA
"Q3500821","Stuart Moffat","Stuart Moffat",190,99,"Fullback",NA,"Great Britain","Scotland",NA
"Q3500845","Stuart Watkins","Stuart Watkins",188,81,"Winger",NA,"Great Britain","Wales",NA
"Q3501664","Stéphane Castaignède","Stéphane Castaignède",172,73,"Scrum-Half",NA,"France",NA,NA
"Q3501792","Stéphane Glas","Stéphane Glas",178,87,"Centre",NA,"France",NA,NA
"Q3501989","Stéphane Ougier","Stéphane Ougier",190,92,"Fullback",NA,"France",NA,NA
"Q3509985","Sébastien Bruno","Sébastien Bruno",175,103,"Hooker",NA,"France",NA,NA
"Q3510337","Sébastien Tillous-Borde","Sébastien Tillous-Borde",176,90,"Scrum-Half",NA,"France",NA,NA
"Q3510346","Sébastien Vahaamahina","Sébastien Vahaamahina",203,125,"2nd Row",NA,"France",NA,"/wiki/Association_sportive_montferrandaise_Clermont_Auvergne"
"Q3510351","Sébastien Viars","Sébastien Viars",NA,NA,"Fullback",NA,"France",NA,NA
"Q3514043","Taine Randell","Taine Randell",188,110,"2nd Row",NA,"New Zealand",NA,NA
"Q3518906","Terry Kingston","Terry Kingston",178,99,"Hooker",NA,"Ireland","Ireland",NA
"Q3518949","Tertius Losper","Tertius Losper",185,88,"Fullback",NA,"Namibia","Namibia",NA
"Q3523902","Harold Caccia, Baron Caccia","Harold Caccia",NA,NA,NA,NA,NA,NA,NA
"Q3524230","Thierry Devergie","Thierry Devergie",198,118,"2nd Row",NA,"France",NA,NA
"Q3524979","Thomas Castaignède","Thomas Castaignède",183,111,"Utility Back",NA,"France",NA,NA
"Q3525363","Thomas Lièvremont","Thomas Lièvremont",188,105,"Number 8",NA,"France",NA,NA
"Q3525517","T. Rhys Thomas","Rhys Thomas",183,106,"Hooker",NA,"Wales",NA,NA
"Q3525648","Thomas Waldrom","Thomas Waldrom",184,111,"Number 8",NA,"New Zealand","England",NA
"Q3528646","Tim Horan","Tim Horan",183,93,"Utility Back",NA,"Australia",NA,NA
"Q3528659","Tim Lane","Tim Lane",NA,NA,"Centre",NA,"Australia",NA,NA
"Q3528684","Tim Rodber","Tim Rodber",198,115,"Flanker",NA,"Great Britain","England",NA
"Q3528697","Tim Stimpson","Tim Stimpson",191,103,"Fullback",NA,"Great Britain","England",NA
"Q3529025","Timoci Nagusa","Timoci Nagusa",183,103,"Winger",NA,"Fiji",NA,"/wiki/Football_club_de_Grenoble_rugby"
"Q3529589","Tito Tebaldi","Tito Tebaldi",185,87,"Scrum-Half",NA,"Italy",NA,"/wiki/Petrarca_Rugby"
"Q3530245","Todd Blackadder","Todd Blackadder",190,100,"2nd Row",NA,"New Zealand",NA,NA
"Q3530661","Tom Bowman","Tom Bowman",200,118,"2nd Row",NA,"Australia",NA,NA
"Q3530696","Tom Court","Tom Court",191,117,"Prop",NA,"Australia","Ireland",NA
"Q3530773","Tom Lawton","Tom Lawton",185,118,"Hooker",NA,"Australia",NA,NA
"Q3530790","Tom May","Tom May",177,92,"Utility Back",NA,"Great Britain","England",NA
"Q3530833","Tom Palmer","Tom Palmer",201,118,"2nd Row",NA,"Great Britain","England",NA
"Q3530858","Tom Rees","Tom Rees",184,100,"Flanker",NA,"Great Britain","England",NA
"Q3530903","Tom Tierney","Tom Tierney",183,83,"Scrum-Half",NA,"Ireland","Ireland",NA
"Q3530908","Tom Varndell","Tom Varndell",192,96,"Winger",NA,"Great Britain","England",NA
"Q3530910","Tom Voyce","Tom Voyce",185,95,"Utility Back",NA,"Great Britain","England",NA
"Q3530931","Tom Wood","Tom Wood",193,105,"3rd Row",NA,"Great Britain","England","/wiki/Northampton_Saints"
"Q3531257","Tommaso D'Apice","Tommaso D'Apice",183,105,"Hooker",NA,"Italy",NA,NA
"Q3531270","Tommaso Reato","Tommaso Reato",193,96,"2nd Row",NA,"Italy",NA,NA
"Q3531274","Tommaso Visentin","Tomas Visentin",180,85,"Centre",NA,"Italy",NA,NA
"Q3531701","Tony Brown","Tony Brown",177,85,"Fly-Half",NA,"New Zealand",NA,NA
"Q3531703","Tony Buckley","Tony Buckley",196,138,"Prop",NA,"Ireland","Ireland",NA
"Q3531751","Tony Diprose","Tony Diprose",196,112,"Number 8",NA,"Great Britain","England",NA
"Q3531900","Tony Stanger","Tony Stanger",189,95,"Winger",NA,"Great Britain","Scotland",NA
"Q3531920","Tony Underwood","Tony Underwood",175,86,"Winger",NA,"Malaysia","England",NA
"Q3532170","Topsy Ojo","Topsy Ojo",183,85,"Winger",NA,"Great Britain","England",NA
"Q3533201","Alastair Hignell","Alastair Hignell",NA,NA,"Fullback",NA,"England",NA,NA
"Q3538563","Trevor Brennan","Trevor Brennan",196,105,"Flanker",NA,"Ireland","Ireland",NA
"Q3538616","Trevor Woodman","Trevor Woodman",182,111,"Prop",NA,"Great Britain","England",NA
"Q3547810","Ugo Mola","Ugo Mola",183,85,"Fly-Half",NA,"France",NA,NA
"Q3553044","Va'aiga Tuigamala","Va'aiga Tuigamala",180,94,"Utility Back",NA,"Samoa","New Zealand; Samoa",NA
"Q3553236","Warren Spragg","Warren Spragg",180,92,"Utility Back",NA,"Great Britain","England; Italy",NA
"Q3553719","Valerio Bernabò","Valerio Bernabò",198,110,"2nd Row",NA,"Italy",NA,NA
"Q3554936","Vasily Artemyev","Vasilij Artem'ev",183,87,"Winger",NA,"Soviet Union","Russia",NA
"Q3555838","Vereniki Goneva","Vereniki Goneva",189,97,"Utility Back",NA,"Fiji",NA,NA
"Q3555942","Vern Cotter","Vern Cotter",193,97,"3rd Row",NA,"New Zealand",NA,NA
"Q3557237","Victor Costello","Victor Costello",196,122,"3rd Row",NA,"Ireland","Ireland",NA
"Q3557619","Victor Ubogu","Victor Ubogu",175,108,"Prop",NA,"Nigeria","England",NA
"Q3558418","Viliami Vaki","Viliami Vaki",198,104,"3rd Row",NA,"Tonga",NA,NA
"Q3559614","Vincent Etcheto","Vincent Etcheto",NA,NA,"Fly-Half",NA,"France",NA,NA
"Q3559922","Vincenzo Bertolotto","Vincenzo Bertolotto",NA,NA,"2nd Row",NA,"Italy",NA,NA
"Q3560816","Virimi Vakatawa","Virimi Vakatawa",185,92,"Centre",NA,"New Zealand","France",NA
"Q3561372","Vittorio Munari","Vittorio Munari",NA,NA,"Scrum-Half",NA,"Italy",NA,NA
"Q3564982","Wade Dooley","Wade Dooley",202,112,"2nd Row",NA,"Great Britain","England",NA
"Q3565170","Waisale Serevi","Waisale Serevi",165,80,"Utility Back",NA,"Fiji",NA,NA
"Q3565728","Walter Cristofoletto","Walter Cristofoletto",192,110,"2nd Row",NA,"Italy",NA,NA
"Q3565811","Walter Little","Walter Little",178,76,"Fly-Half",NA,"New Zealand",NA,NA
"Q3565857","Walter Pozzebon","Walter Pozzebon",180,90,"Centre",NA,"Italy",NA,NA
"Q3566468","Warwick Taylor","Warwick Taylor",179,79,"Centre",NA,"New Zealand",NA,NA
"Q3566471","Warwick Waugh","Warwick Waugh",203,123,"2nd Row",NA,"Australia",NA,NA
"Q3566842","Wayne Julies","Wayne Julies",183,88,"Centre",NA,"South Africa",NA,NA
"Q3566851","Wayne Pivac","Wayne Pivac",NA,NA,"3rd Row",NA,"New Zealand",NA,"/wiki/Nazionale_maschile_di_rugby_a_15_del_Galles"
"Q3566861","Wayne Smith","Wayne Smith",NA,NA,"Fly-Half",NA,"New Zealand",NA,NA
"Q3567318","Werner Greeff","Werner Greeff",188,92,"Winger",NA,"South Africa",NA,NA
"Q3567340","Werner Swanepoel","Werner Swanepoel",173,76,"Scrum-Half",NA,"South Africa",NA,NA
"Q3568079","Wikus van Heerden","Wikus van Heerden",193,108,"3rd Row",NA,"South Africa",NA,"/wiki/Golden_Lions"
"Q3568280","Will Carling","Will Carling",180,90,"Centre",NA,"Great Britain","England",NA
"Q3568328","Willem Alberts","Willem Alberts",193,117,"Flanker",NA,"South Africa",NA,NA
"Q3569004","Billy Trew","Billy Trew",NA,NA,"Centre",NA,"Wales",NA,NA
"Q3569098","Viliami Ofahengaue","Willie Ofahengaue",193,125,"3rd Row",NA,"Tonga","Australia",NA
"Q3570685","Xavier Garbajosa","Xavier Garbajosa",185,89,"Utility Back",NA,"France",NA,NA
"Q3571639","Yann Delaigue","Yann Delaigue",180,83,"Fly-Half",NA,"France",NA,NA
"Q3571791","Yannick Nyanga","Yannick Nyanga",187,102,"3rd Row",NA,"D.R. of the Congo","France",NA
"Q3572366","Yoann Huget","Yoann Huget",190,94,"Winger",NA,"France",NA,NA
"Q3574638","Zak Feau'nati","Isaac Fe’aunati",188,117,"Number 8",NA,"New Zealand","Samoa",NA
"Q3588678","Émile Ntamack","Émile Ntamack",189,92,"Utility Back",NA,"France",NA,NA
"Q3591004","Eric Bonneval","Éric Bonneval",180,83,"Winger",NA,"France",NA,NA
"Q3591043","Éric Champ","Éric Champ",195,106,"2nd Row",NA,"France",NA,NA
"Q3603065","Aaron Cowie","Aaron Cowie",178,90,"Centre",NA,"New Zealand","Scotland",NA
"Q3604979","Adam Byrnes","Adam Byrnes",201,118,"2nd Row",NA,"Australia","Russia",NA
"Q3604991","Adam M. Jones","Adam Jones",201,118,"2nd Row",NA,"Great Britain","Wales",NA
"Q3605497","Adolphe Klingelhoefer","Adolphe Klingelhoeffer",NA,NA,NA,NA,"France; Brazil",NA,NA
"Q3605612","Adrian Donald","Adrian Donald",185,108,"Prop",NA,"New Zealand",NA,NA
"Q3606810","Agostino Puppo","Agostino Puppo",NA,NA,"Scrum-Half",NA,"Italy",NA,NA
"Q3606939","Agustín Cavalieri","Agustin Cavalieri",196,113,"2nd Row",NA,"Argentina","Italy",NA
"Q3606940","Agustín Canalda","Agustín Canalda",183,98,"Hooker",NA,"Argentina",NA,NA
"Q3608146","Alberto Bergamo","Alberto Bergamo",187,87,"Winger",NA,"Italy",NA,NA
"Q3608388","Alberto Lucchese","Alberto Lucchese",174,79,"Scrum-Half",NA,"Italy",NA,NA
