"wikidataId","fullName","itName","height","weight","positions","positionsWP","birthCountry","sportCountry","currentTeamWP"
"Q3608408","Alberto Marconato","Alberto Marconato",182,97,"Winger",NA,NA,NA,"/wiki/Rugby_Udine_Union_FVG"
"Q3608650","Alberto Zorzi","Alberto Zorzi",178,81,"Utility Back",NA,"Italy",NA,"/wiki/Rugby_Casale"
"Q3609130","Aldo Birchall","Aldo Birchall",185,99,"Flanker",NA,"Great Britain","Italy",NA
"Q3609429","Alejandro Abadie","Alejandro Abadie",190,107,"Number 8",NA,"Argentina",NA,NA
"Q3609858","Alessandro Bollati","Alessandro Bollati",NA,NA,"Prop",NA,"Italy",NA,NA
"Q3609879","Alessandro Bottacchiari","Alessandro Bottacchiari",NA,NA,"3rd Row",NA,"Italy",NA,NA
"Q3609897","Alessandro Caranci","Alessandro Caranci",NA,NA,"Fly-Half",NA,"Italy",NA,NA
"Q3610024","Alessandro Fusco","Alessandro Fusco",NA,NA,NA,NA,"Italy",NA,NA
"Q3610596","Alessio Zdrilich","Alessio Zdrilich",194,109,"2nd Row",NA,"Italy",NA,"/wiki/Rugby_Brescia"
"Q3610665","Alec Evans","Alex Evans",NA,NA,NA,NA,"Australia",NA,NA
"Q3611407","Alfredo Gavazzi","Alfredo Gavazzi",NA,NA,"Prop",NA,"Italy",NA,NA
"Q3613815","Ambrogio Bona","Ambrogio Bona",180,102,"Prop",NA,"Italy",NA,NA
"Q3615613","Andrea Cococcetta","Andrea Cococcetta",NA,NA,"Fly-Half",NA,"Italy",NA,NA
"Q3615737","Andrea Gavazzi","Andrea Gavazzi",175,104,"Hooker",NA,"Italy",NA,"/wiki/Rugby_Calvisano"
"Q3615813","Andrea Lovotti","Andrea Lovotti",183,111,"Prop",NA,"Italy",NA,"/wiki/Rugby_Colorno"
"Q3616029","Andrea Sartoretto","Andrea Sartoretto",191,87,"Winger",NA,NA,NA,"/wiki/Ruggers_Tarvisium"
"Q3616253","Andy Craig","Andy Craig",186,91,"Centre",NA,"Great Britain","Scotland",NA
"Q3616280","Andrew Lewis","Andrew Lewis",178,105,"Hooker",NA,"Great Britain","Wales",NA
"Q3616293","Andrew Skeen","Andrew Skeen",176,80,"Fly-Half",NA,"Great Britain","Scotland",NA
"Q3616300","Andy Vilk","Andrew Vilk",180,98,"Utility Back",NA,"Great Britain","England",NA
"Q3616552","Andy Marinos","Andy Marinos",178,96,"Centre",NA,"Zimbabwe","Wales",NA
"Q3619432","Antonio Colella","Antonio Colella",197,115,"2nd Row",NA,"Italy",NA,NA
"Q3619616","Antonio Galeazzo","Antonio Galeazzo",182,98,"Hooker",NA,"Italy",NA,NA
"Q3620233","Antonio Spagnoli","Antonio Spagnoli",181,110,"Prop",NA,"Italy",NA,NA
"Q3624265","Arthur Emyr","Arthur Emyr",188,92,"Winger",NA,"Great Britain","Wales",NA
"Q3637951","Ben Smith","Ben Smith",181,90,"Centre",NA,"New Zealand",NA,NA
"Q3639985","Bill Leversee","Bill Leversee",198,111,"2nd Row",NA,"U.S.A.",NA,NA
"Q3641358","Bob Wilkinson","Bob Wilkinson",NA,NA,"2nd Row",NA,"Great Britain","England",NA
"Q3644238","Brendan Williams","Brendan Williams",170,76,"Fullback",NA,"Australia",NA,NA
"Q3646462","Budge Rogers","Budge Rogers",183,85,"Flanker",NA,"Great Britain","England",NA
"Q3647870","Byran Black","Byran Black",NA,NA,NA,NA,"Great Britain",NA,NA
"Q3659238","Carlo Damasco","Carlo Damasco",NA,NA,NA,NA,"Italy",NA,NA
"Q3665437","Cesare Ghezzi","Cesare Ghezzi",NA,NA,"Scrum-Half",NA,"Italy",NA,NA
"Q3675525","Chris MacKintosh","Chris MacKintosh",188,80,NA,NA,"Great Britain",NA,"/wiki/Universit%C3%A0_di_Oxford"
"Q3679945","Claudio Bincaz","Claudio Bincaz",NA,NA,NA,NA,"Argentina",NA,NA
"Q3679959","Claudio Buezas","Claudio Buezas",179,90,"Centre",NA,"Argentina",NA,NA
"Q3680441","Clemente Caccianiga","Clemente Caccianiga",NA,NA,NA,NA,"Italy",NA,NA
"Q3694299","Corrado Pilat","Corrado Pilat",180,80,"Utility Back",NA,"Italy",NA,NA
"Q3695553","Costantino Ricciardi","Costantino Ricciardi",190,100,"Winger",NA,"Italy",NA,NA
"Q3701242","Damian Hopley","Damian Hopley",188,96,"Utility Back",NA,"Great Britain","England",NA
"Q3702086","Daniele Tebaldi","Daniele Tebaldi",NA,NA,"Fullback",NA,"Italy",NA,NA
"Q3703205","David Harvey","David Harvey",178,91,"Fly-Half",NA,"Australia","Australia; Brazil",NA
"Q3703309","David Rees","David Rees",175,89,"Utility Back",NA,"Great Britain","England",NA
"Q3703373","David Williams","David Williams",NA,NA,"Hooker",NA,"Great Britain","Wales",NA
"Q3703542","Davide Duca","Davide Duca",183,95,"Fly-Half",NA,"Italy",NA,NA
"Q3707244","Diego Saccà","Diego Saccà",189,87,"Centre",NA,"Italy",NA,NA
"Q3707248","Diego Scaglia","Diego Scaglia",198,109,"2nd Row",NA,"Argentina","Italy",NA
"Q3709167","Dirk Naudè","Dirk Naudé",203,115,"2nd Row",NA,"South Africa",NA,NA
"Q3713600","Don White","Don White",NA,NA,"Flanker",NA,"Great Britain","England",NA
"Q3716869","Dylan des Fountain","Dylan des Fountain",188,98,"Centre",NA,"South Africa",NA,NA
"Q3718921","Eddie Butler","Eddie Butler",191,95,"Number 8",NA,"Great Britain","Wales",NA
"Q3719101","Edgardo Venturi","Edgardo Venturi",NA,NA,"Winger",NA,"Italy",NA,NA
"Q3722914","Elia Violi","Elia Violi",186,118,"Prop",NA,"Italy",NA,NA
"Q3723013","Elio De Anna","Elio De Anna",NA,NA,NA,NA,NA,NA,NA
"Q3723026","Elio Fusco","Elio Fusco",NA,NA,"Scrum-Half",NA,"Italy",NA,NA
"Q3723891","Emanuele Bellandi","Emanuele Bellandi",189,96,"3rd Row",NA,"Italy",NA,"/wiki/Rugby_Brescia"
"Q3724301","Emiliano Mulieri","Emiliano Mulieri",181,87,"Fullback",NA,"Argentina",NA,NA
"Q3725497","Ennio Ponzi","Ennio Ponzi",NA,NA,"Fly-Half",NA,"Italy",NA,NA
"Q3725680","Enrico Ceccato","Enrico Ceccato",179,108,"Hooker",NA,"Italy",NA,NA
"Q3734342","Eugenio Eugenio","Eugenio Eugenio",NA,NA,"Utility Back",NA,"Italy",NA,NA
"Q3737719","Fabio Gaetaniello","Fabio Gaetaniello",183,NA,"Centre",NA,"Italy",NA,NA
"Q3737820","Fabio Roselli","Fabio Roselli",176,85,"Winger",NA,"Italy",NA,NA
"Q3738038","Fabrizio Franzoni","Fabrizio Franzoni",170,75,"Scrum-Half",NA,"Italy",NA,"/wiki/Botticino_Rugby_Union"
"Q3738119","Fabrizio Sepe","Fabrizio Sepe",184,95,"Winger",NA,"Italy",NA,"/wiki/Polisportiva_S.S._Lazio_Rugby_1927"
"Q3739635","Giovanni Grespan","Giovanni Grespan",185,116,"Prop",NA,"Italy",NA,NA
"Q3741906","Federico Sossi","Federico Sossi",193,121,"Winger",NA,"Italy",NA,"/wiki/CUS_Brescia"
"Q3742780","Fergus Aherne","Fergus Aherne",NA,NA,"Scrum-Half",NA,"Ireland",NA,NA
"Q3742902","Fernando Díaz Alberdi","Fernando Díaz Alberdi",180,108,"Prop",NA,"Argentina",NA,NA
"Q3743819","Ferruccio Tozzi","Ferruccio Tozzi",NA,NA,"Winger; Centre",NA,"Italy",NA,NA
"Q3749948","Francesco Faia Pappalardo","Francesco Faia Pappalardo",180,90,"Fullback",NA,"Italy",NA,NA
"Q3750304","Francesco Minto","Francesco Minto",192,103,"Flanker",NA,"Italy",NA,NA
"Q3750468","Francesco Pietrosanti","Francesco Pietrosanti",NA,NA,"Scrum-Half",NA,"Italy",NA,NA
"Q3751040","Francisco Rubio","Francisco Rubio",170,78,"Prop",NA,"Argentina",NA,NA
"Q3751145","Franco Berni","Franco Berni",200,150,"2nd Row",NA,"Italy",NA,NA
"Q3751223","Franco Cioni","Franco Cioni",NA,NA,"3rd Row",NA,"Italy",NA,NA
"Q3751785","Frank Chevallier-Boutell","Frank Chevallier-Boutell",NA,NA,NA,NA,"Argentina",NA,NA
"Q3756475","Gabriel Filizzola","Gabriel Filizzola",175,81,"Centre",NA,"Argentina","Italy",NA
"Q3756549","Gabriele Brussolo","Gabriele Brussolo",175,82,"Fly-Half",NA,NA,NA,"/wiki/Rugby_San_Don%C3%A0"
"Q3756568","Gabriele Cicchinelli","Gabriele Cicchinelli",193,105,"2nd Row",NA,"Italy",NA,"/wiki/Rugby_Colorno"
"Q3756639","Gabriele Morelli","Gabriele Morelli",189,131,"Prop",NA,"Italy",NA,"/wiki/Rugby_Calvisano"
"Q3758824","Gastón de Robertis","Gastón de Robertis",179,105,"Prop",NA,"Argentina",NA,"/wiki/Pampas_XV"
"Q3758994","Gavin Quinnell","Gavin Quinnell",201,138,"2nd Row",NA,"Great Britain","Wales",NA
"Q3760509","George Graham","George Graham",193,92,"Prop",NA,"Great Britain","Scotland",NA
"Q3761168","Germán Bustos","Germán Bustos",188,88,"Fly-Half",NA,"Argentina",NA,NA
"Q3762006","Giacomo Brancoli","Giacomo Brancoli",190,106,"Flanker",NA,"Italy",NA,"/wiki/Rugby_Club_I_Medicei"
"Q3762321","Giacomo Zoli","Giacomo Zoli",180,107,"Hooker",NA,"Italy",NA,NA
"Q3762531","Giampiero Mazzi","Giampiero Mazzi",173,75,"Scrum-Half",NA,"Italy",NA,NA
"Q3762778","Gianantonio Bulgheroni","Gianantonio Bulgheroni",185,NA,NA,NA,"Italy",NA,NA
"Q3762833","Giancarlo Cucchiella","Giancarlo Cucchiella",182,NA,"Prop",NA,"Italy",NA,NA
"Q3762846","Giancarlo Dondi","Giancarlo Dondi",187,90,"2nd Row",NA,"Italy",NA,NA
"Q3763221","Gianluca Faliva","Gianluca Faliva",178,112,"Prop",NA,"Italy",NA,NA
"Q3763256","Gianluca Limone","Gianluca Limone",180,88,"Centre",NA,"Italy",NA,NA
"Q3763628","Gianni Salamon","Gianni Salamon",NA,NA,"Prop",NA,"Italy",NA,NA
"Q3764114","Gigi Savoia",NA,NA,NA,NA,NA,NA,NA,NA
"Q3765614","Giorgio Morelli","Giorgio Morelli",NA,NA,"Hooker",NA,"Italy",NA,NA
"Q3765798","Giorgio Troncon","Giorgio Troncon",NA,NA,"Centre",NA,"Italy",NA,NA
"Q3767294","Giovanni Frapporti","Giovanni Frapporti",180,92,"Centre",NA,"Italy",NA,"/wiki/Rugby_Club_Valpolicella"
"Q3767615","Giovanni Maistri","Giovanni Maistri",191,109,"Hooker",NA,"Italy",NA,"/wiki/Petrarca_Rugby"
"Q3768004","Giovanni Raineri","Giovanni Raineri",175,86,"Utility Back",NA,"Italy",NA,NA
"Q3770024","Giuseppe Artuso","Giuseppe Artuso",NA,NA,"Flanker",NA,"Italy",NA,NA
"Q3771445","Giuseppe Sessa","Giuseppe Sessa",NA,NA,"2nd Row",NA,"Italy",NA,NA
"Q3778981","Guglielmo Palazzani","Guglielmo Palazzani",173,82,"Utility Back",NA,"Italy",NA,"/wiki/Rugby_Colorno"
"Q3779967","Gustavo Milano","Gustavo Milano",195,105,"2nd Row",NA,"Argentina","Argentina; Italy",NA
"Q3780050","Guy Pardiès","Guy Pardiès",178,78,"Scrum-Half",NA,"France",NA,NA
"Q3785281","Hernán Mazino","Hernán Mazino",182,112,"Prop",NA,"Argentina",NA,NA
"Q3787517","Hugo Torres","Hugo Torres",NA,NA,"Prop",NA,"Argentina",NA,NA
"Q3788117","Héctor Luis Silva","Héctor Silva",NA,NA,"Number 8",NA,"Argentina",NA,NA
"Q3792247","Ignacio Fernandez Rouyet","Ignacio Fernández Rouyet",181,107,"Prop",NA,"Argentina","Italy",NA
"Q3805933","Jacopo Salvetti","Jacopo Salvetti",192,103,"Flanker",NA,"Italy",NA,"/wiki/Verona_Rugby"
"Q3808352","Jim Love","Jim Love",NA,NA,"Flanker",NA,"New Zealand",NA,NA
"Q3808383","Jim Thompson","Jim Thompson",186,94,"Fullback",NA,"Great Britain","Scotland","/wiki/London_Scottish_Football_Club"
"Q3808729","Joe van Niekerk","Joe van Niekerk",180,98,"Centre",NA,"South Africa","Italy",NA
"Q3809448","John Mallett","John Mallett",185,102,"Prop",NA,"Great Britain","England",NA
"Q3809624","John Smith","John Smith",190,95,NA,NA,"Scotland",NA,NA
"Q3810820","Juan Cruz Légora","Juan Cruz Légora",NA,NA,"Scrum-Half",NA,"Argentina",NA,NA
"Q3810880","Juan Manuel Queirolo","Juan Manuel Queirolo",170,78,"Scrum-Half",NA,"Argentina","Italy",NA
"Q3811161","Julio Clement","Julio Clement",NA,NA,"2nd Row",NA,"Argentina",NA,NA
"Q3814405","Kelly Rolleston","Kelly Rolleston",180,87,"Fullback",NA,"New Zealand",NA,NA
"Q3814797","Kevin Bowring","Kevin Bowring",NA,NA,"Flanker",NA,"Great Britain","Wales",NA
"Q3830242","Leo Chiosso",NA,NA,NA,NA,NA,NA,NA,NA
"Q3835650","Liviu Pascu","Liviu Pascu",194,99,"Flanker",NA,"Romania","Romania; Italy",NA
"Q3837077","Lorenzo Sebastiani","Lorenzo Sebastiani",184,118,"Prop",NA,"Italy",NA,NA
"Q3838031","Luca Beccaris","Luca Beccaris",197,120,"2nd Row",NA,"Italy",NA,"/wiki/Petrarca_Rugby"
"Q3838087","Luca Corona","Luca Corona",179,90,"Winger",NA,"Italy",NA,"/wiki/Rugby_Frascati_Union"
"Q3838212","Luca Morisi","Luca Morisi",182,95,"Centre",NA,"Italy",NA,"/wiki/Zebre_Rugby_Club"
"Q3838273","Luca Scarsini","Luca Scarsini",183,118,"Prop",NA,"Italy",NA,"/wiki/Rugby_Lyons"
"Q3838302","Luca Tramontin",NA,NA,NA,NA,NA,NA,NA,NA
"Q3838320","Luca Zara","Luca Zara",182,103,"Hooker",NA,"Italy",NA,"/wiki/Mogliano_Rugby_1969"
"Q3838347","Lucas Barrera Oro","Lucas Barrera Oro",188,95,"Winger",NA,"Argentina",NA,NA
"Q3838816","Lucio Boccaletto","Lucio Boccaletto",NA,NA,"3rd Row",NA,"Italy",NA,NA
"Q3839630","Luigi Ferraro","Luigi Ferraro",180,100,"Hooker",NA,"Italy",NA,NA
"Q3844859","Manrico Marchetto","Manrico Marchetto",NA,NA,"Winger",NA,NA,NA,NA
"Q3845629","Marcello Martone","Marcello Martone",NA,NA,"Fullback",NA,"Italy",NA,NA
"Q3845978","Marco Buscarini","Marco Buscarini",NA,117,"Prop",NA,"Italy",NA,NA
"Q3846121","Marco Filippucci","Marco Filippucci",188,103,"Flanker",NA,"Italy",NA,NA
"Q3846150","Marco Gavazzi","Marco Gavazzi",170,82,"Hooker",NA,"Italy",NA,NA
"Q3846157","Marco Geraci","Marco Geraci",179,110,"Prop; Hooker",NA,"Italy",NA,"/wiki/Benetton_Rugby_Treviso"
"Q3846509","Marco Susio","Marco Susio",188,101,"Winger",NA,"Italy",NA,"/wiki/Rugby_Calvisano"
"Q3848325","Mario Battaglini","Mario Battaglini",185,105,"3rd Row",NA,"Italy",NA,NA
"Q3848930","Mario Pavin","Mario Pavin",185,87,"Flanker",NA,"Italy",NA,NA
"Q3849446","Mark Bingham",NA,NA,NA,NA,NA,NA,NA,NA
"Q3851152","Massimo Brunello","Massimo Brunello",180,81,"Utility Back",NA,"Italy",NA,NA
"Q3851349","Massimo Mascioletti","Massimo Mascioletti",169,74,"Winger",NA,"Italy",NA,NA
"Q3852057","Matteo Appiani","Matteo Appiani",184,81,"Utility Back",NA,"Italy",NA,NA
"Q3852126","Matteo Foschi","Matteo Foschi",190,102,"2nd Row",NA,"Italy",NA,NA
"Q3852496","Maurizio Aluigi","Maurizio Aluigi",190,103,"Prop",NA,"Italy",NA,"/wiki/Rugby_Brescia"
"Q3852828","Mauro Gardin","Mauro Gardin",NA,NA,"2nd Row",NA,"Italy",NA,NA
"Q3854365","Memo Geremia","Memo Geremia",NA,NA,"Prop",NA,"Italy",NA,NA
"Q3856488","Michele Andreotti","Michele Andreotti",200,105,"2nd Row",NA,"Italy",NA,"/wiki/Rugby_Calvisano"
"Q3856546","Michele Carlotto","Michele Carlotto",NA,NA,"Winger",NA,"Italy",NA,NA
"Q3856775","Michele Rizzo","Michele Rizzo",188,115,"Prop",NA,"Italy",NA,NA
"Q3856837","Michele Visentin","Michele Visentin",185,89,"Winger",NA,"Italy",NA,"/wiki/ASD_Rugby_Paese"
"Q3857283","Miguel Ruiz","Miguel Ruiz",194,108,"2nd Row",NA,"Argentina",NA,NA
"Q3857367","Mike Burton","Mike Burton",188,104,"Prop",NA,"Great Britain","England",NA
"Q3857474","Mike Worsley","Mike Worsley",185,106,"Prop",NA,"England",NA,NA
"Q3862942","Moreno Trevisiol","Moreno Trevisiol",NA,NA,"Hooker",NA,"Italy",NA,NA
"Q3870706","Nate Ebner","Nate Ebner",183,100,NA,NA,"U.S.A.",NA,NA
"Q3874309","Neil McCarthy","Neil McCarthy",178,102,"Hooker",NA,"Great Britain","England",NA
"Q3876032","Nick Screnci","Nick Screnci",NA,NA,"Prop",NA,"U.S.A.","Italy",NA
"Q3876046","Nick Youngs","Nick Youngs",NA,NA,"Scrum-Half",NA,"Great Britain","England",NA
"Q3876047","Nick Zisti","Nick Zisti",185,99,"Winger",NA,"Australia","Italy",NA
"Q3876109","Nicola Aldrovandi","Nicola Aldrovandi",160,93,"Centre",NA,"Italy",NA,NA
"Q3876128","Nicola Belardo","Nicola Belardo",195,100,"3rd Row",NA,"Italy",NA,NA
"Q3876190","Nicola De Meneghi","Nicola De Meneghi",185,109,"Prop",NA,"Italy",NA,NA
"Q3876256","Nicola Leonardi","Nicola Leonardi",172,75,"Scrum-Half",NA,"Italy",NA,NA
"Q3876311","Nicola Pavin","Nicola Pavin",191,100,"Fly-Half",NA,"Italy",NA,"/wiki/Rugby_Riviera_1975"
"Q3876507","Nicolás Bossicovich","Nicolás Bossicovich",NA,NA,"2nd Row",NA,"Argentina",NA,NA
"Q3877008","Nili Latu","Nili Latu",183,101,"Flanker",NA,"Tonga",NA,NA
"Q3887366","Ottorino Bettarello","Ottorino Bettarello",NA,NA,"Scrum-Half",NA,"Italy",NA,NA
"Q3888366","Pablo Calanchini","Pablo Calanchini",188,103,"Winger",NA,"Argentina","Italy",NA
"Q3893830","Paolo Buso","Paolo Buso",183,88,"Utility Back",NA,"Italy",NA,"/wiki/CUS_Genova_Rugby"
"Q3894332","Paolo Paoletti","Paolo Paoletti",NA,NA,"Hooker",NA,"Italy",NA,NA
"Q3897121","Pasquale Presutti","Pasquale Presutti",NA,NA,"Prop",NA,"Italy",NA,NA
"Q3898672","Pedro Lanza","Pedro Lanza",NA,NA,"Winger",NA,"Argentina",NA,NA
"Q3903021","Piergianni Farina","Piergianni Farina",NA,NA,"3rd Row",NA,"Italy",NA,NA
"Q3903086","Pierluigi Camiscioni","Pierluigi Camiscioni",NA,NA,"2nd Row",NA,"Italy",NA,NA
"Q3903111","Pierluigi Gentile","Pierluigi Gentile",182,89,"Winger",NA,"Italy","Italy",NA
"Q3903139","Piermarcello Farinelli","Piermarcello Farinelli",NA,NA,"Centre",NA,"Italy",NA,NA
"Q3903145","Piermassimiliano Dotto","Piermassimiliano Dotto",188,83,"Utility Back",NA,"Italy",NA,NA
"Q3903412","Pierpaolo Pedroni","Pierpaolo Pedroni",188,115,"2nd Row",NA,"Italy",NA,NA
"Q3929074","Raffaele Dolfato","Raffaele Dolfato",NA,NA,"Flanker",NA,"Italy",NA,NA
"Q3930845","Raúl Pérez","Raúl Pérez",190,104,"3rd Row",NA,"Argentina",NA,NA
"Q3934898","Richard West","Richard West",203,127,"2nd Row",NA,"Great Britain","England",NA
"Q3939134","Roberto Saetti","Roberto Saetti",196,105,"2nd Row",NA,"Italy",NA,NA
"Q3939560","Rocco Caligiuri","Rocco Caligiuri",NA,NA,"Utility Back",NA,"Italy",NA,NA
"Q3939915","Rodolfo Ambrosio","Rodolfo Ambrosio",177,87,"Utility Back",NA,"Argentina","Italy",NA
"Q3945991","Salvatore Carbone","Salvatore Carbone",174,87,"3rd Row",NA,"Italy",NA,"/wiki/San_Gregorio_Catania_Rugby"
"Q3946072","Salvatore Garozzo","Salvatore Garozzo",NA,NA,"Flanker",NA,"Italy","Italy",NA
"Q3946330","Sam Cox","Sam Cox",183,97,"Centre",NA,"Great Britain","England",NA
"Q3946663","Samuela Vunisa","Samuela Vunisa",189,130,"Number 8",NA,"Fiji","Italy","/wiki/Rugby_Vicenza"
"Q3948202","Sandro Ceppolino","Sandro Ceppolino",184,89,"Centre",NA,"Argentina","Italy",NA
"Q3953568","Sean Hohneck","Sean Hohneck",203,117,"2nd Row",NA,"New Zealand",NA,NA
"Q3953752","Sebastiano Dusi","Sebastiano Dusi",178,73,"Scrum-Half",NA,"Italy",NA,"/wiki/Rugby_Colorno"
"Q3956056","Sergio Carossio","Sergio Carossio",NA,NA,"2nd Row",NA,"Argentina",NA,NA
"Q3956345","Sergio Zorzi","Sergio Zorzi",NA,NA,"Centre",NA,"Italy",NA,NA
"Q3961123","Simon Mason","Simon Mason",185,91,"Fullback",NA,"Great Britain","Ireland",NA
"Q3961221","Simone Favaro","Simone Favaro",184,103,"Flanker",NA,"Italy",NA,NA
"Q3972353","Stefano Annibal","Stefano Annibal",195,110,"2nd Row",NA,"Italy",NA,NA
"Q3972362","Stefano Barba","Stefano Barba",175,80,"Centre",NA,"Italy",NA,NA
"Q3972693","Stefano Romagnoli","Stefano Romagnoli",NA,NA,"Prop",NA,"Italy",NA,NA
"Q3972720","Stefano Scanferla","Stefano Scanferla",186,105,"Flanker",NA,"Italy",NA,"/wiki/Rugby_Milano"
"Q3973205","Stephen Nicol","Stephen Nicol",200,121,"2nd Row",NA,"Great Britain","Italy",NA
"Q3973423","Steven Bortolussi","Steven Bortolussi",174,82,"Utility Back",NA,"Australia","Italy",NA
"Q3991365","Tim Manawatu","Tim Manawatu",188,98,"Fullback",NA,"New Zealand",NA,NA
"Q3991607","Tino Paoletti","Tino Paoletti",183,124,"Prop",NA,"Italy",NA,NA
"Q3991877","Tito Lupini","Tito Lupini",NA,NA,"Prop",NA,"South Africa","Italy",NA
"Q3992106","Tobie Botes","Tobie Botes",180,88,"Scrum-Half",NA,"South Africa","Italy",NA
"Q3992734","Tommaso Castello","Tommaso Castello",184,100,"Centre",NA,"Italy",NA,NA
"Q3992760","Tommaso Fattori","Tommaso Fattori",NA,NA,"Prop",NA,"Italy",NA,NA
"Q4003038","Ulises Gamboa","Ulises Gamboa",180,118,"Prop",NA,"Argentina",NA,NA
"Q4003343","Umberto Calcinai","Umberto Calcinai",NA,77,"Hooker",NA,"New Zealand",NA,NA
"Q4007925","Valerio Vicerè","Valerio Vicerè",179,97,"Hooker",NA,"Italy",NA,"/wiki/Fiamme_Oro_Rugby"
"Q4010127","Vernon Pugh",NA,NA,NA,NA,NA,NA,NA,NA
"Q4015869","Vladimír Pácl","Vladimír Pácl",NA,NA,NA,NA,"Czechoslovakia",NA,NA
"Q4019876","Will Johnson","Will Johnson",191,121,"Prop",NA,"U.S.A.",NA,"/wiki/Rosslyn_Park_Football_Club"
"Q4020100","William McCrum","William McCrum",NA,NA,NA,NA,"Ireland",NA,NA
"Q4020143","William Ryder","William Ryder",174,77,"Fly-Half; Winger; Fullback; Scrum-Half",NA,"Fiji",NA,"/wiki/Toyota_Verblitz"
"Q4120957","Simon Zebo","Simon Zebo",188,94,"Winger",NA,"Ireland","Ireland","/wiki/Racing_92"
"Q4160419","Kingsley Jones","Kingsley Jones",NA,NA,"Flanker",NA,"Great Britain","Wales",NA
"Q4208918","George Cakobau","George Cakobau",NA,NA,NA,NA,NA,NA,NA
"Q4410317","Marcel Garvey","Marcel Garvey",172,87,"Winger",NA,"Great Britain","England",NA
"Q4474828","Eddy Ben Arous","Eddy Ben Arous",183,107,"Prop",NA,"France",NA,"/wiki/Racing_92"
"Q4662456","Aaron Smith","Aaron Smith",171,83,"Scrum-Half",NA,"New Zealand",NA,"/wiki/Toyota_Verblitz"
"Q4709631","Albert Anderson","Albert Anderson",197,111,"2nd Row",NA,"New Zealand",NA,NA
"Q4716935","Alex Dunbar","Alex Dunbar",191,100,"Centre",NA,"Great Britain","Scotland",NA
"Q4717065","Alex Goode","Alex Goode",180,91,"Fullback",NA,"Great Britain","England","/wiki/Saracens_Football_Club"
"Q4717951","Alex Waller","Alex Waller",180,110,"Prop",NA,"Great Britain","England","/wiki/Northampton_Saints"
"Q4721196","Alexandru Țăruș","Alexandru Țăruș",NA,NA,"Prop",NA,"Romania",NA,NA
"Q4730557","Allan Dell","Allan Dell",185,114,"Prop",NA,"South Africa","Scotland","/wiki/London_Irish_Rugby_Football_Club"
"Q4756664","Andrew Conway","Andrew Conway",180,90,"Winger",NA,"Ireland","Ireland",NA
"Q4759311","Andries Coetzee","Andries Coetzee",183,90,"Fullback",NA,"South Africa",NA,"/wiki/Golden_Lions"
"Q4762874","Angelo Esposito","Angelo Esposito",187,91,"Winger",NA,"Italy",NA,"/wiki/Petrarca_Rugby"
"Q4764198","Angus McKeen","Angus McKeen",180,106,"Prop",NA,"Ireland","Ireland",NA
"Q4779344","Apenisa Tuta Vodo","Apenisa Tuta Vodo",186,90,"Winger",NA,"Fiji","Italy",NA
"Q4788055","Ardie Savea","Ardie Savea",190,100,"3rd Row",NA,"New Zealand",NA,NA
"Q4821207","Augustine Pulu","Augustine Pulu",180,89,"Scrum-Half",NA,"New Zealand","New Zealand; Tonga",NA
"Q4831827","Ayumu Goromaru","Ayumu Gorōmaru",185,98,"Fullback",NA,"Japon",NA,NA
"Q4864213","Barry Everitt","Barry Everitt",175,84,"Fly-Half",NA,"Ireland","Ireland",NA
"Q4877438","Beauden Barrett","Beauden Barrett",188,92,"Fly-Half",NA,"New Zealand",NA,"/wiki/Toyota_Verblitz"
"Q4886437","Ben Seymour","Ben Seymour",181,90,"Fly-Half",NA,"New Zealand","Australia",NA
"Q4886609","Ben Volavola","Ben Volavola",191,89,"Fly-Half",NA,"Fiji","Australia; Fiji","/wiki/Union_Sportive_Arlequins_Perpignanais"
"Q4893136","Bernard Foley","Bernard Foley",183,89,"Fly-Half",NA,"Australia",NA,NA
"Q4941870","Bongi Mbonambi","Bongi Mbonambi",175,108,"Hooker",NA,"South Africa",NA,NA
"Q4954874","Bradley Barritt","Brad Barritt",186,96,"Centre",NA,"South Africa","South Africa; England","/wiki/Saracens_Football_Club"
"Q4961160","Brendon Dawson","Brendon Dawson",NA,NA,"3rd Row",NA,"Zimbabwe","Zimbabwe",NA
