"wpName","fusName","rugbyscopeId","teamWP"
"biscarrosse olympique","Biscarrosse olympique rugby; Biscarosse olympique; Biscarrosse; Biscarrosse olympique; Biscarrosse Olympique; Biscarrosse Olympique Rugby; BO","2930",NA
"Bishop's Stortford RFC","Bishop's Stortford RFC; Bishop's Stortford; Bishop's Stortford Rugby Football Club; Bishop’s Stortford; Bishops Stortford RFC; Bishops Stortford Rugby; ビショップズ・ストートフォード","982",NA
"bizanos","Avenir de Bizanos; Bizanos; Avenir Bizanos; Avenir de Bizano","2926",NA
"Bizanos","Avenir de Bizanos; Bizanos; Avenir Bizanos; Avenir de Bizano","2926",NA
"Black Watch","Royal Regiment of Scotland; Black Watch","7921",NA
"Blackheath F.C.","Blackheath F.C.; Blackheath; Blackheath FC; Blackheath Football Club; Blackheath R.C.; Blackheath RC; Blackheath Rugby; Blackheath Rugby Club; Club; ブラックヒースFC","365",NA
"Blaengarw RFC","Blaengarw RFC; Blaengarw","6135",NA
"blaketown","Blaketown Rugby Club; Blaketown","6064",NA
"blanco","Blanco","6698",NA
"bletchley","Bletchley RUFC; Bletchley Rugby Union Football Club","2378",NA
"Blue Bulls A","Bulls; Blue Bulls; Blou bulle; Blue Bulls Rugby Union; Bulls; Die Blou Bulle; Mobil Blue Bulls; Noord-Transvaal; Northern transvaal; Northern Transvaal; Northern Transval; Northern Tranvaal; The Blue Bulls; Vodacom Blue Bulls; Blue Bulls A; Blue Bulls; Blue Bulls / Bulls; Bull; Bulls Rugby Union; Noordelike Bulle; Northern Bulls; The Bulls; Vodacom Blue Bulls; Vodacom Bulls; ブルズ; 노던 불스; ノーザン・トランスヴァール; ブルー・ブルズ; ブルー・ブルズXV; ブルーブルズ","156",NA
"blues trial","Scotland A national rugby union team; Whites trial; Blues trial; Reds trial; Scotland Probables; Scotland Possibles; Écosse A; Escocia A; ru a sco; Scotland A; Scozia A rugby; スコットランドA","1786",NA
"Boland Cavaliers","Boland Cavaliers; Boland; Boland Kavaliers; Boland Rugby; Boland Rugby Union; Kavaliers; Wynboere; ボーランド・カヴァリアーズ; ボーランド・カヴァリアーズU20","235",NA
"Boland Rugby","Boland Cavaliers; Boland; Boland Kavaliers; Boland Rugby; Boland Rugby Union; Kavaliers; Wynboere; ボーランド・カヴァリアーズ; ボーランド・カヴァリアーズU20","235",NA
"bologna","Rugby Bologna; Bologna; Bologna Rugby; Bologne Rugby; Bolonia; Rugby Bologna 1928; Rugby Bologne; Rugby Bologne 1928","610",NA
"Bombo Rugby Firenze","Bombo Rugby Firenze","7023",NA
"Bonneuil Villeneuve","Rst Plateau Briard/Bonneuil Villeneuve Brevannes; Bonneuil Villeneuve; Rugby Club BVB","4956",NA
"Boolaroo","Lake Macquarie Rugby Club; Boolaroo","3642",NA
"Border Country Districts","Border Country Districts","7920",NA
"border rc","Border RC","6072",NA
"borders xv","Border Reivers; Borders XV; Scottish Borders; Scottish Borderers; Scottish Border XV; Border Reivers Rugby Union; Border Reivers Rugby; Borders; The Borders; ボーダー・リーヴァーズ; ボーダー・レイダーズ; ボーダー・レイバース","157",NA
"Boroughmuir RFC","Boroughmuir RFC; Boroughmuir; Boroughmuir Bears; Boroughmuir Rugby & Community Sports Club","158",NA
"boucau","Boucau Tarnos stade; Boucau; Boucau stade; Boucau Stade; Boucau Tarnos; Boucau Tarnos Stade","439",NA
"boucau-tarnos","Boucau Tarnos stade; Boucau; Boucau stade; Boucau Stade; Boucau Tarnos; Boucau Tarnos Stade","439",NA
"Boucau Tarnos","Boucau Tarnos stade; Boucau; Boucau stade; Boucau Stade; Boucau Tarnos; Boucau Tarnos Stade","439",NA
"bourges","Bourges XV; Bourges","3120",NA
"bourges xv","Bourges XV; Bourges","3120",NA
"bournemouth rfc","Bournemouth Rugby Club; Bournemouth; Bournemouth RC; Bournemouth Rugby Football Club","995",NA
"Bowdon and Lymm Club","Bowdon and Lymm Rugby Club; Bowdon and Lymm Club","7919",NA
"box hill broncos","Box Hill RC; Box Hill Rugby; Box Hill; Box Hill Rugby Club; Box Hill Broncos","3637",NA
"box hill rugby","Box Hill RC; Box Hill Rugby; Box Hill; Box Hill Rugby Club; Box Hill Broncos","3637",NA
"boyne rfc","Boyne RFC","998",NA
"bp llandarcy rfc","BP Llandarcy RFC","6106",NA
"bradford rfc","Bradford Park Avenue A.F.C.; Bradford Park Avenue A.F.C.; BPA; BPAAFC; Bradford; Bradford Park Avenue; Bradford Park Avenue AFC; Bradford Park Avenue Association Football Club; Bradford Association Football Club; Bradford FC; Bradford PA; Bradford Park Avenue; Bradford Park Avenue A.F.C.; Bradford Park Avenue AFC; Bradford Park Avenue Association Football Club; Bradford Park Avenue F.C.; Bradford Park Avenue FC; Bradford RFC; The Avenue; Бредфорд футбольний клуб; Бредфорд Парк Авеню; ブラッドフォード・パーク・アベニューFC; 布拉德福德公園大街足球會","159",NA
"Bradford Salem","Bradford Salem RFC","4010",NA
"brakpan","Brakpan","6204",NA
"Brakpan RFC","Brakpan","6204",NA
"Bram","AS Bram","6990",NA
"Brampton Beavers","Brampton Beavers RFC; Brampton Beavers","7918",NA
"Brecon","Brecon RFC; Brecon Rugby Football Club","1001",NA
"breconshire","Breconshire District; Breconshire","7917",NA
"brescia","Rugby Brescia; Associazione Sportiva Rugby Brescia; Brescia; Junior Rugby Brescia; XV Leonessa d'Italia","2036",NA
"Brescia","Rugby Brescia; Associazione Sportiva Rugby Brescia; Brescia; Junior Rugby Brescia; XV Leonessa d'Italia","2036",NA
"Bridgend Ravens","Bridgend Ravens; Bridgend; Bridgend Ravens RFC; Bridgend Ravens Rugby Football Club; Bridgend RFC; Ravens; The Bridge; ブリジェンド; ブリジェンド・レイブンズ","440",NA
"bridgwater","Bridgwater & Albion; Bridgwater; Bridgwater & Albion RFC; Bridgwater & Albion Rugby Football Club; Bridgy","1004",NA
"Brisbane City","Brisbane City; Ballymore Tornadoes; Brisbane City Rugby Union; The Ballymore Tornadoes; バリーモア・トルネードス; バリーモア・トルネードズ; ブリスベン・シティ; ブリスベン・シティー; ブリスベンシティー","424",NA
"Brisbane Easts","Easts Tigers Rugby Union; Brisbane Easts; Easts Rugby Union Inc.; Easts Rugby; Easts Tigers; Tigers","496",NA
"Brisbane Souths","Souths Rugby; Brisbane Souths; Magpies; Souths Magpies; Souths RFC Brisbane; Souths Rugby Union Club; サウス","650",NA
"bristol university","University of Bristol RC; Bristol University; University of Bristol","7616",NA
"british empire forces","British Armed Forces; British Empire Forces; British Army of the Rhine","7486",NA
"British Lions","British & Irish Lions; B&Iライオンズ; British and Irish Lions; British Lions; Leoni britannico-irlandesi; Lions britanniques; Seleccion de rugby de los Leones Britanico-irlandeses; Selección de rugby de los Leones Británico-irlandeses; The British and Irish Lions; The Lions; 不列顛和愛爾蘭雄獅; 英國和愛爾蘭雄獅隊; 英國與愛爾蘭獅子; 英愛之獅","118",NA
"british police","British Police RFC; British Police","7916",NA
"british police rfc","British Police RFC; British Police","7916",NA
"Broad Street Rugby Club","Broadstreet Rugby Club; Broad Street Rugby Club; 'Street; Broadstreet RFC; Broadstreet Rugby Football Club","1011",NA
"Brothers Rugby Club Fiji","Brothers Rugby Club Fiji; Brothers Rugby Club","7568",NA
"Broughton Park","Broughton Park FC; Broughton Park Rugby Union F.C; Broughton Park Rugby; Broughton Park RUFC; Broughton Park; Broughton Park Football Club","1015",NA
"Broughton Park Rugby Union F.C","Broughton Park FC; Broughton Park Rugby Union F.C; Broughton Park Rugby; Broughton Park RUFC; Broughton Park; Broughton Park Football Club","1015",NA
"brunel university","Brunel University; Brunel University RFC","4095",NA
"brunel university rfc","Brunel University; Brunel University RFC","4095",NA
"Brunstane RFC","Brunstane RFC; Brunstane","7915",NA
"brynamman","Brynamman RFC; Brynamman","6121",NA
"Buccaneers RFC","Buccaneers RFC; Buccaneers; Buccaneers Rugby Football Club; Buccs","443",NA
"Buckingham RFC","Buckingham RFC; Buckingham RUFC","4127",NA
"bucovina suceava","CSM Bucovina Suceava; CSM Suceava; Progresul Suceava; Victoria Suceava; Dinamo Suceava; Viitorul Suceava; Chimia Suceava; Bucovina Suceava; Cetatea Suceava","7070",NA
"Bucovina Suceava","CSM Bucovina Suceava; CSM Suceava; Progresul Suceava; Victoria Suceava; Dinamo Suceava; Viitorul Suceava; Chimia Suceava; Bucovina Suceava; Cetatea Suceava","7070",NA
"budowlani lublin","Edach Budowlani Lublin; Budowlani Lublin","7082",NA
"bugue ac","Bugue Athletic Club; Bugue AC; Le Bugue; Le Bugue AC; Le Bugue Athletic Club","546",NA
"builth wells","Builth Wells RFC; The Bulls; Builth Wells Rugby Football Club","1026",NA
"bulava taganrog","Bulava Taganrog; Boulava Taganrog; ブラヴァ・タガンログ","444",NA
"Burnley RUFC","Burnley Rugby Club; Burnley RUFC; Burnley; Burnley Rugby Union Football Club","1031",NA
"burnside","Burnside RUFC; Burnside","3629",NA
"Burotic Abidjan","Burotic Abidjan","7033",NA
"Buzy-Ogeu","Association Sportive Buzy Ogeu; AS Buzy Ogeu","5308",NA
"C. R. Motril","CR Motril; C. R. Motril","7478",NA
"C. S. A. R.","Centre Sud Ardèche Rugby; C. S. A. R.; CSAR; CSAR Rugby","7041",NA
"C.F.R. Pașcani","CFR Pașcani; C.F.R. Pașcani","7042",NA
"c’chartres rugby","C' Chartres Rugby; C'Chartres Rugby; Entente chartraine; Rugby Chartres; Rugby Chartres Métropole; シャルトル; シャルトル・ラグビー","2981",NA
"ca castelsarrasin","Cercle athlétique castelsarrasinois; CA Castelsarrasin; CAC; CAC Castelsarrasin; Castelsarrasin","2401",NA
"CA Castelsarrasin","Cercle athlétique castelsarrasinois; CA Castelsarrasin; CAC; CAC Castelsarrasin; Castelsarrasin","2401",NA
"ca lannemezanais","CA Lannemezan; C.A. Lannemezanais; CAL; Cercle amical lannemezanais; CS Lannemezan; Lannemezan","460",NA
"ca lormont","Club athlétique Lormont Hauts de Garonne; CA Lormont; CA Lormont Hauts de Garonne; CA Lormont HG; Club athlétique Lormont Cenon rive droite; Lormont","2181",NA
"ca périgueux dordogne","CA Périgueux; CA Perigueux; CAPD; CAペリグー; CAぺリジュー; Club athletique Perigueux Dordogne; Club athlétique Périgueux Dordogne; Périgueux","182",NA
"ca pontarlier","Club Athlétique Pontissalien Rugby; CA Pontarlier; CA Pontarlier rugby; CAP Rugby; RC Pontarlier; Rugby club pontissalien rugby","3132",NA
"CA Villeneuve sur Lot","RC Villeneuve; CA Villeneuve sur Lot; C.A. Villeneuve; CA Villeneuve; RC Villeneuve-sur-Lot; Villeneuve XV","4524",NA
"cadeneaux-vitrolles","Pennes Mirabeau Cadeneaux Rugby; Cadeneaux-Vitrolles; Pennes Mirabeau Cadeneaux rugby","4821",NA
"Caerleon RFC","Caerleon R.F.C.; Helmets; Caerleon Rugby Football Club","1043",NA
"Caernarfon RFC","Caernarfon RFC; Caernarfon; Caernarfon Rugby Football Club","1044",NA
"caerphilly rugby club","Caerphilly RFC; Caerphilly; Caerphilly RFC CR Caerffili; Caerphilly Rugby Football Club Clwb Rygbi Caerffili; The Cheesemen/The Castlemen","450",NA
"cahors","Cahors Rugby; Cahors; Cahors rugby; Cahors Rugby - Stade Cadurcien; Cahors XV; Stade cadurcien","295",NA
"Caimani Rugby","Caimani Rugby","7914",NA
"Calafate","Calafate Rugby Club","3339",NA
"calcutta football club","Calcutta Cricket and Football Club; Calcutta Football Club; Calcutta Cricket Club; 加爾各答板球與足球俱樂部; 加尔各答板球和足球俱乐部; সিসিঅ্যান্ডএফসি","2039",NA
"Caldicot RFC","Caldicot RFC; Caldi; Caldicot Rugby Football Club","1045",NA
"Caldy","Caldy Rugby Football Club; Caldy; Caldy RFC; Caldy Rugby Club; The Ravers","1046",NA
"Caledon Club","Caledon RFC; Caledon Club; Caledon","6305",NA
"Caledon RC","Caledon RFC; Caledon Club; Caledon","6305",NA
"caledonian","Caledonian Rugby Club; Caledonian RC; Caledonian","7913",NA
"Caledonians RFC","Caledonian Thebans RFC; Caledonian Thebans Rugby Football Club; Caledonians RFC; The Thebans; The Thebans; Ἱερὸς Λόχος","1047",NA
"calgary canucks","Canucks rugby; Calgary Canucks; Calgary Canucks Rugby Club; Canucks","1058",NA
"Calgary Canucks","Canucks rugby; Calgary Canucks; Calgary Canucks Rugby Club; Canucks","1058",NA
"calgary hornets","Calgary Hornets RFC","7911",NA
"calgary saints","Calgary Saints RC","7912",NA
"calvisano rugby","Rugby Calvisano; Amat. & Calvisano; Calvisano; Calvisano Rugby; Ghial Calvisano; カルヴィザーノ; ラグビー・カルヴィザーノ","40",NA
"camborne school of mines","Camborne School of Mines","4310",NA
"Camborne School of Mines","Camborne School of Mines","4310",NA
"cambridge vandals","Cambridge Vandals","7910",NA
"canada u18","Canada national under-18 rugby union team; Canada -18; Canada Under-18; Canada U18","7036",NA
"canada u19","Canada national under-19 rugby union team; Canada U19; Canada -19; Canadá sub-19","7909",NA
"canada u21","Canada national under-21 rugby union team; Canada U21; Canada -21; Canadá sub-21","7908",NA
"canada under-18","Canada national under-18 rugby union team; Canada -18; Canada Under-18; Canada U18","7036",NA
"canada universities","Canada national university rugby union team; Canada U; Canada Universities","7907",NA
"cannstatter fc","SC 1880 Frankfurt; Frankfurt 1880 RFC; Cannstatter FC; Cannstatter Fussball-Club; Cannstatter Fußball-Club; Francoforte; Francoforte 1880; Francoforte 1880II; SC Francfort 1880; SC Frankfurt; SC Frankfurt 1880; Sport-Club Frankfurt 1880 e.V.","50",NA
"Canterbury","Canterbury Rugby Union Team; Canterbury Under-20s; Canterbury Under-19s; Canterbury B; Canterbury RFU; Canterbury RU; Canterbury RUFC; Canterbury Rugby; Canterbury Rugby Union; Canterbury; カンタベリー","2903",NA
"canterbury b","Canterbury Rugby Union Team; Canterbury Under-20s; Canterbury Under-19s; Canterbury B; Canterbury RFU; Canterbury RU; Canterbury RUFC; Canterbury Rugby; Canterbury Rugby Union; Canterbury; カンタベリー","2903",NA
"Canterbury Under-19s","Canterbury Rugby Union Team; Canterbury Under-20s; Canterbury Under-19s; Canterbury B; Canterbury RFU; Canterbury RU; Canterbury RUFC; Canterbury Rugby; Canterbury Rugby Union; Canterbury; カンタベリー","2903",NA
"Canterbury Under-20s","Canterbury Rugby Union Team; Canterbury Under-20s; Canterbury Under-19s; Canterbury B; Canterbury RFU; Canterbury RU; Canterbury RUFC; Canterbury Rugby; Canterbury Rugby Union; Canterbury; カンタベリー","2903",NA
"canterbury university","University of Canterbury; Canterbury University; カンタベリー大学; クライストチャーチ教育大学","6871",NA
"Canterbury University","University of Canterbury; Canterbury University; カンタベリー大学; クライストチャーチ教育大学","6871",NA
"canton divisional police","Canton Divisional Police","7906",NA
"canton wanderers rfc","Canton Wanderers RFC; Canton Wanderers","7905",NA
"capbreton","Union sportive capbretonnaise; Capbreton; US Capbreton; USC","3151",NA
"Capbreton-Hossegor","Capbreton Hossegor Rugby; Capbreton-Hossegor; Capbreton Hossegor R.; CHR","3153",NA
"Capbreton Hossegor Rugby","Capbreton Hossegor Rugby; Capbreton-Hossegor; Capbreton Hossegor R.; CHR","3153",NA
"cape town defence","Cape Town Defence; Cape Town Defence Force","7898",NA
"Cape Town Defence","Cape Town Defence; Cape Town Defence Force","7898",NA
"Capitolina Roma","Unione Rugby Capitolina; Capitolina Roma; Capitolina; Capitolina Rugby; La Legione Romana; La Legione Romana; The Roman Legion; UR Capitolina; アルマヴィヴァカピトリーナ","49",NA
"capoterra","Amatori Rugby Capoterra; Amatori Capoterra; Amatori Rugby Capoterra ASD; Capoterra","790",NA
"Cardiff Athletic","Cardiff Athletic RFC; Cardiff Athletic","7904",NA
"cardiff athletic rfc","Cardiff Athletic RFC; Cardiff Athletic","7904",NA
"Cardiff Blues U-18","Cardiff Rugby; Blue and Blacks; Cardiff Blues U-18; Cardiff Blues; Cardiff Blues A; Gleision; Gleision Caerdydd; カーディフ; カーディフ・ブルーズ; カーディフ・ラグビー","14",NA
"cardiff college of education","Cardiff College of Education","7903",NA
"Cardiff Medicals RFC","Cardiff Medicals RFC; Cardiff Medicals","7902",NA
"Cardiff Rangers","Cardiff Rangers","7901",NA
"Cardiff Romilly","Cardiff Romilly","7900",NA
"cardiff star","Cardiff Star","7899",NA
"CARF","Club athlétique raphaëlo-fréjusien; CA Saint-Raphaël Fréjus; CARF; Saint-Raphaël","3141",NA
"carlow rfc","County Carlow Football Club; Carlow RFC; Co Carlow Football Club","481",NA
"Carmarthen Quins","Carmarthen Quins RFC; Camarthen Quins; Carmarthen Quins; Carmarthen Quins Rugby Football Club; Carmarthen RFC; Quins; カーマーゼン・クインズ; カーマーゼン・クインズRFC; カーマーゼンクインズ","200",NA
"carmarthenshire county","Carmarthenshire County; Carmarthenshire","7896",NA
"carmarthenshire police","Carmarthenshire Police RC; Carmarthenshire Police","7897",NA
"carmaux","Union sportive carmausine; Carmaux; FC Carmaux; Olympique de Carmaux; U.S. Carmaux; Union Sportive Carmausine; US carmausine; US Carmaux","717",NA
"carqueiranne hyères","RC Hyères Carqueiranne La Crau; Carqueiranne Hyeres Crau; Carqueiranne-Hyères; Hyères; Hyères-Carqueiranne; RC Carqueiranne; RC Carqueiranne-Hyères; RC Carqueiranne Hyères; RC Hyères-C-C; RC Hyères-Carqueiranne; RC Hyères Carq. Crau; RC Hyères Carq. La Crau; RC Hyères Carqueiranne; RC Hyères CC; RCCH; RCHCC; RCイエール; RRC Hyères-Carq.-La Crau; Rugby club Carqueiranne Hyères; Union sportive Carqueiranne","621",NA
"carqueiranne hyeres crau","RC Hyères Carqueiranne La Crau; Carqueiranne Hyeres Crau; Carqueiranne-Hyères; Hyères; Hyères-Carqueiranne; RC Carqueiranne; RC Carqueiranne-Hyères; RC Carqueiranne Hyères; RC Hyères-C-C; RC Hyères-Carqueiranne; RC Hyères Carq. Crau; RC Hyères Carq. La Crau; RC Hyères Carqueiranne; RC Hyères CC; RCCH; RCHCC; RCイエール; RRC Hyères-Carq.-La Crau; Rugby club Carqueiranne Hyères; Union sportive Carqueiranne","621",NA
