,wiki_name,wpPage,stintType,timePeriod,teamName,matchesPlayed,pointsScored
3737,Stephen Begley,https://en.wikipedia.org/wiki/Stephen_Begley,senior_club,1996-98,glasgow warriors,0,0
3738,Stephen Begley,https://en.wikipedia.org/wiki/Stephen_Begley,senior_club,-,lyon,0,0
3739,Stephen Begley,https://en.wikipedia.org/wiki/Stephen_Begley,senior_club,-,brive,0,0
3740,Stephen Begley,https://en.wikipedia.org/wiki/Stephen_Begley,senior_club,-,scottish exiles,0,0
3741,Stephen Begley,https://en.wikipedia.org/wiki/Stephen_Begley,international,-,scotland u21,0,0
3742,Khanyo Ngcukana,https://en.wikipedia.org/wiki/Khanyo_Ngcukana,amateur,2015-2017,uct ikey tigers,0,20
3743,Khanyo Ngcukana,https://en.wikipedia.org/wiki/Khanyo_Ngcukana,senior_club,2016-present,western province,0,35
3744,Khanyo Ngcukana,https://en.wikipedia.org/wiki/Khanyo_Ngcukana,international,2015,south africa under-20,0,5
3745,Eddie Butler,https://en.wikipedia.org/wiki/Eddie_Butler_(rugby_union),amateur,1976-1990,pontypool rfc,0,0
3746,Perry Baker,https://en.wikipedia.org/wiki/Perry_Baker,amateur,2013-2014,tiger rugby (ohio),0,0
3747,Perry Baker,https://en.wikipedia.org/wiki/Perry_Baker,amateur,-,1823 (ohio),0,0
3748,John Anderson,https://en.wikipedia.org/wiki/John_Anderson_(New_Zealand_engineer),amateur,-,west of scotland,0,0
3749,Brett Connon,https://en.wikipedia.org/wiki/Brett_Connon,amateur,2014-2015,tynedale,0,107
3750,Brett Connon,https://en.wikipedia.org/wiki/Brett_Connon,amateur,2015-2017,blaydon,0,207
3751,Brett Connon,https://en.wikipedia.org/wiki/Brett_Connon,amateur,2017-2018,darlington mowden park,0,70
3752,Brett Connon,https://en.wikipedia.org/wiki/Brett_Connon,senior_club,2016-,newcastle falcons,0,364
3753,Brett Connon,https://en.wikipedia.org/wiki/Brett_Connon,senior_club,2016-2017,→rotherham titans,0,5
3754,Brett Connon,https://en.wikipedia.org/wiki/Brett_Connon,international,2016,ireland u20,0,25
3755,Wilf Wooller,https://en.wikipedia.org/wiki/Wilf_Wooller,amateur,-,colwyn bay rfc,0,0
3756,Wilf Wooller,https://en.wikipedia.org/wiki/Wilf_Wooller,amateur,-,sale,0,0
3757,Wilf Wooller,https://en.wikipedia.org/wiki/Wilf_Wooller,amateur,-,glamorgan,0,0
3758,Wilf Wooller,https://en.wikipedia.org/wiki/Wilf_Wooller,amateur,-,cambridge university r.u.f.c.,0,0
3759,Wilf Wooller,https://en.wikipedia.org/wiki/Wilf_Wooller,amateur,-,cardiff rfc,0,0
3760,Wilf Wooller,https://en.wikipedia.org/wiki/Wilf_Wooller,amateur,-,the army,0,0
3761,Wilf Wooller,https://en.wikipedia.org/wiki/Wilf_Wooller,amateur,-,barbarian f.c.,0,0
3762,Walter Argus,https://en.wikipedia.org/wiki/Wally_Argus,amateur,"1941-42, 46-49",linwood,0,0
3763,Walter Argus,https://en.wikipedia.org/wiki/Wally_Argus,senior_club,"1941-42, 46-49",canterbury,0,0
3764,Walter Argus,https://en.wikipedia.org/wiki/Wally_Argus,international,1946-47,new zealand,0,12
3765,Franna du Toit,https://en.wikipedia.org/wiki/Franna_du_Toit,amateur,2010-2014,ufs shimlas,0,54
3766,Franna du Toit,https://en.wikipedia.org/wiki/Franna_du_Toit,senior_club,2010-2011,free state cheetahs,0,5
3767,Franna du Toit,https://en.wikipedia.org/wiki/Franna_du_Toit,senior_club,2013-present,griffons,0,153
3768,Franna du Toit,https://en.wikipedia.org/wiki/Franna_du_Toit,international,2008,south africa under-18 elite squad,0,0
3769,Franna du Toit,https://en.wikipedia.org/wiki/Franna_du_Toit,international,2008,south africa schools,0,0
3770,Franna du Toit,https://en.wikipedia.org/wiki/Franna_du_Toit,international,2012,south africa students,0,7
3771,Gerwyn Williams,https://en.wikipedia.org/wiki/Gerwyn_Williams,amateur,-,devonport services r.f.c.,0,0
3772,Gerwyn Williams,https://en.wikipedia.org/wiki/Gerwyn_Williams,amateur,-,royal navy,0,0
3773,Gerwyn Williams,https://en.wikipedia.org/wiki/Gerwyn_Williams,amateur,-,london welsh rfc,0,0
3774,Gerwyn Williams,https://en.wikipedia.org/wiki/Gerwyn_Williams,amateur,-,llanelli rfc,0,0
3775,Gerwyn Williams,https://en.wikipedia.org/wiki/Gerwyn_Williams,amateur,-,middlesex,0,0
3776,Gerwyn Williams,https://en.wikipedia.org/wiki/Gerwyn_Williams,amateur,-,hampshire,0,0
3777,Gerwyn Williams,https://en.wikipedia.org/wiki/Gerwyn_Williams,amateur,-,london counties,0,0
3778,Gerwyn Williams,https://en.wikipedia.org/wiki/Gerwyn_Williams,amateur,-,barbarian f.c.,0,0
3779,Alexander Metz,https://en.wikipedia.org/wiki/Alexander_Metz,amateur,0-2010,tsv handschuhsheim,0,0
3780,Alexander Metz,https://en.wikipedia.org/wiki/Alexander_Metz,amateur,2010-2011,rg heidelberg,0,0
3781,Alexander Metz,https://en.wikipedia.org/wiki/Alexander_Metz,amateur,2011-,northwood crusaders,0,0
3782,Frank Gordon,https://en.wikipedia.org/wiki/Frank_Gordon_(rugby_union),amateur,1894 - 1907,swansea rfc,0,0
3783,Lorenzo Sebastiani,https://en.wikipedia.org/wiki/Lorenzo_Sebastiani,amateur,2005-07,l'aquila,0,0
3784,Lorenzo Sebastiani,https://en.wikipedia.org/wiki/Lorenzo_Sebastiani,senior_club,2009,l'aquila,0,0
3785,Jorge Cilley,https://en.wikipedia.org/wiki/Jorge_Cilley,amateur,-,c.a. san isidro,0,0
3786,Jorge Cilley,https://en.wikipedia.org/wiki/Jorge_Cilley,amateur,1935-1943,san isidro club,0,0
3787,Finlay Calder,https://en.wikipedia.org/wiki/Finlay_Calder,amateur,-,stewart's melville,0,0
3788,Finlay Calder,https://en.wikipedia.org/wiki/Finlay_Calder,amateur,-,heriots,0,0
3789,Finlay Calder,https://en.wikipedia.org/wiki/Finlay_Calder,senior_club,-,edinburgh district,0,0
3790,Finlay Calder,https://en.wikipedia.org/wiki/Finlay_Calder,senior_club,1986,combined scottish districts,0,0
3791,Finlay Calder,https://en.wikipedia.org/wiki/Finlay_Calder,international,1983-84,scotland 'b',0,0
3792,Finlay Calder,https://en.wikipedia.org/wiki/Finlay_Calder,international,1986-91,scotland,0,8
3793,Finlay Calder,https://en.wikipedia.org/wiki/Finlay_Calder,international,1989,british and irish lions,0,0
3794,Ollie Smith,"https://en.wikipedia.org/wiki/Ollie_Smith_(rugby_union,_born_1982)",amateur,-,loughborough students,0,0
3795,Ollie Smith,"https://en.wikipedia.org/wiki/Ollie_Smith_(rugby_union,_born_1982)",amateur,-,old bosworthians,0,0
3796,Ollie Smith,"https://en.wikipedia.org/wiki/Ollie_Smith_(rugby_union,_born_1982)",amateur,-,market bosworth,0,0
3797,Ollie Smith,"https://en.wikipedia.org/wiki/Ollie_Smith_(rugby_union,_born_1982)",senior_club,2000-2008,leicester tigers,0,185
3798,Ollie Smith,"https://en.wikipedia.org/wiki/Ollie_Smith_(rugby_union,_born_1982)",senior_club,2008-2010,montpellier,0,0
3799,Ollie Smith,"https://en.wikipedia.org/wiki/Ollie_Smith_(rugby_union,_born_1982)",senior_club,2010-2012,harlequins,0,0
3800,Ollie Smith,"https://en.wikipedia.org/wiki/Ollie_Smith_(rugby_union,_born_1982)",international,2000-2001,england u19,0,0
3801,Ollie Smith,"https://en.wikipedia.org/wiki/Ollie_Smith_(rugby_union,_born_1982)",international,2001-2002,england u21,0,0
3802,Ollie Smith,"https://en.wikipedia.org/wiki/Ollie_Smith_(rugby_union,_born_1982)",international,2003-2005,england,0,0
3803,Ollie Smith,"https://en.wikipedia.org/wiki/Ollie_Smith_(rugby_union,_born_1982)",international,2005,british & irish lions,0,5
3804,Mark Denney,https://en.wikipedia.org/wiki/Mark_Denney,amateur,1992-93,bedford,0,0
3805,Mark Denney,https://en.wikipedia.org/wiki/Mark_Denney,senior_club,1993-1998,bristol,0,20
3806,Mark Denney,https://en.wikipedia.org/wiki/Mark_Denney,senior_club,1998-2004,london wasps,0,105
3807,Mark Denney,https://en.wikipedia.org/wiki/Mark_Denney,senior_club,2004-2005,castres,0,36
3808,Mark Denney,https://en.wikipedia.org/wiki/Mark_Denney,senior_club,2005-2006,olney rfc,0,0
3809,Alfred Cooke,https://en.wikipedia.org/wiki/Alfred_Cooke,amateur,1893-95,merivale,0,0
3810,Alfred Cooke,https://en.wikipedia.org/wiki/Alfred_Cooke,senior_club,1893-95,canterbury,0,0
3811,Alfred Cooke,https://en.wikipedia.org/wiki/Alfred_Cooke,international,1894,new zealand,0,0
3812,Rowe Harding,https://en.wikipedia.org/wiki/Rowe_Harding,amateur,1919-1920,loughor rfc,0,0
3813,Rowe Harding,https://en.wikipedia.org/wiki/Rowe_Harding,amateur,1920,llanelli rfc,0,0
3814,Rowe Harding,https://en.wikipedia.org/wiki/Rowe_Harding,amateur,1920-1929,swansea rfc,0,0
3815,Rowe Harding,https://en.wikipedia.org/wiki/Rowe_Harding,amateur,1926-1927,cambridge university r.u.f.c.,0,0
3816,Rowe Harding,https://en.wikipedia.org/wiki/Rowe_Harding,amateur,1923-24,barbarian f.c.,0,0
3817,Byron Hayward,https://en.wikipedia.org/wiki/Byron_Hayward,amateur,-,ebbw vale rfc,0,0
3818,Byron Hayward,https://en.wikipedia.org/wiki/Byron_Hayward,amateur,-,llanelli rfc,0,0
3819,Byron Hayward,https://en.wikipedia.org/wiki/Byron_Hayward,amateur,-,gloucester rugby,0,0
3820,Byron Hayward,https://en.wikipedia.org/wiki/Byron_Hayward,amateur,-,sale sharks,0,0
3821,Byron Hayward,https://en.wikipedia.org/wiki/Byron_Hayward,amateur,-,pontypool rfc,0,0
3822,Rudi van Rooyen,https://en.wikipedia.org/wiki/Rudi_van_Rooyen,amateur,2012,up tuks,0,0
3823,Rudi van Rooyen,https://en.wikipedia.org/wiki/Rudi_van_Rooyen,senior_club,2012-2014,blue bulls,0,0
3824,Rudi van Rooyen,https://en.wikipedia.org/wiki/Rudi_van_Rooyen,senior_club,2014-2017,griquas,0,50
3825,Rudi van Rooyen,https://en.wikipedia.org/wiki/Rudi_van_Rooyen,senior_club,2017-2019,southern kings,0,10
3826,Rudi van Rooyen,https://en.wikipedia.org/wiki/Rudi_van_Rooyen,senior_club,2017,eastern province kings,0,0
3827,Rudi van Rooyen,https://en.wikipedia.org/wiki/Rudi_van_Rooyen,senior_club,2019-present,lokomotiv-penza,0,0
3828,Rudi van Rooyen,https://en.wikipedia.org/wiki/Rudi_van_Rooyen,international,2010,s.a. under-18,0,0
3829,Chris van Zyl,https://en.wikipedia.org/wiki/Chris_van_Zyl,amateur,2011,maties,0,0
3830,Chris van Zyl,https://en.wikipedia.org/wiki/Chris_van_Zyl,senior_club,2013-2014,golden lions xv,0,0
3831,Chris van Zyl,https://en.wikipedia.org/wiki/Chris_van_Zyl,senior_club,2013-2014,golden lions,0,0
3832,Chris van Zyl,https://en.wikipedia.org/wiki/Chris_van_Zyl,senior_club,2015-2021,western province,0,5
3833,Chris van Zyl,https://en.wikipedia.org/wiki/Chris_van_Zyl,senior_club,2016-2020,stormers,0,5
3834,John Knox,https://en.wikipedia.org/wiki/John_Knox_(rugby_union),amateur,-,kelvinside academicals,0,0
3835,John Knox,https://en.wikipedia.org/wiki/John_Knox_(rugby_union),senior_club,-,glasgow district,0,0
3836,John Knox,https://en.wikipedia.org/wiki/John_Knox_(rugby_union),international,1903,scotland,0,0
3837,John Knox,https://en.wikipedia.org/wiki/John_Knox_(rugby_union),international,1949,french tour of argentina,0,0
3838,John Dyke,https://en.wikipedia.org/wiki/John_Dyke_(rugby_union),amateur,-,penarth rfc,0,0
3839,John Dyke,https://en.wikipedia.org/wiki/John_Dyke_(rugby_union),amateur,-,london welsh rfc,0,0
3840,John Dyke,https://en.wikipedia.org/wiki/John_Dyke_(rugby_union),amateur,-,glamorgan county rfc,0,0
3841,John Dyke,https://en.wikipedia.org/wiki/John_Dyke_(rugby_union),amateur,-,coventry r.f.c.,0,0
3842,John Dyke,https://en.wikipedia.org/wiki/John_Dyke_(rugby_union),amateur,-,barbarian f.c.,0,0
3843,Billy Cleaver,https://en.wikipedia.org/wiki/Billy_Cleaver,amateur,1945-1951,cardiff rfc,0,0
3844,Billy Cleaver,https://en.wikipedia.org/wiki/Billy_Cleaver,amateur,1946-1947,barbarian f.c.,0,0
3845,Rod Seib,https://en.wikipedia.org/wiki/Rod_Seib,amateur,1996-2000,sunnybank,0,0
3846,Rod Seib,https://en.wikipedia.org/wiki/Rod_Seib,amateur,2001-2011,aberdeen gsfp,0,0
3847,Rod Seib,https://en.wikipedia.org/wiki/Rod_Seib,senior_club,2002-2004,glasgow warriors,0,0
3848,Rod Seib,https://en.wikipedia.org/wiki/Rod_Seib,senior_club,1999-2000,queensland,0,0
3849,Eduan van der Walt,https://en.wikipedia.org/wiki/Eduan_van_der_Walt,amateur,2008,up tuks,0,0
3850,Eduan van der Walt,https://en.wikipedia.org/wiki/Eduan_van_der_Walt,senior_club,2006-2008,blue bulls,0,0
3851,Eduan van der Walt,https://en.wikipedia.org/wiki/Eduan_van_der_Walt,senior_club,2008-2015,pumas,0,50
3852,Eduan van der Walt,https://en.wikipedia.org/wiki/Eduan_van_der_Walt,international,2012,south african barbarians (north),0,0
3853,Eduan van der Walt,https://en.wikipedia.org/wiki/Eduan_van_der_Walt,international,2013,south africa president's xv,0,5
3854,Jerónimo Etcheverry,https://en.wikipedia.org/wiki/Jer%C3%B3nimo_Etcheverry,amateur,2008-2010,carrasco polo club,0,0
3855,Jerónimo Etcheverry,https://en.wikipedia.org/wiki/Jer%C3%B3nimo_Etcheverry,amateur,2014-,carrasco polo club,0,0
3856,Jerónimo Etcheverry,https://en.wikipedia.org/wiki/Jer%C3%B3nimo_Etcheverry,senior_club,2011-2014,valpolicella,0,0
3857,Jerónimo Etcheverry,https://en.wikipedia.org/wiki/Jer%C3%B3nimo_Etcheverry,international,2008-2016,uruguay,0,213
3858,Garrett Fitzgerald,https://en.wikipedia.org/wiki/Garrett_Fitzgerald_(rugby_union),amateur,-,cork constitution,0,0
3859,Tim Barker,https://en.wikipedia.org/wiki/Tim_Barker_(rugby_union),amateur,-,rainey old boys,0,0
3860,Tim Barker,https://en.wikipedia.org/wiki/Tim_Barker_(rugby_union),senior_club,2003-05,ulster,0,0
3861,Tim Barker,https://en.wikipedia.org/wiki/Tim_Barker_(rugby_union),senior_club,2005-06,glasgow warriors,0,0
3862,Tim Barker,https://en.wikipedia.org/wiki/Tim_Barker_(rugby_union),senior_club,2006-07,ulster,0,0
3863,Tim Barker,https://en.wikipedia.org/wiki/Tim_Barker_(rugby_union),senior_club,2007-2008,castres olympique,0,0
3864,Tim Barker,https://en.wikipedia.org/wiki/Tim_Barker_(rugby_union),senior_club,2008-2010,glasgow warriors,0,0
3865,Tim Barker,https://en.wikipedia.org/wiki/Tim_Barker_(rugby_union),senior_club,2010-12,ulster,0,0
3866,Max Argyle,https://en.wikipedia.org/wiki/Max_Argyle,amateur,-,sheffield tigers,0,0
3867,Max Argyle,https://en.wikipedia.org/wiki/Max_Argyle,senior_club,2013 - 2015,rotherham titans,0,0
3868,Max Argyle,https://en.wikipedia.org/wiki/Max_Argyle,senior_club,2016-,jersey reds,0,0
3869,Jerry Shea,https://en.wikipedia.org/wiki/Jerry_Shea,amateur,1919,pill harriers rfc,0,0
3870,Jerry Shea,https://en.wikipedia.org/wiki/Jerry_Shea,amateur,1919-1921,newport rfc,0,0
3871,Johannes Redelinghuys,https://en.wikipedia.org/wiki/Johnny_Redelinghuys,amateur,2004,free state cheetahs academy,0,0
3872,Johannes Redelinghuys,https://en.wikipedia.org/wiki/Johnny_Redelinghuys,senior_club,2011–present,welwitschias,0,0
3873,Johannes Redelinghuys,https://en.wikipedia.org/wiki/Johnny_Redelinghuys,senior_club,2006–present,wanderers,0,0
3874,Johannes Redelinghuys,https://en.wikipedia.org/wiki/Johnny_Redelinghuys,senior_club,2005,free state cheetahs,0,0
3875,Johannes Redelinghuys,https://en.wikipedia.org/wiki/Johnny_Redelinghuys,international,2006-2015,namibia,0,25
3876,Duncan Paterson,https://en.wikipedia.org/wiki/Duncan_Paterson,amateur,-,gala rfc,0,0
3877,Jonathan Adendorf,https://en.wikipedia.org/wiki/Jonathan_Adendorf,amateur,2008-2010,maties,0,25
3878,Jonathan Adendorf,https://en.wikipedia.org/wiki/Jonathan_Adendorf,senior_club,2011,pumas,0,0
3879,Jonathan Adendorf,https://en.wikipedia.org/wiki/Jonathan_Adendorf,senior_club,2012-present,griquas,0,30
3880,Archibald Walker,https://en.wikipedia.org/wiki/Archibald_Walker,amateur,-,fettesian-lorettonians,0,0
3881,Archibald Walker,https://en.wikipedia.org/wiki/Archibald_Walker,amateur,-,oxford university,0,0
3882,Archibald Walker,https://en.wikipedia.org/wiki/Archibald_Walker,senior_club,1881,glasgow district,0,0
3883,Archibald Walker,https://en.wikipedia.org/wiki/Archibald_Walker,senior_club,1882,west of scotland district,0,0
3884,Archibald Walker,https://en.wikipedia.org/wiki/Archibald_Walker,international,1881-83,scotland,0,0
3885,John Jeffery,https://en.wikipedia.org/wiki/John_Jeffery_(rugby_union),amateur,-,blackwood rfc,0,0
3886,John Jeffery,https://en.wikipedia.org/wiki/John_Jeffery_(rugby_union),amateur,-,newport rfc,0,0
3887,John Jeffery,https://en.wikipedia.org/wiki/John_Jeffery_(rugby_union),amateur,-,ebbw vale rfc,0,0
3888,John Jeffery,https://en.wikipedia.org/wiki/John_Jeffery_(rugby_union),amateur,-,barbarian f.c.,0,0
3889,John Jeffery,https://en.wikipedia.org/wiki/John_Jeffery_(rugby_union),amateur,-,monmouthshire,0,0
3890,Tom Bliss,https://en.wikipedia.org/wiki/Tom_Bliss,amateur,2010-13,loughborough students,0,0
3891,Tom Bliss,https://en.wikipedia.org/wiki/Tom_Bliss,senior_club,2014,leicester tigers(trial),0,0
3892,Tom Bliss,https://en.wikipedia.org/wiki/Tom_Bliss,senior_club,2014-16,wasps,0,0
3893,Tom Bliss,https://en.wikipedia.org/wiki/Tom_Bliss,senior_club,2015,ealing trailfinders(loan),0,0
3894,Tom Bliss,https://en.wikipedia.org/wiki/Tom_Bliss,senior_club,2016,san diego breakers,0,10
3895,Tom Bliss,https://en.wikipedia.org/wiki/Tom_Bliss,senior_club,2016-17,richmond,0,0
3896,Tom Bliss,https://en.wikipedia.org/wiki/Tom_Bliss,international,2013,usa u20,0,0
3897,Tom Bliss,https://en.wikipedia.org/wiki/Tom_Bliss,international,2016,united states,0,0
3898,Christian Stewart,https://en.wikipedia.org/wiki/Christian_Stewart,amateur,1987-1988,maties,0,0
3899,Christian Stewart,https://en.wikipedia.org/wiki/Christian_Stewart,amateur,1989-,villagers,0,0
3900,Christian Stewart,https://en.wikipedia.org/wiki/Christian_Stewart,senior_club,1987-1998,western province,0,0
3901,Christian Stewart,https://en.wikipedia.org/wiki/Christian_Stewart,senior_club,1998,stormers,0,0
3902,Christian Stewart,https://en.wikipedia.org/wiki/Christian_Stewart,international,1991-1995,canada,0,10
3903,Christian Stewart,https://en.wikipedia.org/wiki/Christian_Stewart,international,1998,south africa,0,0
3904,James Hutton,https://en.wikipedia.org/wiki/James_Hutton_(rugby_union),amateur,-,lieutenant brown's xv,0,0
3905,James Hutton,https://en.wikipedia.org/wiki/James_Hutton_(rugby_union),amateur,-,harlequins,0,0
3906,James Hutton,https://en.wikipedia.org/wiki/James_Hutton_(rugby_union),senior_club,1928-31,kent,0,0
3907,James Hutton,https://en.wikipedia.org/wiki/James_Hutton_(rugby_union),senior_club,1930,anglo-scots,0,0
3908,James Hutton,https://en.wikipedia.org/wiki/James_Hutton_(rugby_union),senior_club,1931,scotland probables,0,0
3909,James Hutton,https://en.wikipedia.org/wiki/James_Hutton_(rugby_union),international,1930-31,scotland,0,0
3910,Chris Whitaker,https://en.wikipedia.org/wiki/Chris_Whitaker,amateur,1996-2005,randwick,0,0
3911,Chris Whitaker,https://en.wikipedia.org/wiki/Chris_Whitaker,senior_club,2006-2009,leinster,0,25
3912,Chris Whitaker,https://en.wikipedia.org/wiki/Chris_Whitaker,senior_club,1997-2006,nsw waratahs,0,60
3913,Chris Whitaker,https://en.wikipedia.org/wiki/Chris_Whitaker,international,1998-2005,australia,0,10
3914,David John Thomas,https://en.wikipedia.org/wiki/David_John_Thomas,amateur,-,gowerton rfc,0,0
3915,David John Thomas,https://en.wikipedia.org/wiki/David_John_Thomas,amateur,-,dunvant rfc,0,0
3916,David John Thomas,https://en.wikipedia.org/wiki/David_John_Thomas,amateur,-,swansea rfc,0,0
3917,Matteo Canali,https://en.wikipedia.org/wiki/Matteo_Canali,amateur,2017−2018,colorno,0,0
3918,Matteo Canali,https://en.wikipedia.org/wiki/Matteo_Canali,senior_club,2016−2018,f.i.r. academy,0,0
3919,Matteo Canali,https://en.wikipedia.org/wiki/Matteo_Canali,senior_club,2018−2021,rovigo delta,0,30
3920,Matteo Canali,https://en.wikipedia.org/wiki/Matteo_Canali,senior_club,2020−2021,→benetton,0,0
3921,Matteo Canali,https://en.wikipedia.org/wiki/Matteo_Canali,senior_club,2021−2023,petrarca padova,0,5
3922,Matteo Canali,https://en.wikipedia.org/wiki/Matteo_Canali,senior_club,2023−,zebre parma,0,0
3923,Matteo Canali,https://en.wikipedia.org/wiki/Matteo_Canali,international,2018,italy under 20,0,0
3924,Matteo Canali,https://en.wikipedia.org/wiki/Matteo_Canali,international,2021-2022,italy a,0,0
3925,Matteo Canali,https://en.wikipedia.org/wiki/Matteo_Canali,international,2024-,italy,0,0
3926,Henry Hutchison,https://en.wikipedia.org/wiki/Henry_Hutchison,amateur,2014-,randwick,0,0
3927,Henry Hutchison,https://en.wikipedia.org/wiki/Henry_Hutchison,senior_club,2017-,melbourne rising,0,5
3928,Henry Hutchison,https://en.wikipedia.org/wiki/Henry_Hutchison,senior_club,2018,rebels,0,0
3929,Callum Reid,"https://en.wikipedia.org/wiki/Callum_Reid_(rugby_union,_born_1992)",amateur,2015-present,boroughmuir rfc,0,0
3930,Michihito Chida,https://en.wikipedia.org/wiki/Michihito_Chida,amateur,-,kurosawajiri high school,0,0
3931,Michihito Chida,https://en.wikipedia.org/wiki/Michihito_Chida,senior_club,1980-1988,nippon steel kamaishi,0,0
3932,Michihito Chida,https://en.wikipedia.org/wiki/Michihito_Chida,international,1980-1987,japan,0,0
3933,Conraad van Vuuren,https://en.wikipedia.org/wiki/Conraad_van_Vuuren,amateur,2015-2016,ufs shimlas,0,19
3934,Conraad van Vuuren,https://en.wikipedia.org/wiki/Conraad_van_Vuuren,senior_club,2016,free state cheetahs,0,0
3935,Conraad van Vuuren,https://en.wikipedia.org/wiki/Conraad_van_Vuuren,senior_club,2017-2019,bulls,0,5
3936,Conraad van Vuuren,https://en.wikipedia.org/wiki/Conraad_van_Vuuren,senior_club,2017-2018,blue bulls xv,0,0
3937,Conraad van Vuuren,https://en.wikipedia.org/wiki/Conraad_van_Vuuren,senior_club,2017-2019,blue bulls,0,5
3938,Conraad van Vuuren,https://en.wikipedia.org/wiki/Conraad_van_Vuuren,senior_club,2020,sunwolves,0,0
3939,Conraad van Vuuren,https://en.wikipedia.org/wiki/Conraad_van_Vuuren,senior_club,2020-,cheetahs,0,0
3940,Conraad van Vuuren,https://en.wikipedia.org/wiki/Conraad_van_Vuuren,senior_club,2020-2023,free state cheetahs,0,10
3941,Conraad van Vuuren,https://en.wikipedia.org/wiki/Conraad_van_Vuuren,senior_club,2023-,lions,0,5
3942,Conraad van Vuuren,https://en.wikipedia.org/wiki/Conraad_van_Vuuren,senior_club,2024-,golden lions,0,0
3943,Conraad van Vuuren,https://en.wikipedia.org/wiki/Conraad_van_Vuuren,international,2013,south africa schools,0,0
3944,Hugh Orr,https://en.wikipedia.org/wiki/Hugh_Orr_(rugby_union),amateur,-,london scottish,0,0
3945,Hugh Orr,https://en.wikipedia.org/wiki/Hugh_Orr_(rugby_union),senior_club,1902-03,anglo-scots,0,0
3946,Hugh Orr,https://en.wikipedia.org/wiki/Hugh_Orr_(rugby_union),international,1903-04,scotland,0,3
3947,Bill Dickinson,https://en.wikipedia.org/wiki/Bill_Dickinson,amateur,-,jordanhill rfc,0,0
3948,Chris Baumann,https://en.wikipedia.org/wiki/Chris_Baumann,amateur,2009,gentlemen of aspen rfc,0,0
3949,Chris Baumann,https://en.wikipedia.org/wiki/Chris_Baumann,amateur,2011,east kilbride rfc,0,0
3950,Chris Baumann,https://en.wikipedia.org/wiki/Chris_Baumann,amateur,2012,yokohama club,0,0
3951,Chris Baumann,https://en.wikipedia.org/wiki/Chris_Baumann,amateur,2013-2014,randwick,0,0
3952,Chris Baumann,https://en.wikipedia.org/wiki/Chris_Baumann,amateur,2014,nyac,0,0
3953,Chris Baumann,https://en.wikipedia.org/wiki/Chris_Baumann,amateur,2015,santa monica rugby club,0,0
3954,Chris Baumann,https://en.wikipedia.org/wiki/Chris_Baumann,amateur,2015,austin blacks,0,0
3955,Chris Baumann,https://en.wikipedia.org/wiki/Chris_Baumann,amateur,2016,denver barbarians,0,0
3956,Chris Baumann,https://en.wikipedia.org/wiki/Chris_Baumann,amateur,2018-2020,austin blacks,0,0
3957,Chris Baumann,https://en.wikipedia.org/wiki/Chris_Baumann,senior_club,2016,denver stampede,0,0
3958,Chris Baumann,https://en.wikipedia.org/wiki/Chris_Baumann,senior_club,2016,wellington,0,0
3959,Chris Baumann,https://en.wikipedia.org/wiki/Chris_Baumann,senior_club,2017-2018,leicester tigers,0,0
3960,Chris Baumann,https://en.wikipedia.org/wiki/Chris_Baumann,senior_club,2021-,san diego legion,0,0
3961,Chris Baumann,https://en.wikipedia.org/wiki/Chris_Baumann,international,2014,usa selects,0,0
3962,Chris Baumann,https://en.wikipedia.org/wiki/Chris_Baumann,international,2015-2018,united states,0,10
3963,William Moberly,https://en.wikipedia.org/wiki/William_Moberly,amateur,-,clifton rugby football club,0,0
3964,William Moberly,https://en.wikipedia.org/wiki/William_Moberly,amateur,-,gloucestershire,0,0
3965,Francis Ward,https://en.wikipedia.org/wiki/Francis_Ward_(rugby_union),amateur,1920-21,university,0,0
3966,Francis Ward,https://en.wikipedia.org/wiki/Francis_Ward_(rugby_union),senior_club,1920-21,otago,0,0
3967,Francis Ward,https://en.wikipedia.org/wiki/Francis_Ward_(rugby_union),international,1921,new zealand,0,0
3968,Andrew Durutalo,https://en.wikipedia.org/wiki/Andrew_Durutalo,amateur,2012,opsb,0,0
3969,Andrew Durutalo,https://en.wikipedia.org/wiki/Andrew_Durutalo,amateur,2021-2022,oxford university rfc,0,0
3970,Andrew Durutalo,https://en.wikipedia.org/wiki/Andrew_Durutalo,senior_club,2017-2018,ealing trailfinders,0,20
3971,Andrew Durutalo,https://en.wikipedia.org/wiki/Andrew_Durutalo,senior_club,2017-2018,worcester warriors,0,0
3972,Andrew Durutalo,https://en.wikipedia.org/wiki/Andrew_Durutalo,senior_club,2018-2020,ealing trailfinders,0,42
3973,Andrew Durutalo,https://en.wikipedia.org/wiki/Andrew_Durutalo,senior_club,2020-,seattle seawolves,0,5
3974,Andrew Durutalo,https://en.wikipedia.org/wiki/Andrew_Durutalo,international,2006,fiji u20,0,5
3975,Andrew Durutalo,https://en.wikipedia.org/wiki/Andrew_Durutalo,international,2012-2018,usa,0,20
3976,Carl Wegner,https://en.wikipedia.org/wiki/Carl_Wegner,amateur,2012,cut ixias,0,0
3977,Carl Wegner,https://en.wikipedia.org/wiki/Carl_Wegner,senior_club,2012,free state cheetahs,0,0
3978,Carl Wegner,https://en.wikipedia.org/wiki/Carl_Wegner,senior_club,2012-2014,stade français,0,0
