Team 4
4, Q18640, Club de Gimnasia y Esgrima La Plata, Club, 1887-06-03, NA, 拉普拉塔; Gimnasia y Esgrima; ФК Хімнасія і Эсгрыма Ла-Плата; Club de Gimnasia y Esgrima de La Plata; Gimnasia de La Plata; Gimnasia y Esgrima de La Plata; Gimnasia y Esgrima La Plata; باشگاه فوتبال جيمناسيا لاپلاتا; Gimnasia LP; Club Gimnasia y Esgrima La Plata; Gimnasia La Plata; ヒムナシア・ラ・プラタ; ヒムナシア・ラプラタ; Laplatas Gimnasia; Club Gimnasia y Esgrima de La Plata; Gimnásia y Esgrima La Plata; Химнасия Ла-Плата; Gimnasia y Esgrima LP; CGE La Plata; 甘拿斯亞; Gimnasia y Esgrima LP; G.E.L.P.; GELP; GyE La Plata, NA, Argentina, Unión de Rugby de Buenos Aires, 4, Juan Carmelo Zerillo Stadium, NA, La Plata, NA, NA, Club_de_Gimnasia_y_Esgrima_La_Plata, Club_de_Gimnasia_y_Esgrima_La_Plata, Club_de_Gimnasia_y_Esgrima_La_Plata, Club_de_Gimnasia_y_Esgrima_La_Plata, %E3%82%AF%E3%83%A9%E3%83%96%E3%83%BB%E3%83%87%E3%83%BB%E3%83%92%E3%83%A0%E3%83%8A%E3%82%B7%E3%82%A2%E3%83%BB%E3%82%A4%E3%83%BB%E3%82%A8%E3%82%B9%E3%82%B0%E3%83%AA%E3%83%9E%E3%83%BB%E3%83%A9%E3%83%BB%E3%83%97%E3%83%A9%E3%82%BF, NA, 
118, Q733600, British & Irish Lions, Combined team, 1888-01-01, NA, Anglo-Welsh; Anglo Welsh; B&Iライオンズ; British and Irish Lions; British And Irish Lions; British Isles; British Isles XV; British Lions; British Lions XV; Combined British; Leoni britannico-irlandesi; Lions; Lions britanniques; Seleccion de rugby de los Leones Britanico-irlandeses; Selección de rugby de los Leones Británico-irlandeses; The British and Irish Lions; The Lions; 不列顛和愛爾蘭雄獅; 英國和愛爾蘭雄獅隊; 英國與愛爾蘭獅子; 英愛之獅, NA, Ireland, NA, 1, NA, NA, Dublin, NA, NA, British_%26_Irish_Lions, %C3%89quipe_des_Lions_britanniques_et_irlandais_de_rugby_%C3%A0_XV, British_and_Irish_Lions, Leones_Brit%C3%A1nicos_e_Irlandeses, %E3%83%96%E3%83%AA%E3%83%86%E3%82%A3%E3%83%83%E3%82%B7%E3%83%A5%E3%83%BB%E3%82%A2%E3%83%B3%E3%83%89%E3%83%BB%E3%82%A2%E3%82%A4%E3%83%AA%E3%83%83%E3%82%B7%E3%83%A5%E3%83%BB%E3%83%A9%E3%82%A4%E3%82%AA%E3%83%B3%E3%82%BA, http://dbpedia.org/resource/British_&_Irish_Lions, 
241, Q1210146, Lions, Club, 1996-01-01, NA, Cats; Cats / Lions; Cats /Lions (Super Rugby); Cats/Lions; Gauteng Lions; Golden Lions; Golden Lions U19; Golden Lions XV; Lions du Transvaal; Lions XV; The Cats; The Lions; Transvaal; Transvaal Province; Transvaal/Gauteng Lions; Transvaal/Golden Lions; キャッツ; ライオンズ; ライオンズU18; 골든 라이온스; 라이온스; 트란스발, NA, South Africa, United Rugby Championship, 1, Ellis Park Stadium, NA, Johannesburg, NA, NA, Lions_(United_Rugby_Championship), Lions_(rugby_%C3%A0_XV), Lions_(rugby_a_15), Lions_(rugby), %E3%83%A9%E3%82%A4%E3%82%AA%E3%83%B3%E3%82%BA_(%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC), NA, 
617, Q3452837, Rugby Lions, Club, 1867-01-01, NA, Rugby; Rugby FC; Rugby Lions RFC; The Lions; The Rugby Football Club; The Rugby Lions RFX; The Rugby Lions Rugby Football Club; ラグビー・ライオンズ, NA, England, Midlands 1 East; Counties 3 Midlands East - South, 9, NA, NA, NA, NA, NA, Rugby_Lions, Rugby_Lions, NA, NA, %E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E3%83%BB%E3%83%A9%E3%82%A4%E3%82%AA%E3%83%B3%E3%82%BA, http://dbpedia.org/resource/Rugby_Lions, 
1339, Q5874722, Hobart Lions Rugby Club, Club, 1983-01-01, NA, The Lions, NA, Australia, Tasmanian Division One, 4, NA, NA, NA, NA, NA, Hobart_Lions_Rugby_Club, NA, NA, NA, NA, http://dbpedia.org/resource/Hobart_Lions_Rugby_Club, 
1346, Q5904498, Hornsby Rugby Club, Club, 1962-01-01, NA, Hornsby Lions; Hornsby RC; Hornsby Rugby Union Club; Hornsby Rugby Union Football Club; The Lions, NA, Australia, NA, NA, NA, NA, NA, NA, NA, Hornsby_Rugby_Union_Club, NA, NA, NA, NA, http://dbpedia.org/resource/Hornsby_Rugby_Union_Club, 
1402, Q6392562, Kenya Commercial Bank RFC, Club, 1989-01-01, NA, KCB RC; KCB RFC; KCB Rugby Club; The Lions, NA, Kenya, NA, NA, NA, NA, NA, NA, NA, Kenya_Commercial_Bank_RFC, NA, NA, NA, NA, http://dbpedia.org/resource/Kenya_Commercial_Bank_RFC, 
1463, Q6661624, Llanishen RFC, Club, 1962-01-01, NA, The Lions; Llanishen Rugby Football Club, NA, Wales, WRU Division Two East, 5, NA, NA, NA, NA, NA, Llanishen_RFC, NA, NA, NA, NA, http://dbpedia.org/resource/Llanishen_RFC, 
1488, Q6741072, Malahide RFC, Club, 1922-01-01, NA, Malahide; The Lions; Malahide Rugby Football Club, NA, Ireland, All-Ireland League - Division 2B, 5, NA, NA, NA, NA, NA, Malahide_RFC, NA, NA, NA, NA, http://dbpedia.org/resource/Malahide_RFC, 
1512, Q6841859, Middlesbrough RUFC, Club, 1872-01-01, NA, Boro; Middlesbrough; Middlesbrough Rugby Union Football Club; The Lions, NA, England, Regional 2 North, 6, NA, NA, NA, NA, NA, Middlesbrough_RUFC, NA, NA, NA, NA, http://dbpedia.org/resource/Middlesbrough_RUFC, 
1966, Q7987277, Westcliff RFC, Club, 1922-01-01, NA, The Lions; Westcliff; Westcliff Rugby Football Club, NA, England, Regional 1 South East, 5, NA, NA, NA, NA, NA, Westcliff_RFC, NA, NA, NA, NA, http://dbpedia.org/resource/Westcliff_RFC, 
2030, Q10570562, Lugi Rugbyklubb, Club, 1972-01-01, NA, Lunds Universitets Gymnastik och Idrottsförening Rugby football club; The Lions, NA, Sweden, NA, NA, NA, NA, NA, NA, NA, Lugi_Rugbyklubb, NA, NA, NA, NA, http://dbpedia.org/resource/Lugi_Rugbyklubb, 
-------------------
Team 121
121, Q744636, Natal Sharks, Club, 1890-01-01, NA, Natal; Natal Sharks -21; Natal Wildebeeste; Nシャークス; Sharks; Sharks Academy; シャークス; シャークスXV; ナタール・シャークス; ナタル; ナタル・シャークス, South African Rugby Union, South Africa, Currie Cup, NA, Kings Park Stadium, 52000, Durban, NA, NA, Sharks_(Currie_Cup), Natal_Sharks, Natal_Sharks, Natal_Sharks, %E3%82%B7%E3%83%A3%E3%83%BC%E3%82%AF%E3%82%B9_(%E3%82%AB%E3%83%AA%E3%83%BC%E3%82%AB%E3%83%83%E3%83%97), http://dbpedia.org/resource/Sharks_(Currie_Cup), 
