name,url
Feau'natiIsaac Fe'aunati,https://en.wikipedia.org/wiki/Isaac_Fe%27aunati
So'oaloAfato So'oalo,https://en.wikipedia.org/wiki/Afato_So%27oalo
TuigamalaInga Tuigamala,https://en.wikipedia.org/wiki/Va%27aiga_Tuigamala
Va'aEarl Va'a,https://en.wikipedia.org/wiki/Earl_Va%27a
AleRobbie Ale,https://en.wikipedia.org/wiki/Robbie_Ale
ClarkeJohn Clarke,https://en.wikipedia.org/wiki/John_Clarke_(rugby_union)
LeaegailesoloSilao Leaegailesolo,https://en.wikipedia.org/wiki/Silao_Leaega
LeotaTrevor Leota,https://en.wikipedia.org/wiki/Trevor_Leota
PatiTupae Pati,https://en.wikipedia.org/w/index.php?title=Tupae_Pati&action=edit&redlink=1
RasmussenRichard Rasmussen,https://en.wikipedia.org/w/index.php?title=Richard_Rasmussen&action=edit&redlink=1
Faiva'aiKepi Faiva'ai,https://en.wikipedia.org/wiki/Kepi_Faiva%27ai
Pala'amoFosi Pala'amo,https://en.wikipedia.org/wiki/Fosi_Pala%27amo
PalepoiOpeta Palepoi,https://en.wikipedia.org/wiki/Opeta_Palepoi
So'oialoSteve So'oialo,https://en.wikipedia.org/wiki/Steven_So%27oialo
ToleafoaKalolo Toleafoa,https://en.wikipedia.org/wiki/Kalolo_Toleafoa
ToneLama Tone,https://en.wikipedia.org/wiki/Lama_Tone
ToalaFilipo Toala,https://en.wikipedia.org/wiki/Filipo_Toala
TipiMalua Tipi,https://en.wikipedia.org/w/index.php?title=Malua_Tipi&action=edit&redlink=1
Va'aAndrew Va'a,https://en.wikipedia.org/w/index.php?title=Andrew_Va%27a&action=edit&redlink=1
GlendinningCraig Glendinning,https://en.wikipedia.org/wiki/Craig_Glendinning
KokoAli Koko,https://en.wikipedia.org/w/index.php?title=Ali_Koko&action=edit&redlink=1
FaoagaliMepi Faoagali,https://en.wikipedia.org/wiki/Mepi_Faoagali
LuafalealoMark Luafalealo,https://en.wikipedia.org/w/index.php?title=Mark_Luafalealo&action=edit&redlink=1
SititiSemo Sititi,https://en.wikipedia.org/wiki/Semo_Sititi
ViliTanner Vili,https://en.wikipedia.org/wiki/Tanner_Vili
So'olefaiFa'apulou So'olefai,https://en.wikipedia.org/wiki/Fa%27apulou_So%27olefai
SchusterJohn Schuster,https://en.wikipedia.org/wiki/John_Schuster
FugaTani Fuga,https://en.wikipedia.org/wiki/Tani_Fuga
AsiPolo Asi,https://en.wikipedia.org/wiki/Polo_Asi
CurtisTom Curtis,"https://en.wikipedia.org/w/index.php?title=Tom_Curtis_(rugby_union,_born_1973)&action=edit&redlink=1"
Fa'atauLome Fa'atau,https://en.wikipedia.org/wiki/Lome_Fa%27atau
Lealamanu'aKas Lealamanua,https://en.wikipedia.org/wiki/Kas_Lealamanua
Seveali'iElvis Seveali'i,https://en.wikipedia.org/wiki/Elvis_Seveali%27i
LeotaMalaga Leota,https://en.wikipedia.org/w/index.php?title=Malaga_Leota&action=edit&redlink=1
TyrellDenning Tyrell,https://en.wikipedia.org/wiki/Denning_Tyrell
CowleyTim Cowley,https://en.wikipedia.org/w/index.php?title=Tim_Cowley&action=edit&redlink=1
NgapakuNgapaku Ngapaku,https://en.wikipedia.org/w/index.php?title=Ngapaku_Ngapaku&action=edit&redlink=1
MotusagaIva Motusaga,https://en.wikipedia.org/w/index.php?title=Iva_Motusaga&action=edit&redlink=1
Fa'asuaS. Fa'asua Taua,https://en.wikipedia.org/w/index.php?title=S._Fa%27asua_Taua&action=edit&redlink=1
MaligiJunior Maligi,https://en.wikipedia.org/w/index.php?title=Junior_Maligi&action=edit&redlink=1
MealamuLuke Mealamu,https://en.wikipedia.org/w/index.php?title=Luke_Mealamu&action=edit&redlink=1
PochingSika Poching,https://en.wikipedia.org/w/index.php?title=Sika_Poching&action=edit&redlink=1
SanftQuintan Sanft,https://en.wikipedia.org/w/index.php?title=Quintan_Sanft&action=edit&redlink=1
To'oalaAlfie Vaeluaga,https://en.wikipedia.org/wiki/Alfie_Vaeluaga
VeiruTuaifuaina Veiru,https://en.wikipedia.org/w/index.php?title=Tuaifuaina_Veiru&action=edit&redlink=1
MameaJoe Mamea,https://en.wikipedia.org/w/index.php?title=Joe_Mamea&action=edit&redlink=1
MisaPule Misa,https://en.wikipedia.org/w/index.php?title=Pule_Misa&action=edit&redlink=1
SchwalgerMahonri Schwalger,https://en.wikipedia.org/wiki/Mahonri_Schwalger
TafeamaliiDan Tafeamalii,https://en.wikipedia.org/w/index.php?title=Dan_Tafeamalii&action=edit&redlink=1
