origWdId,origName,jaName,wpPage,stepType,timePeriod,teamName,teamWP,matchesPlayed,pointsScored
Q138722,Stephen Donald,スティーブン・ドナルド,%E3%82%B9%E3%83%86%E3%82%A3%E3%83%BC%E3%83%96%E3%83%B3%E3%83%BB%E3%83%89%E3%83%8A%E3%83%AB%E3%83%89,Amateur,,ワイカト大学,/wiki/%E3%83%AF%E3%82%A4%E3%82%AB%E3%83%88%E5%A4%A7%E5%AD%A6,,
Q138722,Stephen Donald,スティーブン・ドナルド,%E3%82%B9%E3%83%86%E3%82%A3%E3%83%BC%E3%83%96%E3%83%B3%E3%83%BB%E3%83%89%E3%83%8A%E3%83%AB%E3%83%89,Senior,,バース; 三菱重工相模原; サントリー; 東芝; NEC,/wiki/%E3%83%90%E3%83%BC%E3%82%B9%E3%83%BB%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC; /wiki/%E4%B8%89%E8%8F%B1%E9%87%8D%E5%B7%A5%E7%9B%B8%E6%A8%A1%E5%8E%9F%E3%83%80%E3%82%A4%E3%83%8A%E3%83%9C%E3%82%A2%E3%83%BC%E3%82%BA; /wiki/%E3%82%B5%E3%83%B3%E3%83%88%E3%83%AA%E3%83%BC%E3%82%B5%E3%83%B3%E3%82%B4%E3%83%AA%E3%82%A2%E3%82%B9; /wiki/%E6%9D%B1%E8%8A%9D%E3%83%96%E3%83%AC%E3%82%A4%E3%83%96%E3%83%AB%E3%83%BC%E3%83%91%E3%82%B9; /wiki/NEC%E3%82%B0%E3%83%AA%E3%83%BC%E3%83%B3%E3%83%AD%E3%82%B1%E3%83%83%E3%83%84%E6%9D%B1%E8%91%9B,,
Q138722,Stephen Donald,スティーブン・ドナルド,%E3%82%B9%E3%83%86%E3%82%A3%E3%83%BC%E3%83%96%E3%83%B3%E3%83%BB%E3%83%89%E3%83%8A%E3%83%AB%E3%83%89,Senior,,チーフス,/wiki/%E3%83%81%E3%83%BC%E3%83%95%E3%82%B9_(%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC),,
Q138722,Stephen Donald,スティーブン・ドナルド,%E3%82%B9%E3%83%86%E3%82%A3%E3%83%BC%E3%83%96%E3%83%B3%E3%83%BB%E3%83%89%E3%83%8A%E3%83%AB%E3%83%89,International,2008-,ニュージーランド,/wiki/%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E3%83%8B%E3%83%A5%E3%83%BC%E3%82%B8%E3%83%BC%E3%83%A9%E3%83%B3%E3%83%89%E4%BB%A3%E8%A1%A8,25,116
Q151533,Sam Whitelock,サム ホワイトロック,%E3%82%B5%E3%83%A0%E3%83%BB%E3%83%9B%E3%83%AF%E3%82%A4%E3%83%88%E3%83%AD%E3%83%83%E3%82%AF,Amateur,,リンカーン大学,,,
Q151533,Sam Whitelock,サム ホワイトロック,%E3%82%B5%E3%83%A0%E3%83%BB%E3%83%9B%E3%83%AF%E3%82%A4%E3%83%88%E3%83%AD%E3%83%83%E3%82%AF,Senior,2019-2020,パナソニック,/wiki/%E5%9F%BC%E7%8E%89%E3%83%91%E3%83%8A%E3%82%BD%E3%83%8B%E3%83%83%E3%82%AF%E3%83%AF%E3%82%A4%E3%83%AB%E3%83%89%E3%83%8A%E3%82%A4%E3%83%84,5,0
Q151533,Sam Whitelock,サム ホワイトロック,%E3%82%B5%E3%83%A0%E3%83%BB%E3%83%9B%E3%83%AF%E3%82%A4%E3%83%88%E3%83%AD%E3%83%83%E3%82%AF,Senior,2023-,ポー,/wiki/%E3%82%BB%E3%82%AF%E3%82%B7%E3%82%AA%E3%83%B3%E3%83%BB%E3%83%91%E3%83%AD%E3%83%AF%E3%83%BC%E3%82%BA,,
Q151533,Sam Whitelock,サム ホワイトロック,%E3%82%B5%E3%83%A0%E3%83%BB%E3%83%9B%E3%83%AF%E3%82%A4%E3%83%88%E3%83%AD%E3%83%83%E3%82%AF,Senior,2010-2023,クルセイダーズ,/wiki/%E3%82%AF%E3%83%AB%E3%82%BB%E3%82%A4%E3%83%80%E3%83%BC%E3%82%BA,180,45
Q151533,Sam Whitelock,サム ホワイトロック,%E3%82%B5%E3%83%A0%E3%83%BB%E3%83%9B%E3%83%AF%E3%82%A4%E3%83%88%E3%83%AD%E3%83%83%E3%82%AF,Regional,2008-2023,カンタベリー,,22,15
Q151533,Sam Whitelock,サム ホワイトロック,%E3%82%B5%E3%83%A0%E3%83%BB%E3%83%9B%E3%83%AF%E3%82%A4%E3%83%88%E3%83%AD%E3%83%83%E3%82%AF,International,2010-,ニュージーランド,/wiki/%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E3%83%8B%E3%83%A5%E3%83%BC%E3%82%B8%E3%83%BC%E3%83%A9%E3%83%B3%E3%83%89%E4%BB%A3%E8%A1%A8,153,35
Q151572,Victor Vito,ヴィクター・ヴィト,%E3%83%B4%E3%82%A3%E3%82%AF%E3%82%BF%E3%83%BC%E3%83%BB%E3%83%B4%E3%82%A3%E3%83%88,Senior,,ウェリントン; ラ・ロシェル,; /wiki/%E3%82%B9%E3%82%BF%E3%83%83%E3%83%89%E3%83%BB%E3%83%AD%E3%82%B7%E3%83%A5%E3%83%AC,,
Q151572,Victor Vito,ヴィクター・ヴィト,%E3%83%B4%E3%82%A3%E3%82%AF%E3%82%BF%E3%83%BC%E3%83%BB%E3%83%B4%E3%82%A3%E3%83%88,Senior,2009-2016,ハリケーンズ,/wiki/%E3%83%8F%E3%83%AA%E3%82%B1%E3%83%BC%E3%83%B3%E3%82%BA_(%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC),100,60
Q151572,Victor Vito,ヴィクター・ヴィト,%E3%83%B4%E3%82%A3%E3%82%AF%E3%82%BF%E3%83%BC%E3%83%BB%E3%83%B4%E3%82%A3%E3%83%88,International,2010-2022,ニュージーランド,/wiki/%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E3%83%8B%E3%83%A5%E3%83%BC%E3%82%B8%E3%83%BC%E3%83%A9%E3%83%B3%E3%83%89%E4%BB%A3%E8%A1%A8,33,20
Q166094,Zane Kirchner,ザイン・カーシュナー,%E3%82%B6%E3%82%A4%E3%83%B3%E3%83%BB%E3%82%AB%E3%83%BC%E3%82%B7%E3%83%A5%E3%83%8A%E3%83%BC,Senior,,グリクアス; ブルー・ブルズ; レンスター; ドラゴンズ; ブリストル,; ; /wiki/%E3%83%AC%E3%83%B3%E3%82%B9%E3%82%BF%E3%83%BC%E3%83%BB%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC; /wiki/%E3%83%89%E3%83%A9%E3%82%B4%E3%83%B3%E3%82%BA_(%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E3%83%A6%E3%83%8B%E3%82%AA%E3%83%B3); /wiki/%E3%83%96%E3%83%AA%E3%82%B9%E3%83%88%E3%83%AB%E3%83%BB%E3%83%99%E3%82%A2%E3%83%BC%E3%82%BA,,
Q166094,Zane Kirchner,ザイン・カーシュナー,%E3%82%B6%E3%82%A4%E3%83%B3%E3%83%BB%E3%82%AB%E3%83%BC%E3%82%B7%E3%83%A5%E3%83%8A%E3%83%BC,Senior,2008-2013,ブルズ,/wiki/%E3%83%96%E3%83%AB%E3%82%BA_(%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC),82,105
Q166094,Zane Kirchner,ザイン・カーシュナー,%E3%82%B6%E3%82%A4%E3%83%B3%E3%83%BB%E3%82%AB%E3%83%BC%E3%82%B7%E3%83%A5%E3%83%8A%E3%83%BC,International,2009-,南アフリカ共和国,/wiki/%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E5%8D%97%E3%82%A2%E3%83%95%E3%83%AA%E3%82%AB%E5%85%B1%E5%92%8C%E5%9B%BD%E4%BB%A3%E8%A1%A8,31,25
Q168675,Francois Pienaar,フランソワ・ピナール,%E3%83%95%E3%83%A9%E3%83%B3%E3%82%BD%E3%83%AF%E3%83%BB%E3%83%94%E3%83%8A%E3%83%BC%E3%83%AB,Senior,1989–1996; 1997–2000,トランスヴァールサラセンズ,,100; 44,; 55
Q168675,Francois Pienaar,フランソワ・ピナール,%E3%83%95%E3%83%A9%E3%83%B3%E3%82%BD%E3%83%AF%E3%83%BB%E3%83%94%E3%83%8A%E3%83%BC%E3%83%AB,International,1993-1996,南アフリカ共和国,/wiki/%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E5%8D%97%E3%82%A2%E3%83%95%E3%83%AA%E3%82%AB%E5%85%B1%E5%92%8C%E5%9B%BD%E4%BB%A3%E8%A1%A8,29,15
Q181263,François Steyn,フランソワ・ステイン,%E3%83%95%E3%83%A9%E3%83%B3%E3%82%BD%E3%83%AF%E3%83%BB%E3%82%B9%E3%83%86%E3%82%A4%E3%83%B3,Senior,2009–2012; 2014–2016; 2016–2020; 2020-,ラシン92東芝モンペリエチーターズ,,,
Q181263,François Steyn,フランソワ・ステイン,%E3%83%95%E3%83%A9%E3%83%B3%E3%82%BD%E3%83%AF%E3%83%BB%E3%82%B9%E3%83%86%E3%82%A4%E3%83%B3,Senior,"2007–2009, 2012–2015",シャークス,/wiki/%E3%82%B7%E3%83%A3%E3%83%BC%E3%82%AF%E3%82%B9_(%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC),75,287
Q181263,François Steyn,フランソワ・ステイン,%E3%83%95%E3%83%A9%E3%83%B3%E3%82%BD%E3%83%AF%E3%83%BB%E3%82%B9%E3%83%86%E3%82%A4%E3%83%B3,International,2006-19,南アフリカ共和国,/wiki/%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E5%8D%97%E3%82%A2%E3%83%95%E3%83%AA%E3%82%AB%E5%85%B1%E5%92%8C%E5%9B%BD%E4%BB%A3%E8%A1%A8,65,141
Q188309,Sergio Parisse,セルジオ・パリセ,%E3%82%BB%E3%83%AB%E3%82%B8%E3%82%AA%E3%83%BB%E3%83%91%E3%83%AA%E3%82%BB,Senior,2003–2005; 2005–2019; 2019-,トレヴィーゾ; スタッド・フランセ; RCトゥーロン,/wiki/%E3%83%99%E3%83%8D%E3%83%83%E3%83%88%E3%83%B3%E3%83%BB%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC; /wiki/%E3%82%B9%E3%82%BF%E3%83%83%E3%83%89%E3%83%BB%E3%83%95%E3%83%A9%E3%83%B3%E3%82%BB%E3%83%BB%E3%83%91%E3%83%AA; /wiki/RC%E3%83%88%E3%82%A5%E3%83%BC%E3%83%AD%E3%83%B3,,
Q188309,Sergio Parisse,セルジオ・パリセ,%E3%82%BB%E3%83%AB%E3%82%B8%E3%82%AA%E3%83%BB%E3%83%91%E3%83%AA%E3%82%BB,International,2002-2019,イタリア,/wiki/%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E3%82%A4%E3%82%BF%E3%83%AA%E3%82%A2%E4%BB%A3%E8%A1%A8,142,83
Q200427,Dimitri Szarzewski,ディミトリ・ザルゼウスキ,%E3%83%87%E3%82%A3%E3%83%9F%E3%83%88%E3%83%AA%E3%83%BB%E3%82%B6%E3%83%AB%E3%82%BC%E3%82%A6%E3%82%B9%E3%82%AD,Senior,2002-2005; 2012,ASベジエ・エロースタッド・フランセ・パリラシン・メトロ92,,,
Q200427,Dimitri Szarzewski,ディミトリ・ザルゼウスキ,%E3%83%87%E3%82%A3%E3%83%9F%E3%83%88%E3%83%AA%E3%83%BB%E3%82%B6%E3%83%AB%E3%82%BC%E3%82%A6%E3%82%B9%E3%82%AD,International,1991-2003,フランス,/wiki/%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E3%83%95%E3%83%A9%E3%83%B3%E3%82%B9%E4%BB%A3%E8%A1%A8,44,30
Q209365,Richie Gray,リッチー・グレイ,%E3%83%AA%E3%83%83%E3%83%81%E3%83%BC%E3%83%BB%E3%82%B0%E3%83%AC%E3%82%A4,Senior,2008-2012,グラスゴー・ウォリアーズ,/wiki/%E3%82%B0%E3%83%A9%E3%82%B9%E3%82%B4%E3%83%BC%E3%83%BB%E3%82%A6%E3%82%A9%E3%83%AA%E3%82%A2%E3%83%BC%E3%82%BA,55,20
Q209365,Richie Gray,リッチー・グレイ,%E3%83%AA%E3%83%83%E3%83%81%E3%83%BC%E3%83%BB%E3%82%B0%E3%83%AC%E3%82%A4,Senior,2012-2013,セール・シャークス,/wiki/%E3%82%BB%E3%83%BC%E3%83%AB%E3%83%BB%E3%82%B7%E3%83%A3%E3%83%BC%E3%82%AF%E3%82%B9,16,5
Q209365,Richie Gray,リッチー・グレイ,%E3%83%AA%E3%83%83%E3%83%81%E3%83%BC%E3%83%BB%E3%82%B0%E3%83%AC%E3%82%A4,Senior,2013-2016,カストル・オランピック,/wiki/%E3%82%AB%E3%82%B9%E3%83%88%E3%83%AB%E3%83%BB%E3%82%AA%E3%83%A9%E3%83%B3%E3%83%94%E3%83%83%E3%82%AF,65,10
Q209365,Richie Gray,リッチー・グレイ,%E3%83%AA%E3%83%83%E3%83%81%E3%83%BC%E3%83%BB%E3%82%B0%E3%83%AC%E3%82%A4,Senior,2016-2020,トゥールーズ,/wiki/%E3%82%B9%E3%82%BF%E3%83%83%E3%83%89%E3%83%BB%E3%83%88%E3%82%A5%E3%83%BC%E3%83%AB%E3%83%BC%E3%82%B6%E3%83%B3,66,10
Q209365,Richie Gray,リッチー・グレイ,%E3%83%AA%E3%83%83%E3%83%81%E3%83%BC%E3%83%BB%E3%82%B0%E3%83%AC%E3%82%A4,Senior,2020-2024,グラスゴー・ウォリアーズ,/wiki/%E3%82%B0%E3%83%A9%E3%82%B9%E3%82%B4%E3%83%BC%E3%83%BB%E3%82%A6%E3%82%A9%E3%83%AA%E3%82%A2%E3%83%BC%E3%82%BA,55,5
Q209365,Richie Gray,リッチー・グレイ,%E3%83%AA%E3%83%83%E3%83%81%E3%83%BC%E3%83%BB%E3%82%B0%E3%83%AC%E3%82%A4,Senior,2024-,トヨタV,/wiki/%E3%83%88%E3%83%A8%E3%82%BF%E3%83%B4%E3%82%A7%E3%83%AB%E3%83%96%E3%83%AA%E3%83%83%E3%83%84,1,0
Q209365,Richie Gray,リッチー・グレイ,%E3%83%AA%E3%83%83%E3%83%81%E3%83%BC%E3%83%BB%E3%82%B0%E3%83%AC%E3%82%A4,International,2008-2009,U20スコットランド,/wiki/U-20%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E3%82%B9%E3%82%B3%E3%83%83%E3%83%88%E3%83%A9%E3%83%B3%E3%83%89%E4%BB%A3%E8%A1%A8,12,0
Q209365,Richie Gray,リッチー・グレイ,%E3%83%AA%E3%83%83%E3%83%81%E3%83%BC%E3%83%BB%E3%82%B0%E3%83%AC%E3%82%A4,International,2010-,スコットランド,/wiki/%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E3%82%B9%E3%82%B3%E3%83%83%E3%83%88%E3%83%A9%E3%83%B3%E3%83%89%E4%BB%A3%E8%A1%A8,79,15
