origWdId,origName,debugComment,itName,wpPage,height,weight,positions,positionsWP,birthCountry,sportCountry,currentTeam,currentTeamWP
Q3191062,Jérôme Sieurac,No IT WP page,,,,,,,,,,
Q3191082,Jérôme Troader,No IT WP page,,,,,,,,,,
Q3191084,Jérôme Vallée,No IT WP page,,,,,,,,,,
Q3191895,Kahn Fotuali'i,No IT WP page,,,,,,,,,,
Q3191973,Kaine Robertson,,Kaine Robertson,Kaine_Robertson,178,76,Tre quarti ala,,Nuova Zelanda,Italia,,
Q3192385,Kameli Ratuvou,,Kameli Ratuvou,Kameli_Ratuvou,190,95,Tre quarti centro,,Figi,,,
Q3192615,Kane Thompson,No IT WP page,,,,,,,,,,
Q3193135,Karena Wihongi,No IT WP page,,,,,,,,,,
Q3193192,Karim Ghezal,No IT WP page,,,,,,,,,,
Q3193197,Karim Kouider,No IT WP page,,,,,,,,,,
Q3193403,Karl Janik,No IT WP page,,,,,,,,,,
Q3193431,Karl Mullen,No IT WP page,,,,,,,,,,
Q3193456,Karl Rudzki,No IT WP page,,,,,,,,,,
Q3193473,Karl Svoboda,No IT WP page,,,,,,,,,,
Q3193517,Karmichael Hunt,No IT WP page,,,,,,,,,,
Q3193561,Karolis Navickas,No IT WP page,,,,,,,,,,
Q3193649,Kas Lealamanua,No IT WP page,,,,,,,,,,
Q3194387,Kaya Malotana,,Kaya Malotana,Kaya_Malotana,188,86,Tre quarti centro,,Sudafrica,,,
Q3194613,Keegan Daniel,No IT WP page,,,,,,,,,,
Q3194644,Kees Lensing,No IT WP page,,,,,,,,,,
Q3194645,Kees Meeuws,,Kees Meeuws,Kees_Meeuws,181,121,Pilone,,Nuova Zelanda,,,
Q3194730,Keith Crossan,No IT WP page,,,,,,,,,,
Q3194731,Keith Davis,No IT WP page,,,,,,,,,,
Q3194743,Keith Jarrett,No IT WP page,,,,,,,,,,
Q3194758,Keith Oxlee,No IT WP page,,,,,,,,,,
Q3194767,Keith Robertson,No IT WP page,,,,,,,,,,
Q3194849,Kele Leawere,No IT WP page,,,,,,,,,,
Q3194886,Kelly Brown,No IT WP page,,,,,,,,,,
Q3194950,Kel Coslett,No IT WP page,,,,,,,,,,
Q3194951,Kelvin Deaker,No IT WP page,,,,,,,,,,
Q3195021,Ken Carrington,,Ken Carrington,Ken_Carrington,,,Tre quarti ala,,Nuova Zelanda,,,
Q3195023,Ken Catchpole,No IT WP page,,,,,,,,,,
Q3195031,Ken Fyfe,No IT WP page,,,,,,,,,,
Q3195050,Ken Jones,No IT WP page,,,,,,,,,,
Q3195079,Ken Owens,,Ken Owens,Ken_Owens,185,109,Tallonatore,,Regno Unito,Galles,,
Q3195090,Ken Stewart,No IT WP page,,,,,,,,,,
Q3195106,Kenan Mutapcic,No IT WP page,,,,,,,,,,
Q3195189,K. G. MacLeod,No IT WP page,,,,,,,,,,
Q3195194,Kenneth McKenzie,No IT WP page,,,,,,,,,,
Q3195204,Ken Scotland,No IT WP page,,,,,,,,,,
Q3195228,Kenny Logan,,Kenny Logan,Kenny_Logan,185,94,Tre quarti ala,,Regno Unito,Scozia,,
Q3195231,Kenny Milne,No IT WP page,,,,,,,,,,
Q3195261,Kensuke Hatakeyama,No IT WP page,,,,,,,,,,
Q3195263,Kensuke Iwabuchi,No IT WP page,,,,,,,,,,
Q3195289,Kent Lambert,No IT WP page,,,,,,,,,,
Q3195662,Kevin Boulogne,No IT WP page,,,,,,,,,,
Q3195664,Kevin Briscoe,No IT WP page,,,,,,,,,,
Q3195671,Kevin Buys,No IT WP page,,,,,,,,,,
Q3195689,Kevin Dalzell,No IT WP page,,,,,,,,,,
Q3195704,Kévin Gimeno,No IT WP page,,,,,,,,,,
Q3195748,Kevin Maggs,,Kevin Maggs,Kevin_Maggs,180,92,Tre quarti centro,,Regno Unito,Irlanda,,
Q3195767,Kevin Morgan,No IT WP page,,,,,,,,,,
Q3195782,Kevin O'Neill,No IT WP page,,,,,,,,,,
Q3195786,Kevin Phillips,No IT WP page,,,,,,,,,,
Q3195804,Kevin Senio,No IT WP page,,,,,,,,,,
Q3195806,Kevin Simms,,Kevin Simms,Kevin_Simms,175,77,Tre quarti centro,,Regno Unito,Inghilterra,,
Q3195812,Kevin Swiryn,No IT WP page,,,,,,,,,,
Q3195819,Kevin Tkachuk,No IT WP page,,,,,,,,,,
Q3195830,Kevin Yates,,Peter Yates,Kevin_Yates,182,115,Pilone,,Canada,Inghilterra,,
Q3195984,Khaled Zagar,No IT WP page,,,,,,,,,,
Q3196231,Khrist Kopetzky,No IT WP page,,,,,,,,,,
Q3196457,Kieran Crowley,,Kieran Crowley,Kieran_Crowley,184,84,Estremo,,Nuova Zelanda,,,
Q3196468,Kieron Dawson,,Kieron Dawson,Kieron_Dawson,185,99,Terza linea ala,,Regno Unito,Irlanda,,
Q3196881,Sione Lauaki,,Sione Lauaki,Sione_Lauaki,194,115,Terza linea centro,,Tonga,Nuova Zelanda,,
Q3197330,Kiri Mariner,No IT WP page,,,,,,,,,,
Q3197356,Kirill Kulemin,No IT WP page,,,,,,,,,,
Q3197377,Kirk Dixon,No IT WP page,,,,,,,,,,
Q3197468,Kisi Pulu,No IT WP page,,,,,,,,,,
Q3197587,Kitiona Viliamu,No IT WP page,,,,,,,,,,
Q3197588,Kitione Salawa,No IT WP page,,,,,,,,,,
Q3197763,Klaus Wesch,No IT WP page,,,,,,,,,,
Q3198147,Kobus Wiese,,Kobus Wiese,Kobus_Wiese,198,120,Seconda linea,,Sudafrica,,,
Q3198452,Koli Rakoroi,No IT WP page,,,,,,,,,,
Q3198453,Koli Sewabu,No IT WP page,,,,,,,,,,
Q3198774,Konstantin Rachkov,No IT WP page,,,,,,,,,,
Q3199017,Kort Schubert,No IT WP page,,,,,,,,,,
Q3199130,Kosuke Endo,No IT WP page,,,,,,,,,,
Q3199344,Kosei Ono,No IT WP page,,,,,,,,,,
Q3199720,Kris Chesney,No IT WP page,,,,,,,,,,
Q3199721,Kristopher Burton,,Kris Burton,Kris_Burton,176,90,Utility back,,Australia,Italia,,
Q3199745,Krisnan Inu,No IT WP page,,,,,,,,,,
Q3200017,Krynauw Otto,,Krynauw Otto,Krynauw_Otto,201,117,Seconda linea,,Sudafrica,,,
Q3200598,Kurt Morath,No IT WP page,,,,,,,,,,
Q3200916,Kyle Eastmond,No IT WP page,,,,,,,,,,
Q3200986,Kyran Bracken,No stint found,Kyran Bracken,Kyran_Bracken,180,82,Mediano di mischia,,Irlanda,Inghilterra,,
Q3201099,Kélian Galletier,No IT WP page,,,,,,,,,,
Q3201146,Kévin Burgaud,No IT WP page,,,,,,,,,,
Q3201159,Kévin Kervarec,No IT WP page,,,,,,,,,,
Q3215813,Lachlan MacKay,No IT WP page,,,,,,,,,,
Q3215962,Ladislav Vondrášek,No IT WP page,,,,,,,,,,
Q3216166,Lagi Setu,No IT WP page,,,,,,,,,,
Q3216567,Lama Tone,No IT WP page,,,,,,,,,,
Q3216777,Frederick Luyt,No IT WP page,,,,,,,,,,
Q3218300,Lasha Malaghuradze,No IT WP page,,,,,,,,,,
Q3218923,Laurence Ovens,No IT WP page,,,,,,,,,,
Q3218996,Laurent Arbo,No IT WP page,,,,,,,,,,
Q3219000,Laurent Armand,No IT WP page,,,,,,,,,,
Q3219019,Laurent Baluc-Rittener,No IT WP page,,,,,,,,,,
Q3219039,Laurent Bidart,No IT WP page,,,,,,,,,,
Q3219050,Laurent Bonventre,No IT WP page,,,,,,,,,,
Q3219055,Laurent Bouchet,No IT WP page,,,,,,,,,,
Q3219077,Laurent Buchet,No IT WP page,,,,,,,,,,
Q3219082,Laurent Burg,No IT WP page,,,,,,,,,,
Q3219087,Laurent Cabarry,No IT WP page,,,,,,,,,,
Q3219089,Laurent Cabannes,,Laurent Cabannes,Laurent_Cabannes,191,90,Terza linea,,Francia,,,
Q3219096,Laurent Campourcy,No IT WP page,,,,,,,,,,
Q3219097,Laurent Capdevielle,No IT WP page,,,,,,,,,,
Q3219112,Laurent Cettolo,No IT WP page,,,,,,,,,,
Q3219166,Laurent Dehez,No IT WP page,,,,,,,,,,
Q3219167,Laurent Delboulbès,No IT WP page,,,,,,,,,,
Q3219177,Laurent Desnoyer,No IT WP page,,,,,,,,,,
Q3219182,Laurent Diaz,No IT WP page,,,,,,,,,,
Q3219214,Laurent Ferrères,No IT WP page,,,,,,,,,,
Q3219254,Laurent Gomez,No IT WP page,,,,,,,,,,
Q3219274,Laurent Hairabetian,No IT WP page,,,,,,,,,,
Q3219286,Laurent Husson,No IT WP page,,,,,,,,,,
Q3219313,Laurent Labit,No IT WP page,,,,,,,,,,
Q3219344,Laurent Leflamand,No IT WP page,,,,,,,,,,
Q3219359,Laurent Magnaval,No IT WP page,,,,,,,,,,
Q3219372,Laurent Marticorena,No IT WP page,,,,,,,,,,
Q3219377,Laurent Martine,No IT WP page,,,,,,,,,,
Q3219383,Laurent Mazas,No IT WP page,,,,,,,,,,
Q3219422,Laurent Pakihivatau,No IT WP page,,,,,,,,,,
Q3219425,Laurent Pardo,No IT WP page,,,,,,,,,,
Q3219488,Laurent Rodriguez,,Laurent Rodriguez,Laurent_Rodriguez,191,108,Terza linea centro,,Francia,,,
Q3219517,Laurent Seigne,No IT WP page,,,,,,,,,,
Q3219519,Laurent Sempéré,No IT WP page,,,,,,,,,,
Q3219522,Laurent Simutoga,No IT WP page,,,,,,,,,,
Q3219538,Laurent Thuéry,No IT WP page,,,,,,,,,,
Q3219549,Laurent Tranier,No IT WP page,,,,,,,,,,
Q3219550,Laurent Travers,No IT WP page,,,,,,,,,,
Q3219555,Laurent Travini,,Laurent Travini,Laurent_Travini,191,105,Seconda linea,,Francia,Italia,,
Q3219650,Laurie Duff,No IT WP page,,,,,,,,,,
Q3219656,Laurie Mains,,Laurie Mains,Laurie_Mains,178,80,Estremo,,Nuova Zelanda,,,
Q3219885,Lawrence Bulger,No IT WP page,,,,,,,,,,
Q3219921,Lawrence Sephaka,,Lawrence Sephaka,Lawrence_Sephaka,178,108,Pilone,,Sudafrica,,,
Q3219934,Lawrie Knight,No IT WP page,,,,,,,,,,
Q3228892,Lee Jarvis,,Lee Jarvis,Lee_Jarvis,178,92,Mediano d'apertura,,Regno Unito,Galles,,
Q3228933,Lee Smith,No IT WP page,,,,,,,,,,
Q3228937,Lee Stensness,No IT WP page,,,,,,,,,,
Q3228944,Lee Thomas,No IT WP page,,,,,,,,,,
Q3229077,Legi Matiu,No IT WP page,,,,,,,,,,
Q3229136,Lei Tomiki,No IT WP page,,,,,,,,,,
Q3229550,Leo Cullen,,Leo Cullen,Leo_Cullen,198,111,Seconda linea,,Irlanda,Irlanda,,
Q3229569,Leo Lafaiali'i,No IT WP page,,,,,,,,,,
Q3229643,Leon Karemaker,No IT WP page,,,,,,,,,,
Q3229646,Leon Lloyd,No IT WP page,,,,,,,,,,
Q3229693,Leonard West,No IT WP page,,,,,,,,,,
Q3229715,Leonardo Ghiraldini,,Leonardo Ghiraldini,Leonardo_Ghiraldini,184,103,Tallonatore,,Italia,,,
Q3229729,Leonardo Perziano,No IT WP page,,,,,,,,,,
Q3229737,Leonardo Senatore,,Leonardo Senatore,Leonardo_Senatore,191,106,Terza linea ala,,Argentina,,GER,
Q3229756,Leone Nakarawa,,Leone Nakarawa,Leone_Nakarawa,198,109,Seconda linea,,Figi,,,
Q3229814,Leopoldo De Chazal,,Leopoldo de Chazal,Leopoldo_de_Chazal,180,118,Pilone,,Argentina,,,
Q3230260,Leroy Houston,,Leroy Houston,Leroy_Houston,191,117,Terza linea centro,,Nuova Zelanda,Australia,Biarritz,/wiki/Biarritz_Olympique_Pays_Basque
Q3231875,Les Cupples,No IT WP page,,,,,,,,,,
Q3236188,Leslie Williams,No IT WP page,,,,,,,,,,
Q3236679,Lesley Vainikolo,,Lesley Vainikolo,Lesley_Vainikolo,188,112,Tre quarti ala,,Tonga,Inghilterra,Saint-Jean d'Angély,
Q3236684,Leslie Balfour-Melville,No IT WP page,,,,,,,,,,
Q3237167,Levan Ghvaberidze,No IT WP page,,,,,,,,,,
Q3237297,Lewis Jones,No IT WP page,,,,,,,,,,
Q3237298,Lewis MacLeod,No IT WP page,,,,,,,,,,
Q3237647,Liam Messam,,Liam Messam,Liam_Messam,190,109,Flanker,,Nuova Zelanda,,Waikato,/wiki/Waikato_Rugby_Union
Q3238397,Lifeimi Mafi,No IT WP page,,,,,,,,,,
Q3240802,Lilian Camberabero,,Lilian Camberabero,Lilian_Camberabero,170,65,Mediano di mischia,,Francia,,,
Q3240805,Lilian Ducos,No IT WP page,,,,,,,,,,
Q3240809,Lilian Majesté,No IT WP page,,,,,,,,,,
Q3241827,Lionel Campergue,No IT WP page,,,,,,,,,,
Q3241828,Lionel Camisuli,No IT WP page,,,,,,,,,,
Q3241851,Lionel Dargier,No IT WP page,,,,,,,,,,
Q3241868,Lionel Dutilh,No IT WP page,,,,,,,,,,
Q3241871,Lionel Faure,No IT WP page,,,,,,,,,,
Q3241876,Lionel Gautherie,No IT WP page,,,,,,,,,,
Q3241902,Lionel Mallier,,Lionel Mallier,Lionel_Mallier,183,98,Terza linea,,Francia,,,
Q3241906,Lionel Mazars,No IT WP page,,,,,,,,,,
Q3242461,Lisandro Villagra,,Lisandro Villagra,Lisandro_Villagra,170,78,Mediano di mischia,,Argentina,Italia,,
Q3242574,Lisiate Fa'aoso,No IT WP page,,,,,,,,,,
Q3257496,Llewellyn Lloyd,No IT WP page,,,,,,,,,,
Q3257547,Lloyd Williams,No IT WP page,,,,,,,,,,
Q3257794,Lodie Britz,No IT WP page,,,,,,,,,,
Q3257838,Loftie Fourie,No IT WP page,,,,,,,,,,
Q3258722,Loki Crichton,No IT WP page,,,,,,,,,,
Q3258811,Lolo Lui,No IT WP page,,,,,,,,,,
Q3258838,Jean-Louis Basei,,Jean-Louis Basei,Jean-Louis_Basei,,,Seconda linea,,Francia,Italia,,
Q3258864,Lome Fa'atau,No IT WP page,,,,,,,,,,
Q3259468,Lorenzo Cittadini,,Lorenzo Cittadini,Lorenzo_Cittadini,191,125,Pilone,,Italia,,,
Q3259622,Lorne Ward,No IT WP page,,,,,,,,,,
Q3260054,Lotu Taukeiaho,No IT WP page,,,,,,,,,,
Q3260389,Louis-Benoît Madaule,No IT WP page,,,,,,,,,,
Q3260391,Louis-Bernard Dancausse,No IT WP page,,,,,,,,,,
Q3260585,Louis-Henry Destel,No IT WP page,,,,,,,,,,
Q3260969,Louis Acosta,No IT WP page,,,,,,,,,,
Q3261102,Louis Armary,,Louis Armary,Louis_Armary,183,102,Pilone,,Francia,,,
Q3261118,Louis Attrill,No stint found,Louis Attrill,Louis_Attrill,,,,,Regno Unito,,,
Q3261267,Louis Bilbao,No IT WP page,,,,,,,,,,
Q3261281,Louis Blanc,No IT WP page,,,,,,,,,,
Q3261431,Louis Carrère,No IT WP page,,,,,,,,,,
Q3261440,Louis Casaux,No IT WP page,,,,,,,,,,
Q3261543,Louis Cluchague,No IT WP page,,,,,,,,,,
Q3261666,Louis Deacon,,Louis Deacon,Louis_Deacon,198,115,Seconda linea,,Regno Unito,Inghilterra,,
Q3261674,Louis Dedet,No IT WP page,,,,,,,,,,
Q3261722,Louis Destarac,No IT WP page,,,,,,,,,,
Q3261826,Louis Dutrey,No IT WP page,,,,,,,,,,
Q3261834,Louis Echave,No IT WP page,,,,,,,,,,
Q3262074,Louis Greig,No IT WP page,,,,,,,,,,
Q3262118,Louis Guinle,No IT WP page,,,,,,,,,,
Q3262390,Louis Junquas,No IT WP page,,,,,,,,,,
Q3262400,Louis Koen,,Louis Koen,Louis_Koen,180,82,Mediano d'apertura,,Sudafrica,,,
Q3262521,Louis Lepatey,No IT WP page,,,,,,,,,,
Q3262565,Louis Luyt,No IT WP page,,,,,,,,,,
Q3262584,Louis Magee,No IT WP page,,,,,,,,,,
Q3262657,Louis Massabeau,No IT WP page,,,,,,,,,,
Q3262891,Lou Phillips,No IT WP page,,,,,,,,,,
Q3262965,Louis Puech,No IT WP page,,,,,,,,,,
Q3263098,Louis Schmidt,No IT WP page,,,,,,,,,,
Q3263144,Louis Strydom,No IT WP page,,,,,,,,,,
Q3264487,Loïc Bernad,No IT WP page,,,,,,,,,,
Q3264494,Loïc Charlon,No IT WP page,,,,,,,,,,
Q3264504,Loïc Fior,No IT WP page,,,,,,,,,,
Q3264513,Loïc Jacquet,No IT WP page,,,,,,,,,,
Q3264536,Loïc Mazières,No IT WP page,,,,,,,,,,
Q3264549,Loïc Van der Linden,No IT WP page,,,,,,,,,,
Q3264570,Lu-Wayne Botes,No IT WP page,,,,,,,,,,
Q3264589,Tukulua Lokotui,No IT WP page,,,,,,,,,,
Q3264609,Luatangi Vatuvei,No IT WP page,,,,,,,,,,
Q3264848,Luc Lafforgue,No IT WP page,,,,,,,,,,
Q3264985,Luca Martin,,Luca Martin,Luca_Martin,185,90,Utility back,,Italia,,,
Q3265049,Lucas González Amorosino,,Lucas González Amorosino,Lucas_Gonz%C3%A1lez_Amorosino,185,85,Utility back,,Argentina,,,
Q3265064,Lucas Onyango,No IT WP page,,,,,,,,,,
Q3265066,Lucas Ostiglia,,Lucas Ostiglia,Lucas_Ostiglia,191,102,Terza linea,,Argentina,,,
Q3265182,Lucian Sîrbu,No IT WP page,,,,,,,,,,
Q3265216,Luciano Orquera,,Luciano Orquera,Luciano_Orquera,171,80,Mediano d'apertura,,Argentina,Italia,,
Q3265331,Lucien Abadie,No IT WP page,,,,,,,,,,
Q3265350,Lucien Augras,No IT WP page,,,,,,,,,,
Q3265377,Lucien Besset,No IT WP page,,,,,,,,,,
Q3265638,Lucien Mias,No IT WP page,,,,,,,,,,
Q3265666,Lucien Pariès,No IT WP page,,,,,,,,,,
Q3265700,Lucien Rouffia,No IT WP page,,,,,,,,,,
Q3265719,Lucien Serin,No IT WP page,,,,,,,,,,
Q3265879,Lucius Gwynn,No IT WP page,,,,,,,,,,
Q3266114,Ludovic Courtade,No IT WP page,,,,,,,,,,
Q3266134,Ludovic Labarthe,No IT WP page,,,,,,,,,,
Q3266140,Ludovic Le Cadre,No IT WP page,,,,,,,,,,
Q3266144,Ludovic Loustau,No IT WP page,,,,,,,,,,
Q3266151,Ludovic Mercier,,Ludovic Mercier,Ludovic_Mercier,180,90,Mediano d'apertura,,Francia,,,
Q3266152,Ludovic Michaux,No IT WP page,,,,,,,,,,
Q3266164,Ludovic Radosavljevic,No IT WP page,,,,,,,,,,
Q3266167,Ludovic Saunier,No IT WP page,,,,,,,,,,
Q3266174,Ludovic Valbon,,Ludovic Valbon,Ludovic_Valbon,183,97,Tre quarti centro,,Francia,,,
Q3266180,Ludovic Zanini,No IT WP page,,,,,,,,,,
Q3266198,Ludovico Nitoglia,,Ludovico Nitoglia,Ludovico_Nitoglia,179,84,Tre quarti ala,,Italia,,,
Q3266349,Lugha Verling,No IT WP page,,,,,,,,,,
Q3266391,Luigi Bricchi,No IT WP page,,,,,,,,,,
Q3266442,Luigi Francescato,,Nello Francescato,Nello_Francescato,172,75,Tre quarti centro,,Italia,,,
Q3266493,Luigi Milani,,Luigi Milani,Luigi_Milani,182,110,Pilone,,Italia,,Calvisano,/wiki/Rugby_Calvisano
Q3266557,Luigi Troiani,,Luigi Troiani,Luigi_Troiani,183,85,Estremo - mediano di apertura,,Italia,,,
Q3266763,Luis Molina,,Luis Molina,Luis_Molina_(rugbista),,,Pilone,,Argentina,,,
Q3267019,Lukáš Rapant,No IT WP page,,,,,,,,,,
Q3267022,Lukas van Biljon,No IT WP page,,,,,,,,,,
Q3267047,Luke Abraham,No IT WP page,,,,,,,,,,
Q3267071,Luke Gross,,Luke Gross,Luke_Gross,206,125,Seconda linea,,Stati Uniti,,,
Q3267075,Luke Harbut,No IT WP page,,,,,,,,,,
Q3267097,Luke Morahan,No IT WP page,,,,,,,,,,
Q3267099,Luke Narraway,,Luke Narraway,Luke_Narraway,191,108,Terza linea centro,,Regno Unito,Inghilterra,,
Q3267111,Luke Rooney,No IT WP page,,,,,,,,,,
Q3267123,Luke Tait,No IT WP page,,,,,,,,,,
Q3267129,Luke Watson,No IT WP page,,,,,,,,,,
Q3268204,Luís Pissarra,No IT WP page,,,,,,,,,,
Q3269487,Lyn Jaffray,No IT WP page,,,,,,,,,,
Q3269512,Lyndon Mustoe,No IT WP page,,,,,,,,,,
Q3269729,Herschelle Gibbs,No IT WP page,,,,,,,,,,
Q3270437,Léo Bastien,No IT WP page,,,,,,,,,,
Q3270476,Léo Griffoul,No IT WP page,,,,,,,,,,
Q3270543,Léo Pesteil,No IT WP page,,,,,,,,,,
Q3270752,Léon Bordenave,No IT WP page,,,,,,,,,,
Q3271162,Léon Loppy,No IT WP page,,,,,,,,,,
Q3271798,Léopold Fabre,No IT WP page,,,,,,,,,,
Q3271882,Léopold Servole,No IT WP page,,,,,,,,,,
Q3273380,Ma'afu Pale,No IT WP page,,,,,,,,,,
Q3273918,Mack Herewini,No IT WP page,,,,,,,,,,
Q3276474,Mafileo Kefu,No IT WP page,,,,,,,,,,
Q3277058,Magname Koïta,No IT WP page,,,,,,,,,,
Q3277265,Magnus Lund,No IT WP page,,,,,,,,,,
Q3280287,Raul Martins,No IT WP page,,,,,,,,,,
Q3281487,Malakai Bakaniceva,No IT WP page,,,,,,,,,,
Q3281686,Malcolm Dick,No IT WP page,,,,,,,,,,
Q3281692,Malcolm Jellicoe,No IT WP page,,,,,,,,,,
Q3281723,Malcolm Thomas,No IT WP page,,,,,,,,,,
Q3281847,Maleli Kunavore,No IT WP page,,,,,,,,,,
Q3282063,Malik Hamadache,No IT WP page,,,,,,,,,,
Q3282160,Malkhaz Urjukashvili,No IT WP page,,,,,,,,,,
Q3285081,Mamuka Magrakvelidze,No IT WP page,,,,,,,,,,
Q3285858,Mani Vakaloa,No IT WP page,,,,,,,,,,
Q3286058,Mannetjies Roux,No IT WP page,,,,,,,,,,
Q3286112,Manoa Vosawai,,Manoa Vosawai,Manoa_Vosawai,185,112,Terza linea centro,,Figi,Figi; Italia,,
Q3286504,Manoël Dall'igna,No IT WP page,,,,,,,,,,
Q3286657,Manu Ahotaeiloa,No IT WP page,,,,,,,,,,
Q3286671,Manu Diaz,No IT WP page,,,,,,,,,,
Q3286735,Manuel Aguirre,No IT WP page,,,,,,,,,,
Q3286771,Manuel Carpentier,No IT WP page,,,,,,,,,,
Q3286775,Manuel Nicolás Carizza,No IT WP page,,,,,,,,,,
Q3286790,Manuel Contepomi,,Manuel Contepomi,Manuel_Contepomi,187,90,Tre quarti centro,,Argentina,,,
Q3286797,Manuel Dallan,,Manuel Dallan,Manuel_Dallan,185,87,Tre quarti centro,,Italia,,,
Q3286801,Manny Edmonds,No IT WP page,,,,,,,,,,
Q3286935,Manuel Sierra,No IT WP page,,,,,,,,,,
Q3287666,Marc-Antoine Rallier,No IT WP page,,,,,,,,,,
Q3287746,Marc Andreu,No IT WP page,,,,,,,,,,
Q3287748,Marc Andrieu,,Marc Andrieu,Marc_Andrieu,188,90,Tre quarti centro,,Francia,,,
Q3287778,Marc Azon,No IT WP page,,,,,,,,,,
Q3287784,Marc Baget,No IT WP page,,,,,,,,,,
Q3287900,Marc Clerc,No IT WP page,,,,,,,,,,
Q3287919,Marc Dantin,No IT WP page,,,,,,,,,,
Q3287923,Marc Cécillon,,Marc Cécillon,Marc_C%C3%A9cillon,191,108,Terza linea centro,,Francia,,,
Q3287936,Marc Delpoux,,Marc Delpoux,Marc_Delpoux,,,Terza linea centro,,Francia,,,
Q3287995,Marc Ellis,,Marc Ellis,Marc_Ellis,,,Tre quarti centro,,Nuova Zelanda,Nuova Zelanda,,
Q3288001,Marc Etcheverry,No IT WP page,,,,,,,,,,
Q3288069,Marc Giacardy,No IT WP page,,,,,,,,,,
Q3288070,Marc Giraud,No IT WP page,,,,,,,,,,
Q3288158,Marc Laffon,No IT WP page,,,,,,,,,,
Q3288245,Marc Maury,No IT WP page,,,,,,,,,,
Q3288329,Marc Pujolle,No IT WP page,,,,,,,,,,
Q3288332,Marc Raynaud,No IT WP page,,,,,,,,,,
Q3288375,Marc Sallefranque,No IT WP page,,,,,,,,,,
Q3288533,Marc de Rougemont,,Marc de Rougemont,Marc_de_Rougemont,175,95,Seconda linea,,Francia,,,
Q3288634,Marcel Baillette,No IT WP page,,,,,,,,,,
Q3288647,Marcel Batigne,No IT WP page,,,,,,,,,,
Q3288674,Marcel Besson,No IT WP page,,,,,,,,,,
Q3288748,Marcel Burgun,No IT WP page,,,,,,,,,,
Q3288757,Marcel Camel,No IT WP page,,,,,,,,,,
Q3288775,Marcel Cassiède,No IT WP page,,,,,,,,,,
Q3288818,Marcel Communeau,No IT WP page,,,,,,,,,,
Q3289061,Marcel Jol,No IT WP page,,,,,,,,,,
Q3289082,Marcel Laffitte,No IT WP page,,,,,,,,,,
Q3289103,Marcel Laurent,No IT WP page,,,,,,,,,,
Q3289132,Marcel Legrain,No IT WP page,,,,,,,,,,
Q3289150,Marcel Lewin,No IT WP page,,,,,,,,,,
Q3289227,Marcel Michelin,No IT WP page,,,,,,,,,,
Q3289312,Marcel Puget,No IT WP page,,,,,,,,,,
Q3289381,Marcel Salsé,No IT WP page,,,,,,,,,,
Q3289408,Marcel Socaciu,No IT WP page,,,,,,,,,,
Q3289468,Marcel Verchère,No IT WP page,,,,,,,,,,
Q3289476,Marcel Volot,No IT WP page,,,,,,,,,,
Q3289523,Marcell Coetzee,,Marcell Coetzee,Marcell_Coetzee,189,106,Terza linea ala,,Sudafrica,,,
Q3289633,Marcello d'Orey,No IT WP page,,,,,,,,,,
Q3289653,Marcelo Bosch,,Marcelo Bosch,Marcelo_Bosch,185,97,Tre quarti centro,,Argentina,,Burton RFC,
Q3289654,Marcelo Campo,,Marcelo Campo,Marcelo_Campo,180,84,Tre quarti ala,,Argentina,,,
Q3290064,Marco Bollesan,,Marco Bollesan,Marco_Bollesan,,,Terza linea centro,,Italia,,,
Q3290065,Marco Caputo,No IT WP page,,,,,,,,,,
Q3290072,Marco Coletti,,Marco Coletti,Marco_Coletti,183,110,Pilone,,Italia,,,
Q3290089,Marco Pinto Ferrer,No IT WP page,,,,,,,,,,
Q3290125,Marco Neethling,,Marco Neethling,Marco_Neethling,183,90,Tre quarti centro,,Sudafrica,Italia,,
Q3290256,Marcus Di Rollo,,Marcus di Rollo,Marcus_Di_Rollo,186,95,Tre quarti centro,,Regno Unito,Scozia,,
Q3290269,Marcus Horan,,Marcus Horan,Marcus_Horan,185,106,Pilone,,Irlanda,Irlanda,,
Q3290296,Marcus Rose,,Marcus Rose,Marcus_Rose,180,84,Estremo,,Regno Unito,Inghilterra,,
Q3291370,Mariano Galarza,,Mariano Galarza,Mariano_Galarza,203,118,Seconda linea,,Argentina,,Bayonne,/wiki/Aviron_Bayonnais_Rugby_Pro
Q3291399,Mariano Sambucetti,No IT WP page,,,,,,,,,,
Q3293062,Marika Vunibaka,No IT WP page,,,,,,,,,,
Q3293448,Mario Gerosa,,Mario Gerosa,Mario_Gerosa,,,Tre quarti ala,,Argentina,Argentina; Italia,,
Q3293502,Mario Mazzuca,,Mario Mazzuca,Mario_Mazzuca,,,,,Italia,,,
Q3293767,Marius Bejan,No IT WP page,,,,,,,,,,
Q3293807,Marius Goosen,,Marius Goosen,Marius_Goosen,187,93,Mediano d'apertura,,Sudafrica,,,
Q3293826,Marius Joubert,No IT WP page,,,,,,,,,,
Q3293876,Marius Visser,No IT WP page,,,,,,,,,,
Q3293980,"Mark ""Bull"" Allen",No IT WP page,,,,,,,,,,
Q3293985,Mark Andrews,,Mark Andrews,Mark_Andrews_(rugbista),201,116,Seconda linea,,,,,
Q3293990,Mark Bailey,,Mark Bailey,Mark_Bailey,188,86,Tre quarti ala,,Regno Unito,Inghilterra,,
Q3293992,Mark Beale,No IT WP page,,,,,,,,,,
