"player","fullNames","birthDates","birthPlaces","deathDates","deathPlaces","weights","heights","positions","wikidataId"
"http://dbpedia.org/resource/Southern_Miss_Golden_Eagles_and_Lady_Eagles",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://dbpedia.org/resource/Stade_Olympique_Yves-du-Manoir",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://dbpedia.org/resource/State_councilor",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://dbpedia.org/resource/Status_(law)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://dbpedia.org/resource/Steve_Jones_(rugby_player_born_1951)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://dbpedia.org/resource/Steve_Smith_(English_rugby_union)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://dbpedia.org/resource/Stuart_Pierce__Stuart_Pierce__1","Stuart Pierce",NA,NA,NA,NA,NA,NA,NA,NA
"http://dbpedia.org/resource/Syd_Miller_(rugby_union)__Syd_Miller__1","Syd Miller",NA,NA,NA,NA,NA,NA,NA,NA
"http://dbpedia.org/resource/Synergism_(theology)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://dbpedia.org/resource/Tara-Jane_Stanley__Tara-Jane_Stanley__1","Tara-Jane Stanley",NA,NA,NA,NA,69,NA,NA,NA
"http://dbpedia.org/resource/Tara_Jones__Tara_Jones__1","Tara Jones",NA,NA,NA,NA,NA,NA,NA,NA
"http://dbpedia.org/resource/Terence_Cook__Terry_Cook__1","Terence Cook; Terry Cook",NA,NA,NA,NA,NA,NA,NA,NA
"http://dbpedia.org/resource/Terry_Davies__MBE__1","(MBE); Terry Davies",NA,NA,NA,NA,82.55381134,180.34,NA,NA
"http://dbpedia.org/resource/Tevaughn_Campbell__1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://dbpedia.org/resource/Thomas_G._Myers_Professorship_Chair",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://dbpedia.org/resource/Thomas_Smales__Tommy_Smales__1","Thomas Smales; Tommy Smales",NA,NA,NA,NA,69.85322498,152.4,NA,NA
"http://dbpedia.org/resource/Thomas_Woods_(rugby)__Thomas_Woods__1","Thomas Woods",NA,NA,NA,NA,NA,NA,NA,NA
"http://dbpedia.org/resource/Tim_Taylor_(rugby_union,_born_1888)__Tim_Taylor__1","Tim Taylor",NA,NA,NA,NA,NA,NA,NA,NA
"http://dbpedia.org/resource/Tim_Taylor_(rugby_union,_born_1982)__Tim_Taylor__1","Tim Taylor",NA,NA,NA,NA,91,180,NA,NA
"http://dbpedia.org/resource/Titimaea_Tafua__1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://dbpedia.org/resource/Tom_Ahearne__Tom_Ahearne__1","Tom Ahearne",NA,NA,NA,NA,NA,NA,NA,NA
"http://dbpedia.org/resource/Tom_Arthur",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://dbpedia.org/resource/Tom_Cotterill__Tom_Cotterill__1","Thomas Alfred Cotterill; Tom Cotterill",NA,NA,NA,NA,81.65,NA,NA,NA
"http://dbpedia.org/resource/Tom_Evans_(rugby_player)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://dbpedia.org/resource/Tom_Isaacs__Tom_Isaacs__1","Tom Isaacs",NA,NA,NA,NA,90,183,NA,NA
"http://dbpedia.org/resource/Tom_James_(rugby_union,_born_1987)__Tom_James__1","Tom James",NA,NA,NA,NA,103,190,NA,NA
"http://dbpedia.org/resource/Tom_James_(rugby_union,_born_1993)__Tom_James__1","Tom James",NA,NA,NA,NA,89,183,NA,NA
"http://dbpedia.org/resource/Tom_McGurk__Tom_McGurk__1","Tom McGurk",NA,NA,NA,NA,NA,NA,NA,NA
"http://dbpedia.org/resource/Tom_Parker_(rugby_player)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://dbpedia.org/resource/Tom_Scott_(rugby_union,_born_1870)__Tom_Scott__1","Tom Scott",NA,NA,NA,NA,NA,NA,NA,NA
"http://dbpedia.org/resource/Tom_Scott_(rugby_union,_born_1875)__Tom_Scott__1","Tom Scott",NA,NA,NA,NA,NA,NA,NA,NA
"http://dbpedia.org/resource/Tom_Whittington_(rugby_union)__Tom_Whittington__1","Tom Whittington",NA,NA,NA,NA,NA,NA,NA,NA
"http://dbpedia.org/resource/Tom_Yorke__Tom_Yorke__1","Tom Yorke",NA,NA,NA,NA,NA,NA,NA,NA
"http://dbpedia.org/resource/Tommy_Smales__Tommy_Smales__1","Thomas Smales; Tommy Smales",NA,NA,NA,NA,NA,NA,NA,NA
"http://dbpedia.org/resource/Tony_Jensen__Tony_Jensen__1","Tony Jensen",NA,NA,NA,NA,101,184,NA,NA
"http://dbpedia.org/resource/Tony_Ridnell__Anthony_Ridnell__1","Anthony Ridnell",NA,NA,NA,NA,NA,NA,NA,NA
"http://dbpedia.org/resource/Transitional_coordinator",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://dbpedia.org/resource/Trent_Barrett__Trent_Barrett__1","Trent Barrett",NA,NA,NA,NA,94,183,NA,NA
"http://dbpedia.org/resource/Tyran_Smith__Tyran_Smith__1","Tyran Carl Smith; Tyran Smith",NA,NA,NA,NA,112,196,NA,NA
"http://dbpedia.org/resource/Tyrese_Johnson-Fisher__Tyrese_Darnell_Johnson-Fisher__1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://dbpedia.org/resource/Udaijin",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://dbpedia.org/resource/United_States_Ambassador_to_Ireland",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://dbpedia.org/resource/United_States_Ambassador_to_the_Bahamas",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://dbpedia.org/resource/University_of_California_Student_Regent",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://dbpedia.org/resource/Uwe_Jansen__Uwe_Jansen__1","Uwe Jansen",NA,NA,NA,NA,NA,NA,NA,NA
"http://dbpedia.org/resource/Viliami_Tupoulahi_Mailefihi_Tuku'aho__Mailefihi_Tuku'aho__1","Mailefihi Tuku'aho",NA,NA,NA,NA,NA,NA,NA,NA
"http://dbpedia.org/resource/Vince_Sheehan_(born_1916)__Vince_Sheehan__1","Vince Sheehan; Vincent John Sheehan",NA,NA,NA,NA,NA,NA,NA,NA
"http://dbpedia.org/resource/Walter_Argus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://dbpedia.org/resource/Water_Overseer_of_Los_Angeles",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://dbpedia.org/resource/Will_Osborne",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://dbpedia.org/resource/Will_Parker__Will_Parker__1","Will Parker",NA,NA,NA,NA,NA,NA,NA,NA
"http://dbpedia.org/resource/Will_Tupou__Will_Tupou__1","Will Tupou",NA,NA,NA,NA,101,187,NA,NA
"http://dbpedia.org/resource/William_E._Dodge,_III",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://dbpedia.org/resource/William_Evans_(Australian_sportsman)__1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://dbpedia.org/resource/William_Lunn_(rugby_player)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://dbpedia.org/resource/William_Moberly__William_Moberly__1","William Moberly",NA,NA,NA,NA,NA,NA,NA,NA
"http://dbpedia.org/resource/William_Norton_(rugby_player)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://dbpedia.org/resource/William_Openshaw__William_Openshaw__1","William Openshaw",NA,NA,NA,NA,NA,NA,NA,NA
"http://dbpedia.org/resource/William_St_Clair_Grant_(rugby_union)__William_St._Clair_Grant__1","William St. Clair Grant",NA,NA,NA,NA,NA,NA,NA,NA
"http://dbpedia.org/resource/William_Thomson_(rugby_union)__William_Thomson__1","William Thomson",NA,NA,NA,NA,NA,NA,NA,NA
"http://dbpedia.org/resource/William_Thomson_(rugby_union,_born_1876)__William_Thomson__1","William Thomson",NA,NA,NA,NA,NA,NA,NA,NA
"http://dbpedia.org/resource/William_Wynyard_(rugby)__Billy_Wynyard__1","Billy Wynyard; William Thomas Wynyard",NA,NA,NA,NA,69.85322498,175.26,NA,NA
"http://dbpedia.org/resource/Willie_Manu__Willie_Manu__1","Viliami Makamaile Manu; Willie Manu",NA,NA,NA,NA,109,179,NA,NA
"http://dbpedia.org/resource/Winston_Stanley_(rugby_union,_born_1989)__Winston_Stanley__1","Winston Stanley",NA,NA,NA,NA,95,182,NA,NA
"http://dbpedia.org/resource/Wootton_Top_Lock",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://dbpedia.org/resource/Wyn_Jones_(rugby_union)__Wyn_Jones__1","Wyn Jones",NA,NA,NA,NA,118,183,NA,NA
"http://dbpedia.org/resource/Zac_Guildford__Zac_Guildford__1","Zac Guildford",NA,NA,NA,NA,97,182,NA,NA
"http://dbpedia.org/resource/Zaporizhia_Regional_Committee_of_the_Communist_Party_of_Ukraine",NA,NA,NA,NA,NA,NA,NA,NA,NA
